node1,node2,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km,length
2,4,41.150047437126,-74.3157187580991,41.2659774536475,-74.0979281549952,1.4182067077345,0.804928131416773,1999.80492813142,2000.41820670773,22.3442748093205,0.613278576309995
4,7,41.2659774536475,-74.0979281549952,41.1930002764687,-73.9820911843669,1.5277207392196,1.4182067077345,2000.41820670773,2000.52772073922,12.6514285559536,0.109514031490107
4,6,41.2659774536475,-74.0979281549952,41.0462030150183,-74.179163854102,1.93292265571517,1.4182067077345,2000.41820670773,2000.93292265572,25.3959535336927,0.514715947989998
7,8,41.1930002764687,-73.9820911843669,41.1104008196445,-74.0119258329336,2.42847364818613,1.5277207392196,2000.52772073922,2001.42847364819,9.52930252863004,0.900752908969935
6,12,41.0462030150183,-74.179163854102,40.7484186604763,-73.8762928254655,2.77618069815185,1.93292265571517,2000.93292265572,2001.77618069815,41.8148991933123,0.84325804243008
6,13,41.0462030150183,-74.179163854102,41.1494025648408,-74.3207166383018,2.91307323750857,1.93292265571517,2000.93292265572,2001.91307323751,16.5229418349831,0.980150581789985
18,25,41.2792424692394,-74.0481219973428,41.4787743595867,-74.0579024732739,3.92060232717313,3.19507186858323,2002.19507186858,2002.92060232717,22.2276818216081,0.725530458589901
40,42,40.5808856966649,-74.2092173010846,40.507364171499,-74.3318621972672,4.1752224503764,4.10951403148533,2003.10951403149,2003.17522245038,13.2149348861572,0.0657084188899262
8,14,41.1104008196445,-74.0119258329336,41.0526827816151,-74.2060010478897,4.20260095824779,2.42847364818613,2001.42847364819,2003.20260095825,17.5071961419385,1.77412731006007
42,45,40.507364171499,-74.3318621972672,40.5293275811104,-74.3792416168859,4.24093086926769,4.1752224503764,2003.17522245038,2003.24093086927,4.6963223032411,0.0657084188899262
40,43,40.5808856966649,-74.2092173010846,40.5568247863714,-74.1030556786631,4.41341546885701,4.10951403148533,2003.10951403149,2003.41341546886,9.36856515456429,0.303901437369859
14,46,41.0526827816151,-74.2060010478897,40.939631678436,-74.1225491524392,4.54757015742643,4.20260095824779,2003.20260095825,2003.54757015743,14.4067608287275,0.344969199180014
46,55,40.939631678436,-74.1225491524392,40.9291178532524,-74.2263147635175,4.67898699520879,4.54757015742643,2003.54757015743,2003.67898699521,8.80490951463587,0.131416837779852
14,47,41.0526827816151,-74.2060010478897,41.3231338479739,-74.5361443944699,4.94455852156057,4.20260095824779,2003.20260095825,2003.94455852156,40.8834640447891,0.741957563310052
43,52,40.5568247863714,-74.1030556786631,40.4818473813092,-74.2780106204342,5.02943189596158,4.41341546885701,2003.41341546886,2004.02943189596,16.9965630144581,0.616016427100021
18,24,41.2792424692394,-74.0481219973428,41.39322040847,-73.7675382205561,5.04312114989739,3.19507186858323,2002.19507186858,2004.0431211499,26.6654950422314,1.84804928131985
47,66,41.3231338479739,-74.5361443944699,41.5484166276182,-74.5398744068401,5.08692676249143,4.94455852156057,2003.94455852156,2004.08692676249,25.0812832182977,0.142368240929954
55,56,40.9291178532524,-74.2263147635175,40.9209837363696,-74.0594838089554,5.42915811088301,4.67898699520879,2003.67898699521,2004.42915811088,14.061779154734,0.750171115670128
64,80,40.3872626450237,-74.2194280789275,40.3404476615723,-74.2551100801454,5.48939082819993,5.43463381245715,2004.43463381246,2004.4893908282,6.02674448237151,0.0547570157398241
47,67,41.3231338479739,-74.5361443944699,41.622238364558,-74.4922294228119,5.51950718685839,4.94455852156057,2003.94455852156,2004.51950718686,33.4983486106251,0.574948665299871
24,73,41.39322040847,-73.7675382205561,41.3884722454532,-73.7677343960601,5.65366187542782,5.04312114989739,2004.0431211499,2004.65366187543,0.528837747610928,0.6105407255302
33,58,40.3525109085188,-73.705190455717,40.1011698999506,-73.7093991956724,5.7056810403833,4.71731690622869,2003.71731690623,2004.70568104038,27.9825407568917,0.988364134150061
64,81,40.3872626450237,-74.2194280789275,40.3143337917718,-74.1464119398284,5.90280629705671,5.43463381245715,2004.43463381246,2004.90280629706,10.2121101079651,0.468172484599791
85,88,41.0882816899495,-74.396947666627,41.0600173651261,-74.2972551751098,5.95482546201242,5.6427104722793,2004.64271047228,2004.95482546201,8.93856564485458,0.312114989729935
33,59,40.3525109085188,-73.705190455717,40.4541229306074,-73.7639222735,6.11362080766594,4.71731690622869,2003.71731690623,2005.11362080767,12.3590890716749,1.39630390143998
46,54,40.939631678436,-74.1225491524392,40.4862003794249,-74.3146155247856,6.11909650924031,4.54757015742643,2003.54757015743,2005.11909650924,53.0156773153288,1.57152635181001
25,37,41.4787743595867,-74.0579024732739,41.6411577440415,-73.646275595157,6.37645448323065,3.92060232717313,2002.92060232717,2005.37645448323,38.7616307101568,2.45585215606002
59,117,40.4541229306074,-73.7639222735,40.4644663773979,-73.8152503089933,6.39014373716623,6.11362080766594,2005.11362080767,2005.39014373717,4.49752224601976,0.276522929500061
37,124,41.6411577440415,-73.646275595157,41.6304252727754,-73.5773837588676,6.50513347022593,6.37645448323065,2005.37645448323,2005.50513347023,5.85510845763629,0.128678987000058
59,116,40.4541229306074,-73.7639222735,40.343070132087,-73.6966867215966,6.51060917180007,6.11362080766594,2005.11362080767,2005.5106091718,13.6136493533961,0.396988364130038
80,83,40.3404476615723,-74.2551100801454,40.1221401693307,-74.1491715406182,6.66392881587944,5.48939082819993,2004.4893908282,2005.66392881588,25.9170481717872,1.17453798767997
56,78,40.9209837363696,-74.0594838089554,41.4415084238551,-74.2289926015469,6.68583162217669,5.42915811088301,2004.42915811088,2005.68583162218,59.661867423055,1.25667351130005
