node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km
501,505,13.9552990391974,-73.7972974934222,40.9432775779508,-74.1986216430039,40.3563059046398,13.9552990391974,0,1999,2012.9552990392,73.6123753756653
501,502,10.9617920327189,-73.7972974934222,40.9432775779508,-74.3103196699366,41.288749121877,10.9617920327189,0,1999,2009.96179203272,57.7095128174575
502,503,0.435897296381758,-74.3103196699366,41.288749121877,-74.2676290396511,41.3772603834804,11.3976893291007,10.9617920327189,2009.96179203272,2010.3976893291,10.4797166393673
503,504,1.88556401794307,-74.2676290396511,41.3772603834804,-74.0430713713634,41.6113733821122,13.2832533470438,11.3976893291007,2010.3976893291,2012.28325334704,32.0913119568265
505,506,0.0276641438677176,-74.1986216430039,40.3563059046398,-74.1884508707987,40.335755066581,13.9829631830651,13.9552990391974,2012.9552990392,2012.98296318307,2.44513663671322
505,507,0.0473284075157473,-74.1986216430039,40.3563059046398,-74.1576570557279,40.3772383681482,14.0026274467131,13.9552990391974,2012.9552990392,2013.00262744671,4.18365323943253
504,508,0.945213666930668,-74.0430713713634,41.6113733821122,-74.0977585785797,41.6773457745863,14.2284670139744,13.2832533470438,2012.28325334704,2013.22846701397,8.63923212110178
506,509,0.872573047959327,-74.1884508707987,40.335755066581,-74.2433634605945,40.539434019155,14.8555362310244,13.9829631830651,2012.98296318307,2013.85553623102,23.1467749076084
504,510,1.75453481645185,-74.0430713713634,41.6113733821122,-74.1761264504738,41.9686385557639,15.0377881634956,13.2832533470438,2012.28325334704,2014.0377881635,41.2769781171592
509,511,0.854877622066799,-74.2433634605945,40.539434019155,-74.2319538265011,40.5953501784414,15.7104138530912,14.8555362310244,2013.85553623102,2014.71041385309,6.2991388393267
502,512,4.78523278767311,-74.3103196699366,41.288749121877,-74.4138532665881,41.361536276157,15.747024820392,10.9617920327189,2009.96179203272,2014.74702482039,11.8564875470985
508,513,2.15003882277406,-74.0977585785797,41.6773457745863,-74.1682900362068,41.0001835461859,16.3785058367485,14.2284670139744,2013.22846701397,2015.37850583675,75.6144760990856
506,514,2.62503126652893,-74.1884508707987,40.335755066581,-74.2183137250297,40.2223596350966,16.607994449594,13.9829631830651,2012.98296318307,2015.60799444959,12.8758780766974
512,515,0.87487623957278,-74.4138532665881,41.361536276157,-74.1650259620647,41.5117924366671,16.6219010599648,15.747024820392,2014.74702482039,2015.62190105996,26.6655023171242
513,516,0.346207457451697,-74.1682900362068,41.0001835461859,-74.0789501727702,41.0428448986167,16.7247132942002,16.3785058367485,2015.37850583675,2015.7247132942,8.88029641613654
515,517,0.103594487952344,-74.1650259620647,41.5117924366671,-74.184252771288,41.4549864978103,16.7254955479172,16.6219010599648,2015.62190105996,2015.72549554792,6.52397953880802
509,518,2.00981481575753,-74.2433634605945,40.539434019155,-74.1329645969696,40.6043698952473,16.8653510467819,14.8555362310244,2013.85553623102,2015.86535104678,11.8070573330599
507,519,2.891246254323,-74.1576570557279,40.3772383681482,-74.1110967605275,39.9359585114356,16.8938737010361,14.0026274467131,2013.00262744671,2015.89387370104,49.2844506152478
514,520,0.396138932736856,-74.2183137250297,40.2223596350966,-74.1798620663022,40.3295382791007,17.0041333823309,16.607994449594,2015.60799444959,2016.00413338233,12.3704213111926
517,521,0.361985566201941,-74.184252771288,41.4549864978103,-74.3039849741387,41.5173356048187,17.0874811141191,16.7254955479172,2015.72549554792,2016.08748111412,12.1604662486032
510,522,2.16160819841755,-74.1761264504738,41.9686385557639,-74.0241799241427,41.9377955112564,17.1993963619131,15.0377881634956,2014.0377881635,2016.19939636191,13.0399046824398
512,523,1.48900478596162,-74.4138532665881,41.361536276157,-74.7063782667243,41.145032040675,17.2360296063537,15.747024820392,2014.74702482039,2016.23602960635,34.3554635950779
518,524,0.390279924628934,-74.1329645969696,40.6043698952473,-74.2581586953364,40.8037024049893,17.2556309714109,16.8653510467819,2015.86535104678,2016.25563097141,24.5773722419618
507,525,3.30218189043972,-74.1576570557279,40.3772383681482,-73.6570600089703,40.519707283913,17.3048093371528,14.0026274467131,2013.00262744671,2016.30480933715,45.2773582841263
518,526,0.476450425567657,-74.1329645969696,40.6043698952473,-74.0215025786201,40.6909972611893,17.3418014723496,16.8653510467819,2015.86535104678,2016.34180147235,13.4772240201636
525,527,0.0506102231784704,-73.6570600089703,40.519707283913,-73.660569050869,40.4120271362738,17.3554195603313,17.3048093371528,2016.30480933715,2016.35541956033,11.9910544660572
515,528,0.778629159508348,-74.1650259620647,41.5117924366671,-74.0977196949279,41.7986594955718,17.4005302194732,16.6219010599648,2015.62190105996,2016.40053021947,32.4221320377991
510,529,2.36945578526677,-74.1761264504738,41.9686385557639,-74.3183010255778,42.0207751614553,17.4072439487624,15.0377881634956,2014.0377881635,2016.40724394876,13.1170189185849
519,530,0.531580746322641,-74.1110967605275,39.9359585114356,-74.0006234984319,40.0582222206628,17.4254544473588,16.8938737010361,2015.89387370104,2016.42545444736,16.5535330003993
530,531,0.00130456970837261,-74.0006234984319,40.0582222206628,-74.0029359422622,40.0483163726469,17.4267590170671,17.4254544473588,2016.42545444736,2016.42675901707,1.12022412611534
521,532,0.341627701992217,-74.3039849741387,41.5173356048187,-74.2273509533409,41.4847023778671,17.4291088161113,17.0874811141191,2016.08748111412,2016.42910881611,7.34996030895427
513,533,1.06515937523223,-74.1682900362068,41.0001835461859,-73.8075979006349,41.0912061605893,17.4436652119807,16.3785058367485,2015.37850583675,2016.44366521198,31.9336047194397
