"","node1","node2","length","startLat","startLon","endLat","endLon","endNodeL","startNodeL","startYear","endYear","treeID"
"1",215,276,0.264455664662188,21.2465401378813,105.784200774048,21.2005281116181,105.757243528565,0.264455664662188,0,2000.50202092034,2000.766476585,262200000
"2",215,216,0.518868239535447,21.2465401378813,105.784200774048,21.277507715106,105.737649537517,0.518868239535447,0,2000.50202092034,2001.02088915988,262200000
"3",216,220,0.519650739295075,21.277507715106,105.737649537517,21.3171654254376,105.688933846604,1.03851897883052,0.518868239535447,2001.02088915988,2001.54053989917,262200000
"4",216,217,0.881065646201733,21.277507715106,105.737649537517,21.2320739883467,105.717069583206,1.39993388573718,0.518868239535447,2001.02088915988,2001.90195480608,262200000
"5",217,4,1.09804519392311,21.2320739883467,105.717069583206,21.1577398851409,105.84376146431,2.49797907966029,1.39993388573718,2001.90195480608,2003,262200000
"6",217,218,0.201854007614348,21.2320739883467,105.717069583206,21.1503404412433,105.853542442392,1.60178789335153,1.39993388573718,2001.90195480608,2002.10380881369,262200000
"7",218,1,0.896191186308759,21.1503404412433,105.853542442392,21.1786271980716,105.814577704894,2.49797907966029,1.60178789335153,2002.10380881369,2003,262200000
"8",218,219,0.260620776651352,21.1503404412433,105.853542442392,21.1648404984472,105.792308259656,1.86240867000288,1.60178789335153,2002.10380881369,2002.36442959034,262200000
"9",219,2,0.635570409657407,21.1648404984472,105.792308259656,21.1015594258979,105.766216894011,2.49797907966029,1.86240867000288,2002.36442959034,2003,262200000
"10",219,3,0.635570409657407,21.1648404984472,105.792308259656,20.0977855067648,106.197253807459,2.49797907966029,1.86240867000288,2002.36442959034,2003,262200000
"11",220,221,0.67814861312032,21.3171654254376,105.688933846604,10.0288897499843,105.608304782452,1.71666759195084,1.03851897883052,2001.54053989917,2002.21868851229,262200000
"12",220,274,0.36468509520628,21.3171654254376,105.688933846604,21.2831843967478,105.734962871505,1.4032040740368,1.03851897883052,2001.54053989917,2001.90522499438,262200000
"13",221,248,0.119223104655433,10.0288897499843,105.608304782452,10.0680591409982,105.609000621932,1.83589069660627,1.71666759195084,2002.21868851229,2002.33791161695,262200000
"14",221,222,0.574203833469088,10.0288897499843,105.608304782452,10.2874887922557,105.57460416591,2.29087142541993,1.71666759195084,2002.21868851229,2002.79289234576,262200000
"15",222,223,1.36305057549804,10.2874887922557,105.57460416591,11.231173781174,104.945143834742,3.65392200091797,2.29087142541993,2002.79289234576,2004.15594292126,262200000
"16",222,224,0.833678900648109,10.2874887922557,105.57460416591,10.4594863984132,105.613775307712,3.12455032606804,2.29087142541993,2002.79289234576,2003.62657124641,262200000
"17",223,6,0.844057078742318,11.231173781174,104.945143834742,10.3697398050786,106.287983579699,4.49797907966029,3.65392200091797,2004.15594292126,2005,262200000
"18",223,5,0.844057078742318,11.231173781174,104.945143834742,11.4367295576514,104.954042540748,4.49797907966029,3.65392200091797,2004.15594292126,2005,262200000
"19",224,7,0.373428753592249,10.4594863984132,105.613775307712,9.83957546914685,106.341730853705,3.49797907966029,3.12455032606804,2003.62657124641,2004,262200000
"20",224,225,0.411264791725714,10.4594863984132,105.613775307712,10.5464920064039,105.632169401325,3.53581511779375,3.12455032606804,2003.62657124641,2004.03783603813,262200000
"21",225,226,0.0200073832875143,10.5464920064039,105.632169401325,10.5580053226161,105.626464151448,3.55582250108127,3.53581511779375,2004.03783603813,2004.05784342142,262200000
"22",225,8,0.962163961866534,10.5464920064039,105.632169401325,21.1587491155768,105.77869099156,4.49797907966029,3.53581511779375,2004.03783603813,2005,262200000
"23",226,227,0.0352507525558723,10.5580053226161,105.626464151448,10.5303663922968,105.650242624198,3.59107325363714,3.55582250108127,2004.05784342142,2004.09309417398,262200000
"24",226,246,0.388080475501278,10.5580053226161,105.626464151448,10.5780117783556,105.601451074563,3.94390297658255,3.55582250108127,2004.05784342142,2004.44592389692,262200000
"25",227,231,0.180286566467045,10.5303663922968,105.650242624198,10.5476555652483,105.63837294856,3.77135982010418,3.59107325363714,2004.09309417398,2004.27338074044,262200000
"26",227,228,0.352581979096465,10.5303663922968,105.650242624198,10.4841843964585,105.658937631786,3.94365523273361,3.59107325363714,2004.09309417398,2004.44567615307,262200000
