time	velocity	number_of_branches
1997.36929772009	127.01930054277	0.7
1997.46593031297	120.227298172659	0.82
1997.56256290585	180.851025898159	1.64
1997.65919549874	199.506768348068	3.16
1997.75582809162	279.981931573719	5.22
1997.8524606845	247.378125443617	11.48
1997.94909327738	246.017475653392	17.21
1998.04572587026	195.239085203376	22.89
1998.14235846314	163.522696351421	26.84
1998.23899105603	137.189288226946	29.92
1998.33562364891	113.078009535681	31.86
1998.43225624179	103.159664369461	32.72
1998.52888883467	99.0701154905843	34.04
1998.62552142755	96.680678084642	35.08
1998.72215402044	95.6051731224248	36.08
1998.81878661332	98.5056177587201	33.72
1998.9154192062	104.470476593385	30.99
1999.01205179908	107.784293175109	27.65
1999.10868439196	114.864265189716	24.89
1999.20531698484	106.354617412443	26.65
1999.30194957773	106.043504997296	30.33
1999.39858217061	115.890216675678	38.13
1999.49521476349	126.655398625339	45.39
1999.59184735637	135.91364448292	51.53
1999.68847994925	142.731664450767	57.29
1999.78511254213	150.688002633581	62.11
1999.88174513502	159.691187805039	65.5
1999.9783777279	171.280178743549	67.49
2000.07501032078	168.92766913041	74.23
2000.17164291366	183.509439513078	84.72
2000.26827550654	206.714325595734	123.18
2000.36490809943	253.778801737211	207.87
2000.46154069231	286.827277589016	277.35
2000.55817328519	308.810760834422	336.3
2000.65480587807	328.672675320994	431.74
2000.75143847095	338.118833961267	464.35
2000.84807106383	343.142580279289	470.15
2000.94470365672	347.191894149905	472.39
2001.0413362496	350.116594518426	472.92
2001.13796884248	352.669374795165	471.45
2001.23460143536	350.207451624339	465.78
2001.33123402824	355.442412101379	433.71
2001.42786662112	362.25783140075	416.82
2001.52449921401	393.70752845973	410.55
2001.62113180689	431.600398733267	354.53
2001.71776439977	466.617998431824	312.88
2001.81439699265	467.660996403308	304.57
2001.91102958553	464.555099469376	301.26
2002.00766217841	460.43292971925	299.39
2002.1042947713	438.143795091838	301.83
2002.20092736418	399.163084942554	318.37
2002.29755995706	378.868524791802	409.87
2002.39419254994	396.706496615737	408.6
