time	distance_tree530000	distance_tree570000	distance_tree610000	distance_tree650000	distance_tree690000	distance_tree730000	distance_tree770000	distance_tree810000	distance_tree850000	distance_tree890000	distance_tree930000	distance_tree970000	distance_tree1010000	distance_tree1050000	distance_tree1090000	distance_tree1130000	distance_tree1170000	distance_tree1210000	distance_tree1250000	distance_tree1290000	distance_tree1330000	distance_tree1370000	distance_tree1410000	distance_tree1450000	distance_tree1490000	distance_tree1530000	distance_tree1570000	distance_tree1610000	distance_tree1650000	distance_tree1690000	distance_tree1730000	distance_tree1770000	distance_tree1810000	distance_tree1850000	distance_tree1890000	distance_tree1930000	distance_tree1970000	distance_tree2010000	distance_tree2050000	distance_tree2090000	distance_tree2130000	distance_tree2170000	distance_tree2210000	distance_tree2250000	distance_tree2290000	distance_tree2330000	distance_tree2370000	distance_tree2410000	distance_tree2450000	distance_tree2490000	distance_tree2530000	distance_tree2570000	distance_tree2610000	distance_tree2650000	distance_tree2690000	distance_tree2730000	distance_tree2770000	distance_tree2810000	distance_tree2850000	distance_tree2890000	distance_tree2930000	distance_tree2970000	distance_tree3010000	distance_tree3050000	distance_tree3090000	distance_tree3130000	distance_tree3170000	distance_tree3210000	distance_tree3250000	distance_tree3290000	distance_tree3330000	distance_tree3370000	distance_tree3410000	distance_tree3450000	distance_tree3490000	distance_tree3530000	distance_tree3570000	distance_tree3610000	distance_tree3650000	distance_tree3690000	distance_tree3730000	distance_tree3770000	distance_tree3810000	distance_tree3850000	distance_tree3890000	distance_tree3930000	distance_tree3970000	distance_tree4010000	distance_tree4050000	distance_tree4090000	distance_tree4130000	distance_tree4170000	distance_tree4210000	distance_tree4250000	distance_tree4290000	distance_tree4330000	distance_tree4370000	distance_tree4410000	distance_tree4450000	distance_tree4490000
1997.32098142354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997.41761401642	0	0	0	0	0	0	39.5311202465564	0	0	0	0	0	0	0	0	0	59.2719359809717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997.5142466093	0	0	28.0847202405503	0	0	0	45.0900084167472	0	0	0	0	0.67969097322966	0	0	0	0	121.010179517786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5648509316483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997.61087920219	0	0	65.6281080109773	0	0	0	60.3777025663742	0	0	0	0	3.79067701011706	0	0	0	0	182.969967883033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.2517536693161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997.70751179507	0	0	68.0443205333372	0	0	0	80.9824930666543	0	0	0	0	6.90182724636335	0	0	0	0	245.077320290488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98217418473532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.2933502930706	0	0	0	0	37.2255173332288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997.80414438795	0	0	71.1479035251589	0	0	0	103.760470915597	0	0	0	0	10.0131415822898	0	0	0	0	307.316724120318	0	0	0	0	0	0	0	0	0	0	7.66544021595088	0	0	0	0	0	0	0	0	0	0	0	0	0	16.8007560582408	0	0	0	0	0	0	12.4199047138038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.9472364943069	0	0	0	0	71.6569277601083	0	0	0	0	0	0	0	0	45.9505092468257	0	0	0	7.02134198286847	0	0	0	0	0	41.9063354181872	0
1997.90077698083	0	0	74.8541595484465	0	0	0	127.533092597102	0	0	0	13.4401355211631	13.1246199220033	0	0	0	0	369.682096006808	0	0	0	0	0	0	0	0	0	0	43.366371508014	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6261289653812	0	0	0	0	0	0	70.308264197763	0	0	0	0	0	0	0	0	0	0	0	0	13.3714262718925	0	0	0	0	0	0	0	0	0	0	0	0	49.6131875717567	0	0	0	0	120.275415511157	0	0	0	31.993377403808	0	0	15.0790692145943	0	94.9947146774514	0	104.713576080778	0	39.7021604314944	0	0	0	0	0	238.197508115901	0
1997.99740957372	0	0	89.2168870902099	0	0	0	151.817361089554	2.0398478145138	3.96388214069404	1.11857121287256	31.425478012564	16.2362621692975	0	0	0	0	432.170011545203	0	0	0.947662001603552	18.0678887500267	0	8.05952759892641	0	0	0	0	79.066005531596	29.5933380240105	0	0	0	0	0	0	0	0	0	0	0	3.08419689246169	82.6507725088243	0	0	0	0	0	0	128.2662861169	0	0	0	0	0	0	0	0	0	0	0	0	40.0192687086979	0	0	0	0	0	0	0	0	0	0	0	0	58.3936071358776	0	0	0	0	169.482531692986	0	0	0	86.0269658199547	0	0	45.1348193261392	0	94.9947146774514	0	314.515381012276	0	72.3482150532882	0	0	0	0	0	436.272106949173	0
1998.0940421666	0	0	107.437450315839	0	0	0	171.381162016361	16.4753727594749	13.1641659599212	132.845334319922	49.400239655661	61.5637346365105	0	0	0	0	494.778038773573	40.3322587601145	0	7.65395296470502	57.9419483289713	0	26.7550668955609	0	0	0	0	102.32333705062	94.897923297105	0	90.2412176560945	0	0	0	0	0	0	0	0	0	24.9065278558299	107.949412596255	0	0	110.487766325247	0	234.743591746311	0	151.989051039603	0	0	8.10722382147406	0	0	0	0	0	0	0	0	0	66.6730934078531	0	0	0	0	0	0	0	0	0	79.9976457669285	0	0	70.1826559940582	0	0	0	0	218.968048582651	0	0	0	454.728280691331	0	0	75.2036139959382	0	94.9947146774514	0	525.802427934873	62.700956091328	98.7631368179189	0	0	0	0	0	539.348601902822	0
1998.19067475948	0	0	125.886296987837	1.32117056432244	0	0	201.478061960905	30.915345120716	22.3668236169932	218.102384238615	67.2158531073644	110.939872169489	0	0	0	0	557.50418778557	51.2850658948347	0	14.362153067912	97.7821665323111	0	51.7466818721986	0	17.1479999522285	0	0	162.200789085359	160.139963081157	0	90.2412176560945	0	0	0	0	0	12.0870738053667	0	0	4.95643805528693	46.7289237150579	111.445706586056	0	0	177.416718328801	0	244.836018683917	0	155.606031971372	0	89.4197395163887	53.2716084746618	0	0	0	18.4838663056626	0	0	16.0713775431054	0	0	93.3328711889452	0	0	0	0	0	0	5.83888117468698	0	5.37985019270284	86.1999448473884	17.2313004135464	0	87.4106041534066	0	22.2925252689235	54.6521366153667	0	233.369326173991	0	0	0	882.699739624718	0	14.6799274204521	105.285379229867	48.3865844633357	94.9947146774514	0	738.513841185549	78.2683305839632	131.500208584372	31.6602554183038	0	0	36.679897010618	0	542.681143789481	4.25631318826574
