time	distance
2014.61821554946	11671.3654658284
2014.71484814235	11671.3654658284
2014.81148073523	11671.3654658284
2014.90811332811	11671.3654658284
2015.00474592099	11671.3654658284
2015.10137851388	11671.3654658284
2015.19801110676	11671.3654658284
2015.29464369964	11671.3654658284
2015.39127629252	11671.3654658284
2015.48790888541	11671.3654658284
2015.58454147829	11671.3654658284
2015.68117407117	11671.3654658284
2015.77780666406	11671.3654658284
2015.87443925694	11671.3654658284
2015.97107184982	11671.3654658284
2016.0677044427	11671.3654658284
2016.16433703559	11671.3654658284
2016.26096962847	11671.3654658284
2016.35760222135	11671.3654658284
2016.45423481423	11671.3654658284
2016.55086740712	11671.3654658284
2016.6475	11671.3654658284
