time	95%HPD_lower_value	95%HPD_higher_value
1998.54474213178	NA	NA
1998.63525592112	0	0
1998.72576971046	0	0
1998.8162834998	0	0
1998.90679728914	0	36.5712580314892
1998.99731107849	0	180.756635303962
1999.08782486783	0	263.317708645697
1999.17833865717	0	399.958295123159
1999.26885244651	0	449.301593118946
1999.35936623585	0	490.210503411829
1999.44988002519	0	494.901662805292
1999.54039381453	0	504.891769708915
1999.63090760387	0	716.812199372086
1999.72142139321	0	907.461272435403
1999.81193518256	32.6545720715396	1065.21904380534
1999.9024489719	40.9892942758482	1087.5664876771
1999.99296276124	52.0533416449146	1176.90018695785
2000.08347655058	64.0355620216795	1265.74292788494
2000.17399033992	83.4641974573549	1404.82965210458
2000.26450412926	123.805320171284	1549.1328490832
2000.3550179186	152.345677259343	1570.62325521051
2000.44553170794	199.330331757559	1666.35080674733
2000.53604549728	243.149392914378	1750.21137488076
2000.62655928663	275.396647177208	1779.24822026704
2000.71707307597	311.503572211737	1794.48784694136
2000.80758686531	384.079365973733	1896.5573037397
2000.89810065465	447.004019680376	1942.58053485501
2000.98861444399	499.075317623492	1947.3941157964
2001.07912823333	563.459120958463	2010.03370968404
2001.16964202267	623.597425785167	2010.03370968404
2001.26015581201	731.235538513879	2011.1694174694
2001.35066960135	788.639281707371	2011.1694174694
2001.4411833907	846.137169946868	2035.67517084478
2001.53169718004	903.71150455275	2039.07193034406
2001.62221096938	973.985307464989	2079.62797681107
2001.71272475872	1019.03860017874	2120.65261832187
2001.80323854806	1068.19954408284	2101.48956806164
2001.8937523374	1124.77099933979	2101.48956806164
2001.98426612674	1181.34698620454	2101.48956806164
2002.07477991608	1313.92135690424	2163.07529960084
2002.16529370542	1387.79337437603	2198.03073932266
2002.25580749477	1351.1014635525	2195.30018066824
2002.34632128411	1413.36397686785	2211.45370965705
2002.43683507345	1481.72788768802	2227.63234995044
2002.52734886279	1649.76628165052	2507.05055417681
2002.61786265213	1870.7497870574	2858.60846134962
2002.70837644147	1945.74554869437	3096.73199247194
2002.79889023081	2107.75982202273	3421.56975778962
2002.88940402015	2359.45684744126	3747.97070879855
2002.97991780949	2729.85601153448	4075.77441801287
2003.07043159884	3102.88828051084	4404.8207409268
2003.16094538818	3478.27603877176	4734.94904918946
2003.25145917752	3855.75410875497	5065.99745201435
2003.34197296686	4235.06397294513	5397.80198063925
2003.4324867562	4615.95007620993	5730.19571690863
2003.52300054554	4998.15706728941	6063.00784948728
2003.61351433488	5336.92891686062	6396.06264154604
2003.70402812422	5663.83923215796	6729.17829282731
2003.79454191356	5993.03295964282	7062.16567729911
2003.8850557029	6324.105404332	7394.82693514881
2003.97556949225	6656.6814027778	7726.95389493302
2004.06608328159	6990.40612462289	8058.32629811358
2004.15659707093	7324.93758863726	8388.70979415778
2004.24711086027	7659.94034927549	8717.85366977808
2004.33762464961	7995.07995616872	9045.48827078465
2004.42813843895	8330.01788722987	9385.79004387985
2004.51865222829	8664.40672175308	9729.88078522352
2004.60916601763	9413.33841006098	10396.8077417123
2004.69967980697	9748.63583691953	10640.6734989924
2004.79019359632	10081.274765506	10882.2888700712
2004.88070738566	10410.7938843652	11121.4168100854
2004.971221175	10812.7079006374	11399.580359385
2005.06173496434	11164.1927155803	11591.1603615973
2005.15224875368	11164.1927155803	11591.1603615973
2005.24276254302	11164.1927155803	11591.1603615973
2005.33327633236	11164.1927155803	11591.1603615973
2005.4237901217	11164.1927155803	11591.1603615973
2005.51430391104	11164.1927155803	11591.1603615973
2005.60481770039	11164.1927155803	11591.1603615973
2005.69533148973	11164.1927155803	11591.1603615973
2005.78584527907	11164.1927155803	11591.1603615973
2005.87635906841	11164.1927155803	11591.1603615973
2005.96687285775	11164.1927155803	11591.1603615973
2006.05738664709	11164.1927155803	11591.1603615973
2006.14790043643	11164.1927155803	11591.1603615973
2006.23841422577	11164.1927155803	11591.1603615973
2006.32892801511	11164.1927155803	11591.1603615973
2006.41944180446	11164.1927155803	11591.1603615973
2006.5099555938	11164.1927155803	11591.1603615973
2006.60046938314	11164.1927155803	11591.1603615973
2006.69098317248	11164.1927155803	11591.1603615973
2006.78149696182	11164.1927155803	11591.1603615973
2006.87201075116	11164.1927155803	11591.1603615973
2006.9625245405	11164.1927155803	11591.1603615973
2007.05303832984	11164.1927155803	11591.1603615973
2007.14355211918	11164.1927155803	11591.1603615973
2007.23406590853	11164.1927155803	11591.1603615973
2007.32457969787	11164.1927155803	11591.1603615973
2007.41509348721	11164.1927155803	11591.1603615973
2007.50560727655	11164.1927155803	11591.1603615973
2007.59612106589	11164.1927155803	11591.1603615973
2007.68663485523	11164.1927155803	11591.1603615973
2007.77714864457	11164.1927155803	11591.1603615973
2007.86766243391	11164.1927155803	11591.1603615973
2007.95817622325	11164.1927155803	11591.1603615973
2008.0486900126	11164.1927155803	11591.1603615973
2008.13920380194	11164.1927155803	11591.1603615973
2008.22971759128	11164.1927155803	11591.1603615973
2008.32023138062	11164.1927155803	11591.1603615973
2008.41074516996	11164.1927155803	11591.1603615973
2008.5012589593	11164.1927155803	11591.1603615973
2008.59177274864	11164.1927155803	11591.1603615973
2008.68228653798	11164.1927155803	11591.1603615973
2008.77280032732	11164.1927155803	11591.1603615973
2008.86331411667	11164.1927155803	11591.1603615973
2008.95382790601	11164.1927155803	11591.1603615973
2009.04434169535	11164.1927155803	11591.1603615973
2009.13485548469	11164.1927155803	11591.1603615973
2009.22536927403	11164.1927155803	11591.1603615973
2009.31588306337	11164.1927155803	11591.1603615973
