time	velocity	number_of_branches
1997.50482575835	686.4952926504	0.54
1997.6007790127	837.947010002943	1.36
1997.69673226704	1370.20224582004	2.16
1997.79268552138	1112.70848305603	4.84
1997.88863877573	1742.03207095194	8.26
1997.98459203007	1590.75523412616	10.41
1998.08054528442	1520.90011552159	12.26
1998.17649853876	1454.90469841051	14.21
1998.2724517931	1413.71225535358	15.46
1998.36840504745	1436.63545316472	16.07
1998.46435830179	1438.38551614774	16.32
1998.56031155614	1410.54565793644	16.05
1998.65626481048	1304.7343477328	15.99
1998.75221806483	1271.52352784515	15.22
1998.84817131917	1180.93608624343	13.43
1998.94412457351	695.54730353236	10.73
1999.04007782786	559.889491479387	8.44
1999.1360310822	502.318508278289	6.62
1999.23198433655	412.12014776578	6.95
1999.32793759089	458.96435420319	9.18
1999.42389084523	410.493858105579	12.02
1999.51984409958	505.812175766802	16.82
1999.61579735392	628.040243663305	21.54
1999.71175060827	663.752532173208	25.76
1999.80770386261	686.754090778611	28.32
1999.90365711695	704.310559133975	31.24
1999.9996103713	708.740678428966	33.31
2000.09556362564	710.843326718668	37.81
2000.19151687999	842.261873163712	49.09
2000.28747013433	1044.18238987331	85.89
2000.38342338868	1033.11093703109	114.05
2000.47937664302	1004.65446930697	130.65
2000.57532989736	953.939476156018	148.49
2000.67128315171	887.024329240265	167.98
2000.76723640605	863.408569164752	170.96
2000.8631896604	855.135942442034	170.04
2000.95914291474	854.040247585134	169.32
2001.05509616908	851.582786510581	168.34
2001.15104942343	840.35634226306	163.71
2001.24700267777	797.25544804559	154.15
2001.34295593212	642.292198776483	130.82
2001.43890918646	612.545147712926	120.76
2001.5348624408	628.872969333327	120.79
2001.63081569515	621.978539759055	99.8
2001.72676894949	629.437118199954	96.77
2001.82272220384	633.170045283846	95.47
2001.91867545818	641.090169757599	96.04
2002.01462871252	641.442746969413	96.94
2002.11058196687	648.5416607566	97.35
2002.20653522121	652.385115430988	99.94
2002.30248847556	707.136164619879	132.55
2002.3984417299	696.306807557287	126.7
2002.49439498425	704.37323770169	113.08
2002.59034823859	683.454080854965	108.21
2002.68630149293	696.640825106575	101.36
2002.78225474728	702.475818557106	99.76
2002.87820800162	698.300731869372	99.37
2002.97416125597	698.557078972983	98.33
2003.07011451031	692.698900514141	99.1
2003.16606776465	669.355277844369	101.31
2003.262021019	664.639833623552	75.51
2003.35797427334	652.325436864545	61.66
2003.45392752769	646.402020063716	61.64
2003.54988078203	579.392811110777	49.38
2003.64583403637	579.216623125371	49.87
2003.74178729072	579.005986342993	50.77
2003.83774054506	581.762438629973	50.85
2003.93369379941	577.293253522893	51.65
2004.02964705375	582.104943769207	50.65
2004.1256003081	526.353901389458	50.14
2004.22155356244	559.372735514222	45.6
2004.31750681678	231.881983116057	40.46
2004.41346007113	235.847859414481	37.25
2004.50941332547	184.369286109163	34.35
2004.60536657982	179.319217968711	35.88
2004.70131983416	173.360436116903	37.09
2004.7972730885	169.675468123223	38.45
2004.89322634285	169.205556893433	38.41
2004.98917959719	168.52763015193	37.41
2005.08513285154	169.988432928475	38.36
2005.18108610588	194.112337124561	32.57
2005.27703936022	165.250409631918	31.78
2005.37299261457	167.460801304018	32.06
2005.46894586891	171.490686441091	31.61
2005.56489912326	178.161926303537	29.14
2005.6608523776	182.951676809537	27.52
2005.75680563194	186.162898492592	26.72
2005.85275888629	188.328223480222	26.73
2005.94871214063	188.283009196088	27.43
2006.04466539498	175.100987982933	25.18
2006.14061864932	284.817369792803	24.98
2006.23657190367	244.105027205248	23.33
2006.33252515801	257.861907877641	21.77
2006.42847841235	257.356258143806	21.57
2006.5244316667	282.002059464904	21.97
