node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km,tipLabel
802,803,0.0916875688317802,40.7338891408302,-73.7542525343662,40.7122335454391,-73.798776595603,0.0916875688317802,0,1998.3811166516,1998.47280422043,4.46350506939853,NA
803,804,0.000118652070266734,40.7122335454391,-73.798776595603,40.7092320844542,-73.7900043231482,0.0918062209020469,0.0916875688317802,1998.47280422043,1998.47292287251,0.812164490581427,NA
804,801,2.051677127495,40.7092320844542,-73.7900043231482,39.1537169248628,-70.3573254588075,2.14348334839705,0.0918062209020469,1998.47292287251,2000.5246,340.331549729445,KX547353_2000.5246_USA_NY_Suffolk_-73.029237_40.958582
804,805,0.0217395260758586,40.7092320844542,-73.7900043231482,40.6872005742577,-73.8213162371607,0.113545746977906,0.0918062209020469,1998.47292287251,1998.49466239858,3.60548527068033,NA
805,806,0.0676655467583629,40.6872005742577,-73.8213162371607,40.5602505007621,-74.0308609631377,0.181211293736268,0.113545746977906,1998.49466239858,1998.56232794534,22.6542108493711,NA
806,807,0.1963017724567,40.5602505007621,-74.0308609631377,40.5337424509795,-74.0597816669585,0.377513066192968,0.181211293736268,1998.56232794534,1998.7586297178,3.83320272655633,NA
807,762,0.978370282203898,40.5337424509795,-74.0597816669585,40.6604457531205,-73.6006076330102,1.35588334839687,0.377513066192968,1998.7586297178,1999.737,41.2968178265698,HM488128_1999.737_USA_CT_Fairfield_-73.611878_40.989086
807,808,0.304825081906898,40.5337424509795,-74.0597816669585,40.5796543586621,-74.0309269210807,0.682338148099866,0.377513066192968,1998.7586297178,1999.0634547997,5.66387025242681,NA
808,809,0.772504156058101,40.5796543586621,-74.0309269210807,40.5492693544148,-73.9200940398162,1.45484230415797,0.682338148099866,1999.0634547997,1999.83595895576,9.96480678891624,NA
809,788,0.1640410442388,40.5492693544148,-73.9200940398162,41.4024906901524,-76.4339745517559,1.61888334839677,1.45484230415797,1999.83595895576,2000,231.642258880994,AF404756_2000_USA_NY_Rockland_-74.05963_41.260923
809,810,0.293046882990801,40.5492693544148,-73.9200940398162,40.7406303793222,-74.2186242839892,1.74788918714877,1.45484230415797,1999.83595895576,2000.12900583875,33.0102898491824,NA
810,811,0.00301252877500957,40.7406303793222,-74.2186242839892,40.7341833513527,-74.2040190835511,1.75090171592378,1.74788918714877,2000.12900583875,2000.13201836753,1.42577688778312,NA
811,812,0.120657442961203,40.7341833513527,-74.2040190835511,40.6251722291075,-74.5801358994807,1.87155915888498,1.75090171592378,2000.13201836753,2000.25267581049,33.9933021876781,NA
812,767,1.577424189512,40.6251722291075,-74.5801358994807,40.6373252441464,-74.5124738060956,3.44898334839698,1.87155915888498,2000.25267581049,2001.8301,5.8743826202603,KJ501515_2001.8301_USA_NJ_Middlesex_-74.45554_40.569605
812,813,0.337020876228699,40.6251722291075,-74.5801358994807,39.3260024258214,-73.9364965601288,2.20858003511368,1.87155915888498,2000.25267581049,2000.58969668672,154.699614668769,NA
813,814,0.369575495913699,39.3260024258214,-73.9364965601288,38.224180788265,-71.0182074214198,2.57815553102738,2.20858003511368,2000.58969668672,2000.95927218263,281.394340009864,NA
814,815,0.106160949781399,38.224180788265,-71.0182074214198,38.2112907728373,-70.9704663272526,2.68431648080878,2.57815553102738,2000.95927218263,2001.06543313241,4.41528223098515,NA
815,772,0.652366867587801,38.2112907728373,-70.9704663272526,38.0470758279499,-70.8547892223527,3.33668334839658,2.68431648080878,2001.06543313241,2001.7178,20.8999824721936,KJ501378_2001.7178_USA_PA_Bucks_-75.277_40.44465
815,768,0.748266867587901,38.2112907728373,-70.9704663272526,38.0433904315628,-71.2391567728351,3.43258334839668,2.68431648080878,2001.06543313241,2001.8137,30.050152528896,KJ501269_2001.8137_USA_NJ_Middlesex_-74.493313_40.555304
814,771,0.750327817369302,38.224180788265,-71.0182074214198,38.2352336912662,-71.0332946038959,3.32848334839668,2.57815553102738,2000.95927218263,2001.7096,1.80408349295243,KJ501486_2001.7096_USA_NJ_Mercer_-74.732862_40.208352
813,816,0.420423315935599,39.3260024258214,-73.9364965601288,39.541833421295,-74.668258461548,2.62900335104928,2.20858003511368,2000.58969668672,2001.01012000265,67.3496302512161,NA
816,817,0.821348496266801,39.541833421295,-74.668258461548,39.4997820497481,-74.6993038048349,3.45035184731608,2.62900335104928,2001.01012000265,2001.83146849892,5.38723917915732,NA
817,769,0.848031501080699,39.4997820497481,-74.6993038048349,39.6862160012953,-78.5056871006097,4.29838334839678,3.45035184731608,2001.83146849892,2002.6795,327.165439629436,KX547490_2002.6795_USA_NY_Chemung_-76.947426_42.139587
817,770,0.713731501080799,39.4997820497481,-74.6993038048349,39.3424319523512,-74.5954778319644,4.16408334839688,3.45035184731608,2001.83146849892,2002.5452,19.6611848932934,KX547251_2002.5452_USA_NY_Rockland_-73.960719_41.025802
816,773,0.628279997347599,39.541833421295,-74.668258461548,39.1280783427947,-73.9862494941532,3.25728334839688,2.62900335104928,2001.01012000265,2001.6384,74.6324233059469,KJ501277_2001.6384_USA_PA_Philadelphia_-75.06238_40.093164
811,818,0.0326058229600328,40.7341833513527,-74.2040190835511,40.7906492896224,-73.2285097593515,1.78350753888381,1.75090171592378,2000.13201836753,2000.16462419049,82.4936912294391,NA
818,819,0.119439877747197,40.7906492896224,-73.2285097593515,40.7999728114727,-73.2561612644475,1.90294741663101,1.78350753888381,2000.16462419049,2000.28406406823,2.55109231520104,NA
819,786,1.466635931766,40.7999728114727,-73.2561612644475,41.9110483184814,-73.6448555458191,3.36958334839701,1.90294741663101,2000.28406406823,2001.7507,127.882284004896,KJ501493_2001.7507_USA_DC_DistrictofColumbia_-77.06884_38.95728
819,785,0.429035931765702,40.7999728114727,-73.2561612644475,40.2821654551702,-72.0422102010633,2.33198334839671,1.90294741663101,2000.28406406823,2000.7131,117.769639587316,HM488130_2000.7131_USA_CT_NewHaven_-72.748047_41.252046
818,820,0.435969218800697,40.7906492896224,-73.2285097593515,40.904277472085,-73.1448193003811,2.21947675768451,1.78350753888381,2000.16462419049,2000.60059340929,14.4803452211937,NA
820,821,0.0667413655381015,40.904277472085,-73.1448193003811,40.9199479668079,-73.1612181549825,2.28621812322261,2.21947675768451,2000.60059340929,2000.66733477483,2.22410331106863,NA
821,822,0.0215745910839811,40.9199479668079,-73.1612181549825,40.8442594255401,-73.0727580428003,2.30779271430659,2.28621812322261,2000.66733477483,2000.68890936591,11.2441612539757,NA
822,823,2.033458946196,40.8442594255401,-73.0727580428003,41.4927844602495,-71.8550649448768,4.34125166050259,2.30779271430659,2000.68890936591,2002.72236831211,124.999926439411,NA
823,777,0.907731687893801,41.4927844602495,-71.8550649448768,41.4095851550579,-71.8809667167868,5.24898334839639,4.34125166050259,2002.72236831211,2003.6301,9.51087958051255,HM488175_2003.6301_USA_CT_Hartford_-72.865584_41.552126
823,778,0.9269316878938,41.4927844602495,-71.8550649448768,41.5945739602177,-71.7480571930165,5.26818334839639,4.34125166050259,2002.72236831211,2003.6493,14.4186987631153,HM756653_2003.6493_USA_CT_Middlesex_-72.527395_41.265419
822,824,0.333838985191599,40.8442594255401,-73.0727580428003,40.8123119508944,-73.100430110682,2.64163169949819,2.30779271430659,2000.68890936591,2001.0227483511,4.25232391033251,NA
824,825,0.052374330566801,40.8123119508944,-73.100430110682,40.7545635327011,-73.0507793478956,2.69400603006499,2.64163169949819,2001.0227483511,2001.07512268167,7.67105104364048,NA
825,776,1.672777318332,40.7545635327011,-73.0507793478956,41.8198850090894,-68.9417621442778,4.36678334839699,2.69400603006499,2001.07512268167,2002.7479,363.558249571648,KX547484_2002.7479_USA_NY_Genesee_-77.946859_42.972063
825,775,0.544077318331899,40.7545635327011,-73.0507793478956,40.8183450250595,-73.2772056845331,3.23808334839689,2.69400603006499,2001.07512268167,2001.6192,20.3632155102335,KX547538_2001.6192_USA_NY_Nassau_-73.533163_40.616735
824,774,1.577251648899,40.8123119508944,-73.100430110682,41.2123373713056,-72.8188964571998,4.21888334839719,2.64163169949819,2001.0227483511,2002.6,50.422331851563,KX547179_2002.6_USA_NY_Richmond_-74.202638_40.577674
821,826,0.2530266160931,40.9199479668079,-73.1612181549825,40.7754084984753,-72.9852566121284,2.53924473931571,2.28621812322261,2000.66733477483,2000.92036139092,21.8741938292728,NA
826,784,0.9262386090811,40.7754084984753,-72.9852566121284,40.9514945400005,-73.3459097828484,3.46548334839681,2.53924473931571,2000.92036139092,2001.8466,36.1415982991386,KJ501374_2001.8466_USA_NJ_Union_-74.210328_40.595849
826,827,0.219031627985499,40.7754084984753,-72.9852566121284,40.5725399552601,-72.9232555561327,2.75827636730121,2.53924473931571,2000.92036139092,2001.1393930189,23.1828713383707,NA
827,783,1.474306981096,40.5725399552601,-72.9232555561327,40.6240548284572,-73.0570228629509,4.23258334839721,2.75827636730121,2001.1393930189,2002.6137,12.6781665847422,KX547509_2002.6137_USA_NY_Westchester_-73.768378_40.884952
827,782,1.556506981095,40.5725399552601,-72.9232555561327,40.6440442226506,-72.8863740875252,4.31478334839621,2.75827636730121,2001.1393930189,2002.6959,8.54865546608492,KX547554_2002.6959_USA_NY_Bronx_-73.896075_40.90517
820,828,0.136613574624102,40.904277472085,-73.1448193003811,40.903977643856,-73.1628730745217,2.35609033230861,2.21947675768451,2000.60059340929,2000.73720698391,1.51939828324581,NA
828,781,1.936793016088,40.903977643856,-73.1628730745217,41.5261998717706,-74.5110581980863,4.29288334839661,2.35609033230861,2000.73720698391,2002.674,132.453347663417,KX547261_2002.674_USA_NY_Queens_-73.806226_40.714337
828,829,1.025705807112,40.903977643856,-73.1628730745217,40.7573970921358,-73.3959277948461,3.38179613942061,2.35609033230861,2000.73720698391,2001.76291279102,25.5272868632252,NA
829,779,0.957587208975701,40.7573970921358,-73.3959277948461,40.6469885045873,-73.5871877984202,4.33938334839631,3.38179613942061,2001.76291279102,2002.7205,20.2884106790286,KX547194_2002.7205_USA_NY_NewYork_-73.951119_40.785201
829,780,1.237087208976,40.7573970921358,-73.3959277948461,40.7853388316718,-73.3966098286032,4.61888334839661,3.38179613942061,2001.76291279102,2003,3.11111404544701,DQ164188_2003_USA_NY_Westchester_-73.684134_40.946696
810,787,1.514794161248,40.7406303793222,-74.2186242839892,42.1954962081118,-69.112871083179,3.26268334839677,1.74788918714877,2000.12900583875,2001.6438,455.572109248228,KJ501465_2001.6438_USA_MI_Oakland_-83.424862_42.6377
808,10,0.640645200296799,40.5796543586621,-74.0309269210807,40.5146204573986,-73.8891480421492,1.32298334839667,0.682338148099866,1999.0634547997,1999.7041,14.0091064870786,AF196835_1999.7041_USA_NY_Bronx_-73.899889_40.799216
806,830,0.0505115832391567,40.5602505007621,-74.0308609631377,40.5224395289972,-73.9463892572464,0.231722876975425,0.181211293736268,1998.56232794534,1998.61283952858,8.29376575312752,NA
830,831,0.1522658027407,40.5224395289972,-73.9463892572464,40.4137613492996,-73.695161278648,0.383988679716126,0.231722876975425,1998.61283952858,1998.76510533132,24.4760815398161,NA
831,794,0.977394668680702,40.4137613492996,-73.695161278648,40.3980855039277,-73.4034266062485,1.36138334839683,0.383988679716126,1998.76510533132,1999.7425,24.7918121007207,HM488125_1999.7425_USA_CT_Fairfield_-73.644939_40.996449
831,832,0.0458382897269516,40.4137613492996,-73.695161278648,40.4331001229625,-73.7692425273616,0.429826969443077,0.383988679716126,1998.76510533132,1998.81094362105,6.63709198045017,NA
832,833,0.334410471922901,40.4331001229625,-73.7692425273616,40.3250179205442,-73.9176796812284,0.764237441365978,0.429826969443077,1998.81094362105,1999.14535409297,17.4135121865468,NA
833,793,3.473845907031,40.3250179205442,-73.9176796812284,52.1362258032644,-103.086389265163,4.23808334839698,0.764237441365978,1999.14535409297,2002.6192,2577.01572947355,AY289214_2002.6192_USA_TX_Jefferson_-94.252289_29.803449
833,834,1.480544512281,40.3250179205442,-73.9176796812284,40.5004845220536,-74.1166672716928,2.24478195364698,0.764237441365978,1999.14535409297,2000.62589860525,25.8077273795985,NA
834,790,0.971401394749799,40.5004845220536,-74.1166672716928,40.6364457235798,-74.6514664898495,3.21618334839678,2.24478195364698,2000.62589860525,2001.5973,47.6906971293319,KX547272_2001.5973_USA_NY_Suffolk_-73.221037_40.901631
834,835,0.0234937970141083,40.5004845220536,-74.1166672716928,40.5110336530234,-74.1349266865302,2.26827575066109,2.24478195364698,2000.62589860525,2000.64939240226,1.94110110163712,NA
835,791,1.032807597736,40.5110336530234,-74.1349266865302,40.6122739646958,-73.9593251686845,3.30108334839709,2.26827575066109,2000.64939240226,2001.6822,18.6435568376301,HM488136_2001.6822_USA_CT_Fairfield_-73.381637_41.090785
835,792,1.106807597736,40.5110336530234,-74.1349266865302,39.8946294644686,-71.2186867415015,3.37508334839709,2.26827575066109,2000.64939240226,2001.7562,257.259554153987,KX547203_2001.7562_USA_NY_Suffolk_-72.119556_41.201801
832,795,0.890456378953598,40.4331001229625,-73.7692425273616,40.4537431010876,-73.9053287835951,1.32028334839667,0.429826969443077,1998.81094362105,1999.7014,11.7563837180318,AF206518_1999.7014_USA_CT_Fairfield_-73.448574_41.059706
830,836,0.5634732159543,40.5224395289972,-73.9463892572464,40.4615359340912,-74.0035472418833,0.795196092929725,0.231722876975425,1998.61283952858,1999.17631274453,8.32978927471397,NA
836,837,0.703106989019702,40.4615359340912,-74.0035472418833,40.4844038789201,-73.9529795506398,1.49830308194943,0.795196092929725,1999.17631274453,1999.87941973355,4.98189998937151,NA
