"","node1","node2","length","startLat","startLon","endLat","endLon","endNodeL","startNodeL","startYear","endYear","treeID"
"1",215,368,0.40320469835499,21.345840748729,105.721165303142,21.1118495799008,105.910818033922,0.40320469835499,0,1999.92916687355,2000.33237157191,231600000
"2",215,216,0.560453453407479,21.345840748729,105.721165303142,21.3120500593698,105.809475757942,0.560453453407479,0,1999.92916687355,2000.48962032696,231600000
"3",216,217,0.706969035887298,21.3120500593698,105.809475757942,21.3569141759794,105.833706165189,1.26742248929478,0.560453453407479,2000.48962032696,2001.19658936285,231600000
"4",216,258,0.799427426413022,21.3120500593698,105.809475757942,21.283530284736,105.843518551101,1.3598808798205,0.560453453407479,2000.48962032696,2001.28904775337,231600000
"5",217,254,0.594699947853218,21.3569141759794,105.833706165189,21.1899286063205,106.042434446145,1.862122437148,1.26742248929478,2001.19658936285,2001.7912893107,231600000
"6",217,218,0.113761313455834,21.3569141759794,105.833706165189,21.2478747124132,105.863334278912,1.38118380275061,1.26742248929478,2001.19658936285,2001.3103506763,231600000
"7",218,219,0.920210086469878,21.2478747124132,105.863334278912,21.0934627630151,105.900541932985,2.30139388922049,1.38118380275061,2001.3103506763,2002.23056076277,231600000
"8",218,224,0.28166134997327,21.2478747124132,105.863334278912,21.19868343971,105.659194246092,1.66284515272388,1.38118380275061,2001.3103506763,2001.59201202627,231600000
"9",219,220,0.0387744038782465,21.0934627630151,105.900541932985,21.072246932794,105.86361799907,2.34016829309874,2.30139388922049,2002.23056076277,2002.26933516665,231600000
"10",219,222,1.24530576801293,21.0934627630151,105.900541932985,21.127119048401,105.869275192281,3.54669965723342,2.30139388922049,2002.23056076277,2003.47586653078,231600000
"11",220,3,1.73066483335047,21.072246932794,105.86361799907,21.2828663151804,106.153052822801,4.0708331264492,2.34016829309874,2002.26933516665,2004,231600000
"12",220,221,0.197556093155283,21.072246932794,105.86361799907,21.0917323076629,105.840470019836,2.53772438625402,2.34016829309874,2002.26933516665,2002.4668912598,231600000
