node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km
414,415,58.5391279637285,10.5213108341103,-7.26409165776463,10.1417870760753,-9.45047228817684,245.333438288906,186.794310325177,1710.74213218286,1769.28126014659,243.147961832912
415,416,16.3817853973168,10.1417870760753,-9.45047228817684,8.2276459978853,-3.47863831771519,261.715223686223,245.333438288906,1769.28126014659,1785.66304554391,689.973069260815
416,417,138.064596793829,8.2276459978853,-3.47863831771519,9.29347668255612,-3.94329691793565,399.779820480052,261.715223686223,1785.66304554391,1923.72764233774,129.197466528085
417,418,81.8064715652019,9.29347668255612,-3.94329691793565,9.29556233363298,-3.93939597635549,481.586292045254,399.779820480052,1923.72764233774,2005.53411390294,0.487419808227604
418,148,8.35073541213084,9.29556233363298,-3.93939597635549,9.29809252661219,-3.94050223521557,489.937027457385,481.586292045254,2005.53411390294,2013.88484931507,0.306772443014754
418,149,8.3534751381582,9.29556233363298,-3.93939597635549,9.29780046891131,-3.94073539722666,489.939767183412,481.586292045254,2005.53411390294,2013.8875890411,0.289366662499801
417,419,14.6104532528377,9.29347668255612,-3.94329691793565,9.2550519078775,-3.94919755877664,414.39027373289,399.779820480052,1923.72764233774,1938.33809559057,4.32644234557495
419,420,7.83735907341671,9.2550519078775,-3.94919755877664,9.24956834187286,-3.94126717512502,422.227632806306,414.39027373289,1938.33809559057,1946.17545466399,1.06391315102445
420,421,19.3407194476265,9.24956834187286,-3.94126717512502,8.99750653086962,-3.83620298608132,441.568352253933,422.227632806306,1946.17545466399,1965.51617411162,30.3438912076308
421,422,9.52412144361502,8.99750653086962,-3.83620298608132,8.99645458605391,-3.83585623297573,451.092473697548,441.568352253933,1965.51617411162,1975.04029555523,0.123156892657519
422,97,39.2144167735352,8.99645458605391,-3.83585623297573,8.95980917209942,-3.8247695278023,490.306890471083,451.092473697548,1975.04029555523,2014.25471232877,4.25776761165637
422,96,38.8664715680559,8.99645458605391,-3.83585623297573,9.00436524268455,-3.84005415435054,489.958945265604,451.092473697548,1975.04029555523,2013.90676712329,0.994276984416955
421,423,10.1351977847558,8.99750653086962,-3.83620298608132,9.00598766639079,-3.56252834488246,451.703550038689,441.568352253933,1965.51617411162,1975.65137189637,30.1060894757119
423,95,27.3704321154159,9.00598766639079,-3.56252834488246,9.03903193940532,-3.48621772468567,479.073982154105,451.703550038689,1975.65137189637,2003.02180401179,9.16109576047478
423,424,4.19738177001334,9.00598766639079,-3.56252834488246,9.81966449154339,-3.38164874884504,455.900931808702,451.703550038689,1975.65137189637,1979.84875366639,92.7343026931082
424,94,34.384040854162,9.81966449154339,-3.38164874884504,9.81567084831937,-3.38269973245493,490.284972662864,455.900931808702,1979.84875366639,2014.23279452055,0.459292092549811
424,93,34.0223970185456,9.81966449154339,-3.38164874884504,9.81725423934922,-3.39117505668709,489.923328827248,455.900931808702,1979.84875366639,2013.87115068493,1.07887065578605
420,147,49.8357989700262,9.24956834187286,-3.94126717512502,9.2584369069113,-3.94361181687916,472.063431776333,422.227632806306,1946.17545466399,1996.01125363402,1.02034038432549
419,425,29.3765247069276,9.2550519078775,-3.94919755877664,9.26566476679663,-3.9465757268625,443.766798439817,414.39027373289,1938.33809559057,1967.7146202975,1.21607647380886
425,426,0.157379718639049,9.26566476679663,-3.9465757268625,9.26563469661553,-3.94663966676578,443.924178158456,443.766798439817,1967.7146202975,1967.87200001614,0.00778270264948142
426,427,7.09820343064643,9.26563469661553,-3.94663966676578,9.26590452161237,-3.94233881004879,451.022381589103,443.924178158456,1967.87200001614,1974.97020344679,0.473494582575751
427,428,11.6772981880821,9.26590452161237,-3.94233881004879,9.2665781326944,-3.94311340048812,462.699679777185,451.022381589103,1974.97020344679,1986.64750163487,0.11342945304648
428,104,27.631868228145,9.2665781326944,-3.94311340048812,9.26486701115212,-3.9442286162113,490.33154800533,462.699679777185,1986.64750163487,2014.27936986301,0.226494136182565
428,103,27.2400874062272,9.2665781326944,-3.94311340048812,9.25742620168543,-3.94667714401819,489.939767183412,462.699679777185,1986.64750163487,2013.8875890411,1.09147996381571
427,429,7.68069851329166,9.26590452161237,-3.94233881004879,9.22424598664127,-3.81086591036009,458.703080102394,451.022381589103,1974.97020344679,1982.65090196008,15.1721046460106
429,113,13.4414295574832,9.22424598664127,-3.81086591036009,9.22330659261886,-3.81014616379871,472.144509659878,458.703080102394,1982.65090196008,1996.09233151756,0.131115965011734
429,430,0.818122969340607,9.22424598664127,-3.81086591036009,9.45267893156357,-3.75162609472367,459.521203071735,458.703080102394,1982.65090196008,1983.46902492942,26.2494415373215
430,431,10.0995113820262,9.45267893156357,-3.75162609472367,9.46571328115929,-3.6970057931097,469.620714453761,459.521203071735,1983.46902492942,1993.56853631145,6.17089072921736
431,105,20.3327513597879,9.46571328115929,-3.6970057931097,9.45511479205326,-3.67791445347308,489.953465813549,469.620714453761,1993.56853631145,2013.90128767123,2.40562712254435
431,106,20.327271907733,9.46571328115929,-3.6970057931097,9.46657546766265,-3.69669830199379,489.947986361494,469.620714453761,1993.56853631145,2013.89580821918,0.101747807795749
430,432,0.364702664990219,9.45267893156357,-3.75162609472367,9.45217783562556,-3.75183814075346,459.885905736725,459.521203071735,1983.46902492942,1983.83372759441,0.0604488666059849
432,433,2.68983314988082,9.45217783562556,-3.75183814075346,9.45186289419905,-3.75188869682461,462.575738886606,459.885905736725,1983.83372759441,1986.52356074429,0.0354972574317025
