time	velocity	number_of_branches
1997.50482575835	343.593452351815	0
1997.6007790127	359.328833696835	0
1997.69673226704	371.442297954763	0
1997.79268552138	436.701613733559	2
1997.88863877573	372.198874671551	8
1997.98459203007	319.676200388339	12
1998.08054528442	290.43482732063	14
1998.17649853876	252.984343942342	16
1998.2724517931	224.420670051206	16
1998.36840504745	204.057144372391	16
1998.46435830179	195.361583241578	16.5
1998.56031155614	193.770692269275	17.5
1998.65626481048	187.289056048892	18
1998.75221806483	185.273834013489	17
1998.84817131917	196.943463869127	15
1998.94412457351	212.739384060042	10
1999.04007782786	240.662009957943	7.5
1999.1360310822	278.457962205365	6
1999.23198433655	248.701068772902	7
1999.32793759089	282.536537045902	8
1999.42389084523	289.950601993804	12
1999.51984409958	303.060640467073	17
1999.61579735392	323.617602831612	21.5
1999.71175060827	346.894481547368	25
1999.80770386261	375.693810183775	26
1999.90365711695	396.23842277662	28.5
1999.9996103713	406.395222701691	31
2000.09556362564	419.739117883333	35
2000.19151687999	432.157396989482	40
2000.28747013433	428.625960394438	82
2000.38342338868	450.603314439505	115
2000.47937664302	431.386840259024	125
2000.57532989736	427.455136002554	150
2000.67128315171	403.78249166613	169
2000.76723640605	378.676010335699	172
2000.8631896604	358.339311735593	172
2000.95914291474	345.34757008202	172
2001.05509616908	333.38855773703	171.5
2001.15104942343	335.139926043745	166.5
2001.24700267777	320.096342686555	158.5
2001.34295593212	307.190913944626	130.5
2001.43890918646	308.211173826891	120
2001.5348624408	339.176783810991	123
2001.63081569515	387.172186463308	95
2001.72676894949	401.30983478579	95.5
2001.82272220384	398.675625397793	95
2001.91867545818	399.85798435655	94
2002.01462871252	399.601654902989	96
2002.11058196687	392.236571336841	95.5
2002.20653522121	361.834347789167	97.5
2002.30248847556	344.588977627447	136
2002.3984417299	370.350940864589	128
2002.49439498425	406.923935968066	114
2002.59034823859	499.82413522008	107
2002.68630149293	525.958554656626	104
2002.78225474728	547.409195738955	102
2002.87820800162	567.056158343385	102
2002.97416125597	588.287628806868	101
2003.07011451031	592.911170487334	100
2003.16606776465	545.231562126856	103.5
2003.262021019	601.482500374197	78
2003.35797427334	669.11238326425	61
2003.45392752769	659.267027338926	62
2003.54988078203	644.16988419123	49
2003.64583403637	616.749322788057	50
2003.74178729072	574.094908690539	51
2003.83774054506	547.922594083816	51
2003.93369379941	488.050114912667	51.5
2004.02964705375	416.721360884807	51
2004.1256003081	275.388728335098	50
2004.22155356244	189.345680027492	44.5
2004.31750681678	201.846355855521	41
2004.41346007113	178.648611653359	36.5
2004.50941332547	186.903056822083	33
2004.60536657982	183.377743758403	36
2004.70131983416	174.352757455885	37
2004.7972730885	173.252947192312	39
2004.89322634285	170.798371211351	38.5
2004.98917959719	162.418969729231	37
2005.08513285154	155.128617425293	39
2005.18108610588	170.582797718813	33
2005.27703936022	141.611206058868	32
2005.37299261457	139.21083492184	32
2005.46894586891	137.205676273144	32
2005.56489912326	181.725456229296	30
2005.6608523776	188.790805172601	28
2005.75680563194	196.605243283279	27
2005.85275888629	193.147518577939	28
2005.94871214063	189.474856223984	28
2006.04466539498	176.717317115007	26
2006.14061864932	333.870218152962	26
2006.23657190367	247.680410796911	23
2006.33252515801	240.219403996256	22
2006.42847841235	234.657356593657	21
2006.5244316667	313.997268332247	22
2006.62038492104	316.184791627173	20
2006.71633817539	323.598388434384	20
2006.81229142973	309.97257022714	22
2006.90824468407	287.230667996888	24
2007.00419793842	278.266869974206	26
2007.10015119276	187.863039435922	24
2007.19610444711	133.831346190264	20
2007.29205770145	306.224663791329	21.5
2007.38801095579	269.887153475001	23
2007.48396421014	251.102320319866	23
2007.57991746448	267.53185741623	22.5
2007.67587071883	249.437210765355	22
2007.77182397317	245.361336396199	22
2007.86777722752	247.870640614784	21
2007.96373048186	262.34442910298	18
2008.0596837362	209.729151081682	18
2008.15563699055	111.417169164632	19
2008.25159024489	92.9542836109065	19
2008.34754349924	91.4004981092144	19
2008.44349675358	79.3019254720265	16
2008.53945000792	86.638427570721	16
2008.63540326227	82.7932288512473	16
2008.73135651661	81.9470598446679	17
2008.82730977096	80.5343445712515	17
2008.9232630253	118.542872196729	21
2009.01921627964	132.541990935874	23.5
2009.11516953399	150.084997140169	18
2009.21112278833	135.818058926695	24
2009.30707604268	142.796325513149	26
2009.40302929702	141.141421899981	29.5
2009.49898255136	138.257829635173	30
2009.59493580571	136.296915566212	29
2009.69088906005	135.402676022585	29
2009.7868423144	130.221991087117	31
2009.88279556874	130.429082099993	28
2009.97874882309	125.349927521141	28
2010.07470207743	127.773196466102	27
2010.17065533177	151.802134205766	28
2010.26660858612	148.290892143524	22
2010.36256184046	153.156166692933	18.5
2010.45851509481	157.639578447302	17
2010.55446834915	134.852144007842	19
2010.65042160349	137.682082762369	17
2010.74637485784	131.058088417297	16
2010.84232811218	131.233427190062	13
2010.93828136653	123.90553123837	13
2011.03423462087	123.110473501363	13
2011.13018787521	76.7112815851405	12
2011.22614112956	68.9721346391163	9
2011.3220943839	61.7812971458583	9
2011.41804763825	57.116110482235	9
2011.51400089259	52.4714747118714	9
2011.60995414693	51.4874845645538	7
2011.70590740128	50.2451366365373	7
2011.80186065562	50.5745634788141	7
2011.89781390997	51.1118767227619	7
2011.99376716431	172.23689316323	9
2012.08972041866	224.669513376691	13
2012.185673673	212.383570975323	12
2012.28162692734	210.116324374183	11
2012.37758018169	207.250834930716	11
2012.47353343603	205.063365599323	11
2012.56948669038	202.520833110501	11
2012.66543994472	198.329175498184	11
2012.76139319906	192.555554574411	11
