time	velocity	number_of_branches
1998.34315696912	232.025003083125	0.32
1998.43490806201	229.309695621756	0.42
1998.5266591549	1199.43688148165	1.32
1998.61841024778	711.260055526887	2.24
1998.71016134067	811.284701318156	3.78
1998.80191243356	845.326990839289	7.94
1998.89366352644	900.569626691407	12.4
1998.98541461933	857.346113207534	15.66
1999.07716571222	851.17067064216	17.68
1999.1689168051	847.454132820687	19.34
1999.26066789799	870.911777292476	20.96
1999.35241899088	844.040613219647	22.06
1999.44417008376	832.838795371564	22.63
1999.53592117665	747.954460930805	22.56
1999.62767226954	720.304576476499	23.02
1999.71942336242	669.746056914438	23.68
1999.81117445531	578.716370203046	22.08
1999.9029255482	427.031243137999	19.22
1999.99467664108	399.776134088107	17.18
2000.08642773397	374.523004932127	16.1
2000.17817882686	351.504516613815	17.1
2000.26992991974	315.917958624216	19.99
2000.36168101263	362.00114475514	25.48
2000.45343210552	413.829434966965	30.32
2000.5451831984	460.713504258857	35.4
2000.63693429129	505.333843226718	41.1
2000.72868538417	566.275956621856	46.4
2000.82043647706	574.476243816518	50.05
2000.91218756995	587.820634697859	53.61
2001.00393866283	598.173569624975	57.15
2001.09568975572	680.21243178105	65.82
2001.18744084861	734.943841939542	77.18
2001.27919194149	1114.43105315588	143.35
2001.37094303438	1144.76928835239	185.53
2001.46269412727	1161.95010231838	222.35
2001.55444522015	1174.46130281108	255.45
2001.64619631304	1113.99277202538	294.25
2001.73794740593	1085.44262189007	304.25
2001.82969849881	1083.79106895337	304.12
2001.9214495917	1084.60242483954	303.4
2002.01320068459	1086.81695997595	302.39
2002.10495177747	1079.97494106687	297.78
2002.19670287036	1076.31277835573	292.08
2002.28845396325	917.839686619773	253.66
2002.38020505613	871.126708716152	235.76
2002.47195614902	848.271344900663	221.87
2002.56370724191	822.476871689362	204.53
2002.65545833479	807.218611817921	173.19
2002.74720942768	824.506627673998	163.24
2002.83896052057	832.108395236508	160.79
2002.93071161345	836.315958180368	160.55
2003.02246270634	837.095485289999	160.41
2003.11421379923	817.859817820772	168.01
2003.20596489211	824.664729653786	189.61
2003.297715985	749.485765290947	226.61
2003.38946707789	737.071365818437	218.6
2003.48121817077	686.106286678992	199.33
2003.57296926366	680.79480883207	185.32
2003.66472035655	671.181830600906	177.77
2003.75647144943	670.792847764515	175.55
2003.84822254232	668.988470763473	175.56
2003.93997363521	666.698871714581	174.79
2004.03172472809	677.489641745268	176.15
2004.12347582098	685.466046416792	177.61
2004.21522691387	670.168710174609	148.06
2004.30697800675	601.208003536171	119.34
2004.39872909964	577.999440634444	115.97
2004.49048019253	426.105855726413	106.21
2004.58223128541	412.906239541734	109.8
2004.6739823783	412.448973018051	109.73
2004.76573347119	411.623698169237	109.87
2004.85748456407	407.279065162601	110.48
2004.94923565696	398.753796692185	112.86
2005.04098674985	356.09340814186	114.85
2005.13273784273	304.587356048439	103
2005.22448893562	289.886207466055	87.55
2005.3162400285	298.396359311039	78.06
2005.40799112139	295.71265539265	73.96
2005.49974221428	232.725286613267	67.51
2005.59149330716	240.710031018644	79.19
2005.68324440005	249.44815184321	90.11
2005.77499549294	248.099423828476	93.88
2005.86674658582	258.590619417982	90.93
2005.95849767871	279.908692205229	91.52
2006.0502487716	431.586779706671	90.73
2006.14199986448	417.901365040036	86.63
2006.23375095737	394.820029686735	83.81
2006.32550205026	396.822047474636	85.13
2006.41725314314	409.351813528622	82.91
2006.50900423603	446.579663861752	79.18
2006.60075532892	478.727638934414	68.53
2006.6925064218	487.973988438478	62.61
2006.78425751469	490.437879073439	60.46
2006.87600860758	470.2001363957	59.39
2006.96775970046	468.272607968746	59.2
2007.05951079335	216.787029703486	55.32
2007.15126188624	226.687493225914	55.04
2007.24301297912	247.95367895515	46.53
2007.33476407201	252.018628175903	45.44
2007.4265151649	241.503057586661	45.27
2007.51826625778	231.645992317849	45.25
2007.61001735067	237.911312337466	47.37
2007.70176844356	239.380169770585	49.22
2007.79351953644	263.16674359797	52.62
2007.88527062933	286.518986138153	57.69
2007.97702172222	308.399177963832	62.12
2008.0687728151	354.970854346466	61.19
2008.16052390799	329.529992538519	57.21
2008.25227500088	342.885613625715	58.65
2008.34402609376	346.338825657908	63.45
2008.43577718665	347.615516468322	66.32
2008.52752827954	352.229234045309	67.96
2008.61927937242	354.943445661119	66.71
2008.71103046531	352.96428212836	64.61
2008.8027815582	342.906559656286	62.57
2008.89453265108	329.75832099337	58.06
2008.98628374397	325.132585589785	54.72
2009.07803483686	311.350939815528	45.3
2009.16978592974	297.859277257982	41.72
2009.26153702263	291.212479990252	39.13
2009.35328811552	282.138754622285	32.77
2009.4450392084	283.909922567861	29.89
2009.53679030129	276.538846335103	26.08
2009.62854139418	274.109763066994	26.32
2009.72029248706	282.981755248204	28.48
2009.81204357995	319.679310483615	30.75
2009.90379467283	336.667739915357	35.13
2009.99554576572	349.943215311799	38.69
2010.08729685861	357.865512108981	39.78
2010.17904795149	283.828588144149	43.67
2010.27079904438	333.835796771764	46.15
2010.36255013727	353.654325739491	51.44
2010.45430123015	355.817521223809	55.8
2010.54605232304	370.042715954665	57.81
2010.63780341593	377.824627709018	58.73
2010.72955450881	393.191049005842	59.05
2010.8213056017	374.905415492934	59.5
2010.91305669459	373.783276847077	59.38
2011.00480778747	401.865741505186	61.72
2011.09655888036	448.869464125495	64.34
2011.18830997325	530.174068602393	52.01
2011.28006106613	552.687773749919	50.81
2011.37181215902	605.167936729417	49.32
2011.46356325191	635.72666725858	49.88
2011.55531434479	589.743646684896	56.22
2011.64706543768	570.022403508518	60.47
2011.73881653057	556.480538196417	62.89
2011.83056762345	519.286889992338	62.53
2011.92231871634	521.019637077672	60.88
2012.01406980923	485.70010972172	57.35
2012.10582090211	446.911956259615	57.15
2012.197571995	394.929210490928	59.54
2012.28932308789	355.622180169428	56.56
2012.38107418077	304.796961410599	54.52
2012.47282527366	251.210176260124	50.65
2012.56457636655	231.881500409277	40.46
2012.65632745943	204.874812351247	33.95
2012.74807855232	184.290760226298	29.4
2012.83982964521	176.503806227007	27.28
2012.93158073809	275.10753977853	28.29
2013.02333183098	469.861328867881	32
2013.11508292387	451.265615319244	38.19
2013.20683401675	476.200230866471	35.97
2013.29858510964	513.778448842781	36.95
2013.39033620253	520.91235279366	36.17
2013.48208729541	536.754206077541	34.94
2013.5738383883	548.378639338805	33.98
2013.66558948119	553.065570732212	33.54
2013.75734057407	560.27313743934	33.08
2013.84909166696	564.238585504626	32.88
2013.94084275985	513.789399924922	30.16
2014.03259385273	297.771815809403	25.02
2014.12434494562	216.140195635117	14
2014.21609603851	210.667341128093	17
2014.30784713139	95.4846283202416	16
2014.39959822428	95.5569478604651	16
2014.49134931717	95.6286824940068	16
2014.58310041005	95.6998365042504	16
2014.67485150294	95.7704141456713	16
2014.76660259582	95.8404196430046	16
2014.85835368871	95.9098571900542	16
2014.9501047816	95.377781611571	17
2015.04185587448	105.092185783892	15
2015.13360696737	53.0401169831021	8
2015.22535806026	66.7107043510321	2
2015.31710915314	85.6804599338808	1
2015.40886024603	85.6598629469649	1
2015.50061133892	85.6392403514777	1
2015.5923624318	85.6185921233108	1
2015.68411352469	85.5979182382039	1
2015.77586461758	85.5772186716426	1
2015.86761571046	85.5564933986919	1
2015.95936680335	NA	0
2016.05111789624	NA	0
2016.14286898912	90.5735018069462	2
2016.23462008201	70.3537349792555	3
2016.3263711749	70.3395058676665	3
2016.41812226778	70.3252587777225	3
2016.50987336067	70.3109936937211	3
2016.60162445356	70.296710600064	3
