mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS	isolation_by_distance_signal_rP1	isolation_by_distance_signal_rP2
794.61692071611	222.925330643095	3.79625655082472	259736.765270856	122111.21431149	7.99844679949049	-0.0166327877438707	-0.00513781511319409	-0.0110054740978858
1517.45862696093	252.675429798712	4.97060488542705	322764.964575466	138432.432800707	11.041825316691	0.00684459715703169	0.0115796135023442	0.0152894326051814
793.689156467926	245.434549607518	3.06163978006302	229188.585684663	169609.789206034	5.62294225800964	-0.0209545444484745	-0.00261842647832977	-0.00985372141880222
1743.89962791268	292.310566396436	4.43381009441093	373049.571679516	165243.18598163	5.93385017847981	-0.0212904662831232	-0.0038419277189636	-0.0149577626553856
931.880053685134	296.375564095278	2.71385158909735	322409.148658101	229277.443730461	7.91245062941931	-0.0162847406115592	0.00150596720477749	-0.00717528335476592
678.245733957153	249.451135856361	2.31578508990335	258827.268442125	195168.584195865	6.06074058395158	-0.0182807863754175	-0.00553080685722998	-0.00620078780439271
965.107447429467	275.128226958343	2.76266768564289	209163.400054941	139948.790542261	4.05572627690379	-0.0133371835745353	0.00253678876443945	-0.00437204992236111
991.545548777267	260.972785096457	2.60192235819285	231274.002059481	186313.799871058	4.44725458814831	-0.0285228277679853	-0.0159611513593653	-0.0204079870493499
1033.77394278632	261.912559649658	3.99544612998806	230796.383077804	172480.436028187	4.80112779353566	-0.00886286898168458	0.00310594186522715	0.00222250026631705
1086.67300537239	262.429088406458	4.06768804742128	433796.775711019	184896.126952623	10.1825416284909	-0.00342316580939983	0.00617897555453391	0.00659194026893289
1065.91022766273	239.847058021546	3.89031688797403	204866.155300732	118292.022896402	5.73222883124972	-0.0181468483252441	-0.00895408722137077	-0.0101114659424796
799.304425810969	204.452386846239	3.22712678404008	254024.615597516	105773.775842108	10.009890007399	-0.0181468483252441	-0.00895408722137077	-0.0101114659424796
834.127576077678	276.420152863779	2.5730554858356	251642.248870703	155906.593880685	5.19316873162484	-0.0067518993021903	0.00746046921268711	0.00123883975641234
759.649671401925	253.00572226648	3.0113587362132	225762.867404449	197912.048869994	5.47804033789256	-0.00342316580939983	0.00617897555453391	0.00659194026893289
1709.22069051369	290.399413279102	6.98405954812991	350250.811232541	194862.463168542	6.3139214471265	-0.0212904662831232	-0.0038419277189636	-0.0149577626553856
901.404961136868	234.919310156043	3.55920785762978	327543.545903597	161555.359689596	11.1449220911719	-0.0202203281105524	-0.00938234600326838	-0.0134509232879818
1063.2483825043	271.699144897352	2.62381312612833	274628.628794538	151174.313371952	4.68070831847992	-0.0262202659048874	-0.0121971314928173	-0.0176511027993532
1206.88366933705	251.977706678486	6.37068349962546	267886.943417392	173578.970013193	6.04371188981744	-0.0162847406115592	0.00150596720477749	-0.00717528335476592
716.183542364636	210.108142092042	3.44909449483089	299371.088348638	110850.158939156	11.7820587127089	-0.00943861401551631	0.00716365955932177	0.00314270038033576
1167.01793977014	265.813353581355	2.95973150754563	309132.061883136	178729.646575441	5.62068195016022	-0.0173760774074085	-0.00607871320931701	-0.00926851348085733
921.552616473298	247.101162977935	3.47214471967529	217397.143920058	157036.676762174	4.76460701782803	-0.022263645252848	-0.0114889251111169	-0.0147118976434635
798.085187446009	278.966590446187	2.35607322669036	239678.387788615	166404.269231765	4.47390256860825	-0.0067518993021903	0.00746046921268711	0.00123883975641234
781.787918621771	220.513102915651	4.12636431484186	281258.081097667	134727.036144208	6.90490346305605	-0.0263017805413618	-0.0120620707775792	-0.0185826056472464
1206.91749440772	234.562210131066	4.10973642456974	273718.083252538	122180.158266124	7.54608449413598	-0.0136426444673536	0.0047095110045048	-0.00578994644323997
1954.27109479618	259.386464865421	4.38266378961301	331473.260045519	164917.017267759	6.23647602540906	-0.0365985326038541	-0.0191417728138694	-0.0299978076558511
1228.59224497953	230.067456797872	3.39154821352375	310317.8322116	114631.470724926	8.16726745677958	-0.0310461508400605	-0.0164081287852798	-0.0236335462914603
830.194282554663	217.929417399256	3.18358649332334	253329.963968568	125217.834454855	8.60206412840476	-0.0442938463741834	-0.029260827668714	-0.0362086271028201
1002.09736355034	239.092996880792	4.3583887121453	329042.835050496	144810.479095152	10.9962910307488	-0.00509589818068723	0.00662115775578645	0.00128694821530092
751.226388479259	275.679907171535	2.87841099031804	359516.223664015	232487.404934196	7.22017894274191	-0.00175479466888918	0.0105494289049031	0.0104892598399378
1200.52007866886	203.789919467443	3.92761132160424	282026.398373413	112756.163168416	11.4143918727845	-0.00565181371270014	0.00890939648781231	0.00345897998853885
813.340185762773	248.181024435935	2.4955528119598	215592.259675576	130621.564547543	5.00299291010672	-0.00175479466888918	0.0105494289049031	0.0104892598399378
600.254269866465	217.390814541574	2.97838246963468	238202.021211229	110512.18632771	10.539664115516	-0.0159384408773977	-0.00451642087081844	-0.0060045016740665
1040.57076492702	221.394100553132	4.33397493075238	170646.561932671	129636.80138898	4.79341699256662	-0.0173941761719042	-0.00153151522351115	-0.00979117393201653
