time	95%HPD_lower_value	95%HPD_higher_value
1636.23380553782	NA	NA
1639.99734179938	0	0
1643.76087806094	0	0
1647.5244143225	0	0
1651.28795058407	0	0
1655.05148684563	0	0
1658.81502310719	0	0
1662.57855936875	0	0
1666.34209563031	0	0
1670.10563189188	0	0
1673.86916815344	0	0
1677.632704415	0	0
1681.39624067656	0	0
1685.15977693812	0	0
1688.92331319968	0	0
1692.68684946125	0	0
1696.45038572281	0	0
1700.21392198437	0	0
1703.97745824593	0	0
1707.74099450749	0	0
1711.50453076905	0	0
1715.26806703062	0	0
1719.03160329218	0	0
1722.79513955374	0	0
1726.5586758153	0	0
1730.32221207686	0	0
1734.08574833842	0	0
1737.84928459999	0	0.0456834249744424
1741.61282086155	0	0.185437424397616
1745.37635712311	0	0.325190637595477
1749.13989338467	0	0.493895170289838
1752.90342964623	0	0.699995491955078
1756.66696590779	0	1.1258628570286
1760.43050216936	0	1.23811513969032
1764.19403843092	0	1.35036697800962
1767.95757469248	0	1.56904617021433
1771.72111095404	0	1.81262543488291
1775.4846472156	0	2.07733043348121
1779.24818347716	0	2.57735895303881
1783.01171973873	0	3.07737963241354
1786.77525600029	0	3.57739247374857
1790.53879226185	0	4.92272296313599
1794.30232852341	0	5.88813241352812
1798.06586478497	0	6.26606907548366
1801.82940104653	0	6.64401336690341
1805.5929373081	0	7.02196528760166
1809.35647356966	0	7.43584510845308
1813.12000983122	0	8.13434144618033
1816.88354609278	0	8.8328378788781
1820.64708235434	0	9.84640095321604
1824.41061861591	0	11.5657296490515
1828.17415487747	0	14.19225598791
1831.93769113903	0	15.5131583697255
1835.70122740059	0	16.7237157368324
1839.46476366215	0	18.6631473742802
1843.22829992371	0	21.0749989302911
1846.99183618528	0	23.4867852297477
1850.75537244684	0	25.8985062520711
1854.5189087084	0	28.190561279984
1858.28244496996	0	29.5593379583507
1862.04598123152	0	31.2675026828952
1865.80951749308	0	32.5863213819646
1869.57305375465	0	33.9052277502277
1873.33659001621	0	35.2242217681883
1877.10012627777	0	36.5433034182873
1880.86366253933	0	38.0595727422019
1884.62719880089	0	40.2271971415133
1888.39073506245	0	40.7505344955434
1892.15427132402	0	41.8205059509946
1895.91780758558	0	43.1400254730285
1899.68134384714	0	44.4596325130115
1903.4448801087	0	45.7793270517997
1907.20841637026	0	48.0731945408545
1910.97195263182	0	50.4698342451406
1914.73548889339	0	54.298398973189
1918.49902515495	0	61.0256434596562
1922.26256141651	0	62.4610215767766
1926.02609767807	0	63.8964223042062
1929.78963393963	3.40602776457843	67.9216506326797
1933.55317020119	3.94707100039146	68.5912944104815
1937.31670646276	4.48811402380982	69.2609401502652
1941.08024272432	5.02915682940846	70.7252566127173
1944.84377898588	7.31328290648023	72.9980967202023
1948.60731524744	10.6667700439848	74.4065603251925
1952.370851509	15.7221480347174	80.1008155221623
1956.13438777056	15.4422975894145	82.0428611204271
1959.89792403213	20.927911323417	85.5636073976185
1963.66146029369	21.6972930084912	85.9272259634897
1967.42499655525	24.8255191889258	87.86954515656
1971.18853281681	27.4257379244579	94.3431654171587
1974.95206907837	31.083426789624	105.018541299198
1978.71560533993	34.2131075307623	109.922267268483
1982.4791416015	37.343272446161	113.345388136757
1986.24267786306	40.9855873071491	115.559739356233
1990.00621412462	44.8450591157353	115.892932484477
1993.76975038618	48.7045773718239	119.874470203598
1997.53328664774	51.7883326118968	119.874470203598
2001.2968229093	52.9212003313927	120.112327207074
2005.06035917087	54.6841063468086	120.428671804826
2008.82389543243	56.5520883898654	120.745023248691
2012.58743169399	57.9223312338482	120.745023248691
