mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches
66.2947820796523	16.7285345132335	3.70255433401932	4202.75499627266	1588.30495287252	6.49761333474087
59.0963925447545	18.7157160598019	2.4667391694951	2213.41778903875	1484.83417550836	2.42018792070965
49.587586996528	17.9146849312058	2.66569514814093	2348.25133756106	1641.20652499371	3.26754788458297
44.3730488594095	18.066214415505	2.00601637663916	1961.21305898845	1652.87506912913	2.49075625063323
63.6560311562598	16.9400609243503	3.62097626035244	2886.05007686975	1624.28939627347	4.93898515764267
82.9853325885206	18.6620253404447	5.20986516636771	2492.52820836136	1355.26732165385	3.03212184502969
43.6737893620407	17.708495586872	2.1518045352009	1960.54961233895	1523.39496040988	2.96702201664605
49.3950370592459	17.0469287499523	2.42749062260444	2504.93132376315	1432.04255279633	3.58498563609469
55.8353224383765	18.7381245836549	2.81781202061381	2585.1507834818	1643.35595641764	3.13604042093735
46.089679448451	17.9983111439108	2.31308175606901	2277.10297939136	1585.11336493999	2.73066191770919
37.9924888482992	17.4251897438762	2.03566327112645	1890.94579815128	1480.44690502155	3.42848060863836
45.7627661790557	17.825445289533	2.12960631036078	1960.90153978872	1561.2055636706	2.96981235532859
111.023440186199	17.5135712149942	6.25720007106943	3001.67580494192	1553.60868907698	3.75386037918963
64.3350376811914	18.9165774958346	2.64592448214545	3429.0987389872	1874.30936725395	4.07932483486193
37.1561074124843	17.4228027102838	1.88701873721602	2202.19777638847	1632.61758970593	3.65312592023047
63.6380840633693	17.7402286020521	3.16507883006707	3070.45206958229	1767.68935360409	3.33586009498772
69.6352532180755	17.7816148230231	4.24670956326987	2947.92698730877	1697.30180771195	3.49267115020332
106.365602549638	19.9147469873457	5.15356724737037	3813.63089142673	2133.40908825097	2.82656517017733
97.6959960806556	18.1458281103198	4.96551764831026	3511.40765793226	1733.52207590462	3.36528617994989
53.5474295253202	18.3045089355569	2.47254385314933	3086.61889994214	1653.38795242902	3.37787776183455
71.0861916159555	16.4901676123313	4.03044879821858	2692.93745603825	1702.75724397858	3.83858638681888
113.124858728358	19.7996163704986	4.40172576435838	9367.59773967811	2111.13895913741	4.94548603982118
