mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS
69.9122313934113	9.29525698797445	4.2075331831573	1332.2281064974	392.916040533749	3.32630233849489	0.0641777611475948
60.3168466091938	13.0641390022633	2.64481837682564	1836.48637288175	687.596425658197	4.06926229338863	0.0374877599585564
31.2436304883156	10.7830391738775	2.12411375230028	1007.29416525191	500.790793598985	4.15315058470753	0.0733394258156406
27.9997380212527	11.9283058571622	1.76402652932537	1065.93785598233	579.918312731252	2.36682679947119	0.0537013762876248
29.0790231578226	11.3648774997065	2.46489573512811	1216.56119146845	549.503069203169	4.17407199740422	0.0692062830168461
22.7929457681705	10.5150980252255	1.39041798145473	753.719386213479	503.415150877507	2.74753517779413	0.0574839472432922
37.8555475306801	10.8802119889612	2.24143566864276	1365.13286457773	526.243937614589	3.01528857360235	0.052195788735398
44.0226951123136	12.2054437764085	2.27860437123554	1768.16128143294	602.312589034205	3.80661381511076	0.0539265065730218
43.1413279371296	12.3940543763171	2.98793612162429	1882.50774495225	609.542475871024	4.83474097253245	0.0267764899325254
28.788357946068	12.3918227017375	1.5299792903574	1070.84474675477	625.782406902253	2.72717953218828	0.0425851654849985
31.7370402767651	12.7487205987113	1.56005315879656	1035.46963657194	615.032011231996	2.80895286505404	0.0394880608344413
54.9419986460708	12.6947380967483	2.84825072041625	2149.21957079438	577.591391938837	4.29588074274761	0.0444734931282
36.3476328396128	13.4405671612538	1.59774432446547	1044.35801386286	580.667097863032	2.32421737224541	0.0675819108851443
31.5114049943172	10.4070438092375	1.82488749087191	929.95382320365	453.316389682093	3.35572083996852	0.107003622895078
21.3228241038571	9.87782969928264	1.21233091753293	641.864233963562	454.937097109078	2.38883512475822	0.0988415732711189
36.4531547762096	11.6436923280789	2.30515137990623	1339.62500195671	522.471566514961	3.68252979496211	0.0322292834476217
34.8672406954113	12.0735675807713	2.19506451354737	952.133145442568	597.560901113792	2.6939047417536	0.0594207995493041
42.2038068028566	12.1314073849898	1.54634788158764	995.166960023786	542.233537384666	2.0745720198668	0.0473621415883462
25.9957784585485	11.5583202355232	1.42384660027167	878.66449698681	512.586793121343	2.37994424671056	0.083023041594961
42.656411517599	11.8323931629978	2.94598924806593	1363.70077793712	525.370769414475	3.90935653226463	0.079542532153829
30.5857267699094	12.3143067894257	1.56556438922508	1129.13877673092	645.588366175208	2.81393231174463	0.0529996890476653
48.7079365531624	12.1361432161108	2.79689957481916	1172.63682639794	555.066665797141	2.58653843208172	0.0289135795399594
62.370917196956	11.3881636017923	3.32911477724342	1774.33426687229	647.907073060131	3.1487777883383	0.0727852621837168
35.3846141644119	12.9396689095481	1.715820504575	1246.82965622272	658.637169849382	3.24618318584656	0.0387682265898451
49.1190786379319	13.2056482487874	2.61305849746281	1734.93163049759	584.903723967299	4.69994189149775	0.101818490399347
56.180073161504	12.6558631932036	2.86489600254676	2441.7342277437	595.000519069423	4.06647705382948	0.0196338943585397
30.9268114228321	11.2523101493161	1.43834410157641	942.272659541355	569.881026838777	2.52067490018404	0.0515325694647425
32.0877059313539	10.414974652107	2.19319698454668	1317.61206980671	529.145395046599	3.83229889954857	0.0470843060531887
48.3534121667603	10.5709415828606	2.82592335447077	1496.07023196549	508.726149290897	3.40428834416788	0.0267981942205402
31.9797161688255	11.2651123084117	1.91220366454079	1025.30810161087	526.959832122517	3.3991305892621	0.0507096087146682
30.3971839984788	12.8123524792256	1.46821068738042	1097.02069000503	622.19693730939	2.87698636842895	0.0666272063291357
47.212167960089	12.0716187919157	3.51843888065527	2244.18982670556	604.79146841947	5.56621178934743	0.0532048999471354
32.7932517886721	11.776413973117	1.43252978073918	1019.39514039963	607.47019018841	2.67512516752352	0.0230988555561655
23.7528294573217	9.64178279594054	1.51463154929589	736.297946594839	460.557596452594	3.09119501084479	0.0726163014160276
34.5407919144989	13.1976365594213	1.57048536133633	840.371445572803	563.122459604961	1.76451009102928	0.0563565683547959
