mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS
39.174139437437	6.88737624100105	10.7365900385776	545.279195932862	325.778226951145	11.4767699904526	0.38708295849057
23.9644870118839	8.69000924767877	2.13430500121817	404.688760349995	479.092431133843	6.26313895875029	0.376527911803703
26.280302168648	8.09456996867561	3.14261520795688	432.950016472713	432.918651313637	6.65403045815501	0.38207759685457
24.6578719382934	8.12768265335832	2.39174686927113	369.82562119411	411.294088334552	5.67503666576159	0.37645570648887
28.1945795933196	9.11579824727774	2.81185141380521	501.59999837414	484.201746569214	8.67411750391848	0.389578644082046
22.5968815862019	7.56914326588033	2.7954986087985	454.466173474966	389.814772686175	8.66400980876185	0.383752780969585
24.7520513174225	8.30225405333375	2.23300740588967	345.238263076745	437.18375082197	5.30419898368503	0.371364459937443
28.3764922103105	8.8408081430951	2.34844885914715	359.608532302293	444.301434440503	4.18136485968738	0.376574709229931
31.2392807733099	7.49866520123711	9.30820781091804	837.392424426215	379.770536366392	16.2259520250611	0.385397401880028
23.3754296321462	7.69437188032058	2.13099227598074	325.429680621746	397.047872906025	6.13290756351281	0.382386539739502
29.5782003607054	7.72190498670431	3.02545055093224	403.172385792932	344.446682667183	6.75697601905224	0.386350871440596
29.7158038106524	9.22948554294154	2.9181871283514	354.114549087616	482.637778505126	3.99799630044947	0.382095515174189
36.0421028461103	9.60136926017573	5.3909736083954	1400.92028446996	498.033796864085	16.0625741938063	0.367485721123972
29.3804735525884	8.44155962553758	2.97244505180525	414.997365728287	466.104377824977	8.23574653383836	0.401041230557498
23.5817716804479	7.12345770120271	2.40376097275153	311.015808967644	354.079915238238	4.42637899048874	0.380788761233522
31.9862717705029	7.03800069871739	6.47703698640138	570.704194554346	421.280527986296	10.9435861663536	0.377964128032098
37.1105904160542	8.45800712829836	7.49224608184467	641.015978301181	428.724671325645	11.7342536697118	0.375917618451394
34.5444529747891	8.41893765271202	2.6921692706265	493.823645405741	429.867469940993	4.79107862109636	0.381589206758693
24.3192382429652	8.93971640323138	2.1165156246177	346.105581156299	454.321638378331	4.9106726267261	0.388149799415969
24.1739253169219	8.25197143887511	1.82901995601512	359.903678234044	412.40091544943	4.37643521804446	0.375024683282438
29.7559606809203	7.84371409898344	3.0676090625386	415.023750126703	411.90132946765	5.05931692373872	0.372894469023101
24.0973248297097	7.03870349179172	2.45414550253827	367.255726995512	350.983237824639	6.22104786905045	0.377425997908861
25.3728601607944	9.07313029862416	2.21183847366627	505.869240745818	1127.86374821444	5.81591257470606	0.388834221516814
30.07759848782	8.49376624462575	4.06516599189956	551.903991886447	468.039175504873	10.158745658745	0.381509566458641
30.4732495420867	8.00691007024518	2.9243701482987	440.467712961314	427.129655780486	6.76766397128659	0.384954825177613
29.2513834131877	8.92838463176941	3.94132430177721	362.798010400746	490.417907518051	4.90178698946746	0.375574000128122
49.2767689134419	7.74485673170903	13.6669643787784	907.195350384365	458.299251085123	17.8717463321852	0.36778061746529
27.6717543097238	7.42532436001544	3.29481501625671	422.551922113133	385.741431493711	5.08787391779875	0.372644453936587
36.0738648948988	8.29351444747492	4.03629450963813	501.693360514309	433.458393416137	6.17802283930201	0.40706936306813
25.1768253989166	7.45793296682626	4.78503639969054	400.632399425133	379.284941385891	9.01345897040152	0.379820379764135
23.5043822828013	7.32938058077237	2.3322235198571	348.736428012553	419.39785037359	5.27598311284336	0.383213779040188
28.0206006389887	7.33824084552396	3.95236787513205	374.486108546069	379.166703399338	6.32200156007012	0.388831476095215
35.9656569240626	8.72401824356621	6.61160647167258	709.648445309192	447.106029049208	12.4743659204745	0.383708865600468
30.4229562728442	9.57550299550919	2.19945709567059	431.770159883032	522.140470371494	4.34573966308791	0.386644439988915
26.3987091618711	9.01075523243684	2.71827510142088	344.594131007283	478.002009724788	5.5403375853957	0.378311059475516
