time	distance_treeMCC_tree	distance_tree59950000	distance_tree64950000	distance_tree69950000	distance_tree74950000	distance_tree79950000	distance_tree84950000	distance_tree89950000	distance_tree94950000	distance_tree99950000	distance_tree104950000	distance_tree109950000	distance_tree114950000	distance_tree119950000	distance_tree124950000	distance_tree129950000	distance_tree134950000	distance_tree139950000	distance_tree144950000	distance_tree149950000	distance_tree154950000	distance_tree159950000	distance_tree164950000	distance_tree169950000	distance_tree174950000	distance_tree179950000	distance_tree184950000	distance_tree189950000	distance_tree194950000	distance_tree199950000	distance_tree204950000	distance_tree209950000	distance_tree214950000	distance_tree219950000	distance_tree224950000	distance_tree229950000	distance_tree234950000	distance_tree239950000	distance_tree244950000	distance_tree249950000	distance_tree254950000	distance_tree259950000	distance_tree264950000	distance_tree269950000	distance_tree274950000	distance_tree279950000	distance_tree284950000	distance_tree289950000	distance_tree294950000	distance_tree299950000	distance_tree304950000	distance_tree309950000	distance_tree314950000	distance_tree319950000	distance_tree324950000	distance_tree329950000	distance_tree334950000	distance_tree339950000	distance_tree344950000	distance_tree349950000	distance_tree354950000	distance_tree359950000	distance_tree364950000	distance_tree369950000	distance_tree374950000	distance_tree379950000	distance_tree384950000	distance_tree389950000	distance_tree394950000	distance_tree399950000	distance_tree404950000	distance_tree409950000	distance_tree414950000	distance_tree419950000	distance_tree424950000	distance_tree429950000	distance_tree434950000	distance_tree439950000	distance_tree444950000	distance_tree449950000	distance_tree454950000	distance_tree459950000	distance_tree464950000	distance_tree469950000	distance_tree474950000	distance_tree479950000	distance_tree484950000	distance_tree489950000	distance_tree494950000	distance_tree499950000	distance_tree504950000	distance_tree509950000	distance_tree514950000	distance_tree519950000	distance_tree524950000	distance_tree529950000	distance_tree534950000	distance_tree539950000	distance_tree544950000	distance_tree549950000
1968.19413744746	0	0	23.6810088578688	0	0	0	0	0	0	0	6.72428000759448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.03336794881063	3.12394469304093	0	0	0	0	0	0	0	0	0	0	0	0	0	42.6420897249472	0	11.2575294683982	25.4021883830301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6333248969379	0	0	0	0	58.1062123894172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3193057334921	0	0	0	0	0
1968.59975814249	0	0	27.5631273415637	0	0	0	0	0	0	0	13.2079196883827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4846052621134	4.41711842864671	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5834475549392	0	13.9294843085441	29.6958379433048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71388906922345	0	11.5708552247993	0	0	0	0	65.6362615488207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.3883092014705	0	0	0	0	0
1969.00537883752	0	0	31.4456190046719	0	0	0	0	0	0	0	19.6911616192851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9352766645071	5.71030771977351	0	0	12.493436885942	0	0	0	0	0	0	0	1.87433145626005	0	0	82.5243293607223	0	16.6011832888743	33.9903384845492	0	0	0	0	0	0	0	0	4.35381401949023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40374677212051	0	20.5109712229307	0	0	0	0	73.1640896073481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.4574813632187	0	2.97981727257634	0	0	0
1969.41099953255	0	0	35.3284835500136	0	0	0	0	0	0	0	26.1740052822968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.385381784498	7.00351255913035	0	0	30.1230342882019	0	0	0.096976109077361	0	0	0	0	9.03048280451558	0	0	102.464704758718	0	19.2726262741226	38.285689351186	0	0	0	0	0	0	0	0	11.0347696178461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48894148574663	0	14.0936045475187	0	29.4536683624208	0	0	0	0	80.6896932882783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.5268221566592	0	6.37463109334117	0	0	0
1969.81662022757	0	0	39.2117206813242	0	0	0	0	0	0	0	32.6564501570449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8349202515052	8.29673294346238	0	0	47.7681308667699	0	0	6.38845925273247	0	0	0	0	16.1856191619352	0	0	137.525851983304	0	21.9438131283472	42.5818898883051	0	0	0	0	0	0	0	0	17.7152654811544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94177440557502	9.04247405285378	0	19.7834623938004	0	38.398942116174	0	0	0	0	92.9460082485887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5963315233214	0	9.76961473921988	0	0	0
1970.2222409226	0	0	43.0953301017335	0	0	0	0	0	0	0	39.1384957231621	0	0	14.4438224132088	0	0	0	0	0	0	0	0	6.37138943961784	0	0	0	22.283891691965	9.58996886988844	0	0	65.4286758424922	0	0	12.678072588974	0	0	0	0	23.3397390935741	0	0	178.792535258657	0	24.6147437167026	46.8789394418282	0	0	0	0	0	0	0	0	24.3953010070693	0	0	0	2.12786519761234	0	0	0	0	0	0	0	0	0	0	9.80370969540624	14.5973920415862	0	25.4733203112579	0	47.3467879607876	0	0	4.23113155578772	0	111.986026689455	0	0	0	0	0	0	0	0.253144857100245	0	0	0	0	0	0	0	39.6660094006968	0	13.164768097667	0	0	1.03856315803082
1970.62786161763	0.97775486887083	0	46.9793115151136	0	0	0	0	0	0	0	45.6201414610297	0	0	39.6992703508071	0	0	0	0	0	0	0	0	13.4717897068941	0	0	0	24.3444895741189	10.8832203331897	0	0	83.1046185480621	0	0	17.3591994243004	0	0	0	0	30.492841166445	0	0	220.04257080539	2.44891251784386	27.2854179038528	51.1768373570887	0	0	0	0	0	0.132502031586596	2.55059197150804	0	31.0748755944124	1.29390951944393	0	0	7.96845533525986	0	0	0	0	0	0	0	0	0	0	15.6648333981587	20.1536940910595	0	31.1631783003482	0	56.2972013752457	0	0	9.37368914332945	0	115.147676248117	0	0	0	4.61308318379088	0	0	0	14.5671771784151	0	0	0	0	0	0	0	42.2666366406084	3.00963864024699	16.560091057194	0	0	2.85360332654176
1971.03348231266	3.82392525659788	0	50.8636646252114	0	0.293315502561085	0	0	0	0	2.45236685617731	52.101386850317	0	0	64.9244014191515	0	0	0	0	0	0	0	0	20.573098733283	0	0	0	25.6649157607318	12.1764873315031	0	0	100.795908427486	0	0	20.9112499342711	0	0	0	0	37.6449239454251	0	0	261.275822632847	17.8982394272229	29.9558355544394	55.4755829808403	0	0	0	0	0	7.05387777734621	5.30862161939171	19.8630847313938	37.7539886404467	7.86235735967941	0	0	13.8106457268512	0	0	0	0	0	0	0	0	0	0	21.5251445006387	25.711378841367	0	36.8530363602152	0	65.2501778427396	0	0	14.5166818408138	0	118.309263430582	0	0	0	18.0376553864254	0	0	0	28.8801618082529	1.42856280303771	0	0	0	0	0	8.42376433450152	44.9055754874806	11.0412426154403	19.955583504977	0	0	4.66866158925715
1971.43910300769	6.66978045984123	0	54.7483891358093	0	10.795371820467	0	0	0	0	13.8447548547209	58.5822313709537	0	0	99.7797522049026	0	0	0	0	0	0	0	0	27.6753152657481	0	0	0	26.9853545016808	13.4697698590105	0	0	118.502495036674	2.79556593407733	0	24.4631668008683	0	0	0	0	44.7959859961024	0	0	299.664890486871	32.4335197375162	32.6259965335974	59.7751756596781	0	0	0	0	0	13.9768860694109	8.06635534597346	43.8885147416826	44.4326395434533	14.4309805041249	0	0	19.6544345955428	0	0	0	0	0	0	0	0	0	0	27.384641991786	31.2704449338724	0	42.5428944910522	0	74.2057128485311	0	0	19.6601092160742	0	121.470788186166	0	0	0	31.4551236977559	0	0	0	43.1920957401551	3.5200034634771	0	0	0	0	0	25.2785263667251	47.5441926583407	19.0730589489796	23.3512453273248	0	4.4807362530305	6.48373794701284
1971.84472370272	9.51532029470279	0	58.6334847505145	0	21.2938056029655	8.32933486094738	0	0	0	25.2374280837293	65.0626745026162	0	0	133.133123117929	0	2.27078907006829	1.57175933076257	0	0	0	0	0	34.7784380513275	0	0	0	28.3058057897109	14.7630679122608	0	6.48699246332967	136.224328042675	10.4575582782465	0	28.0149498351453	0	0	0	0	51.9460258828301	0	0	306.553710017915	45.230298356036	35.2959007054444	64.0756147403631	0	0	0	0	0	20.9015248424209	10.8237929905551	67.9307533855532	51.1108277009866	20.9997787264943	0	0	25.4998201624608	0	0	0	0	10.6712542361965	0	0	0	0	0	33.2433248590578	36.7021845314106	0	48.2327526928247	0	83.1638018817826	0	0	24.8039708386227	2.47418419096857	148.751043634148	0	28.6652369814101	0	44.8654694432972	8.37942808731537	0	0	57.5029759492993	5.61164468558382	0	0	0	0	0	42.1240814566047	50.182487989935	27.1050873101317	26.7470764124924	0	16.7879763782996	8.29883238949326
1972.25034439774	12.3605445866716	0	62.5189511737822	0	31.7886098476675	18.2682648399983	0	6.74797370861826	0	36.6303859192678	71.5427157249343	0	0	183.575447659945	4.290548114333	8.52675929686191	10.213793503992	0	0	0	0	0	41.8824658377251	0	0	0	29.6262696241296	16.0563814883735	0	15.8840518503591	153.961357223542	18.122435524541	1.23823364737748	31.5665988406738	0	0	0	0	59.0950421697172	0	0	313.440402160888	58.0292118915762	37.9655479348252	68.3768995705537	0	0	37.0515444506178	0	0	27.8277920461419	13.5809343941981	91.9897208411405	57.7885525101191	28.3975840641272	0	4.374381701483	31.3468006505517	0	1.67991239964774	0	0	21.6994070870823	0	0	0	0	0	39.1011920886388	40.3653224556128	0	53.9226109656394	0	92.1244404340959	0	5.83790908341553	29.9482662778486	9.36852207712617	179.177275525393	0	34.4606799801552	0	58.2686739254874	20.1474896675626	0	0	71.8127994101085	7.70348639005935	0	0	0	0	0	58.9604005997817	52.8204613194275	35.1373273691547	30.1430766473974	0	29.0922755421876	10.1139449114928
1972.65596509277	15.2054531599039	0	66.758369964439	0	42.2797775343105	28.2071290549508	0.650240390416673	19.268872143119	0	48.0236277373956	78.0223545175349	0	9.11645271971053	205.196829285703	11.3671772576654	14.7821055913044	18.8584979141848	0	0	20.6985315319675	0	0	48.9873973726437	0	0.731790240737971	0	32.233137493513	17.3497105827437	1.94755206677399	25.2777182982265	171.713532468303	25.7901935804749	8.75469591925014	35.1181136253853	0	0	0	1.98039484397946	66.2430334204955	0	0	328.064060145551	70.8302551445935	40.6349380860339	72.6790294975357	6.09042676983753	0	100.556744878567	0	0	34.7556856324423	16.3377793964575	116.065337419661	65.0093186807252	35.9188411637417	0	10.1778998265735	37.1953742834625	0	16.7930094398378	2.42841490368975	0	32.7230376085784	0	0	0	0	0	44.958242667594	44.0289033071294	0	59.6124693092954	0	101.087624000688	0	15.4217233706732	35.0929951031864	16.2628599225528	209.604178254013	0	40.9874829343027	0	71.6647184225724	31.9146311494002	0	0	86.1215630965088	11.6999623192087	0	0	0	0	0	76.6001920377446	55.4581124832871	43.1697787956433	33.5392459192931	0	41.3936250742073	11.9290755075161
1973.0615857878	18.050045837143	0	72.8300916578784	0	52.7673016352343	38.1459273809021	2.68115884338293	31.7949721830439	0	59.4171529141219	84.5015903598511	0	26.1959849033622	226.829143909522	18.4461922459242	21.0368268674048	27.5058683643423	0	6.85826727898723	42.6624940989159	0	0	57.2595511546452	0	6.39785648139437	0	81.9017742445774	18.6430551910941	4.88154438571189	34.6679854772978	189.480803776644	33.4608283563363	16.2710904975262	38.6694939937472	0	0	0	10.7356330289219	73.3899981982754	0	0	346.908790092116	83.6334229171225	43.3040710238868	76.9820038699017	22.8961103057819	0	164.054145463801	0	11.968048208623	41.6852035545927	19.0943278377839	140.157523564133	72.2782668316346	43.4387108768688	0	15.9827575880856	43.0455392870084	0	31.8961054845312	10.759642410262	0	43.7421359519186	0	0	0	0	0	50.8144755811524	47.6929267745582	0	65.3023277236226	0	110.053348079417	0	25.0025247243665	40.2381568839295	23.157197728356	240.031747872318	0	57.7848157105619	26.5291889530583	85.05358418808	43.6808503455924	0	0	100.429263981739	15.8210178495666	0	0	0	0	0	95.6211177791963	58.095441318733	51.2024412595739	36.9355841151745	0	53.6920162946106	13.7442241706566
1973.46720648283	20.8943224442432	0	78.9018466098767	0	63.2511751141515	48.0846596917314	4.71218535679176	44.3262610687002	0	70.8109608258255	90.9804227311105	0	43.2828423305984	248.472344138493	25.527589878105	27.2909220366459	36.1559006658149	0	16.7346225722186	64.6478230368468	0	0	66.5051208729997	0	12.0638122271069	0	131.640731471381	19.9364153100496	7.81595818514221	44.0548470498294	207.263121258743	41.1343357647362	23.7874172851746	57.0101793014699	0	0	0	19.4899409894568	80.535935065597	0	0	352.529728644939	96.4387100142106	45.9729466127506	81.2858220358625	39.7150457453116	0	227.543634352789	0	26.0590962359239	57.6373606884942	22.4440017177964	163.048376445725	79.5492541937207	50.9571911129369	0	21.7889534659113	48.8972938874593	0	46.9891738611097	19.0942221936531	0	54.7566922568266	2.44006558539075	0	0	0	0	56.6698898147021	51.357392558705	0	70.9921862086576	0	119.021608171451	0	34.5803074776545	45.3837511898664	30.0515354938167	270.459980432268	0	74.5944427280833	59.0307800236953	98.4352524518824	55.4461450688747	2.30467005832015	0	114.735899038377	19.9429091145613	0	0	2.42788440247446	0	0	114.647542211758	60.7324476624978	59.2353144311135	40.3320911228268	0	65.9874405152489	15.5593908945829
1973.87282717786	23.7382828042116	0	84.973633941345	0.00254146461672775	73.7313909276876	58.0233258622335	6.74331988271749	56.862726051988	0	82.2050508488101	97.4588511108368	0	60.3769994685186	270.126382635965	32.6113669516647	33.7081828098105	52.7972742178176	0	26.6071606513541	86.6544285641542	0	0	75.7521633831457	0	17.7296573514868	0	181.4493195874	21.2297909357981	10.7507932304047	53.4382966743895	212.173069493526	48.8107117239911	31.3036761818151	79.8198899741869	0	10.1278814017229	0	28.2433171221844	87.6808425847088	0	0	356.573864694797	109.246111242235	61.3795370456516	85.590483344284	56.5471906656681	12.3364686855535	291.025099620709	0	40.1501432521124	80.0147071320031	37.6977171516318	184.403283444974	86.8222778792338	58.4742797818699	0	27.596485941623	54.7506363129015	5.300212725345	62.07218784709	27.4321489856524	0	65.7666966533289	4.88636513346713	0	0	0.732004887262782	14.6645378048817	62.5244843531448	55.0223003623571	0	76.6820447643286	0	127.992399781004	0	44.1550659582576	50.529777590455	35.7268767955282	300.888871985746	0	91.4163239196986	91.4794448547269	111.809704419335	67.2105131317734	6.72726247126741	0	129.041465238488	24.0656354778145	0	0	5.63406134996652	0	0	133.679445142735	63.3691313509684	67.2683979800921	43.7287668294241	0	78.2798890403074	17.3745756734997
1974.27844787288	26.5819267411915	0	91.0454527756726	3.71524158924263	84.2079420237924	67.9619257667757	8.77456238050915	69.4043543980753	0	93.5994223592125	103.936874978164	11.1543691865233	77.4784308238415	291.791212121975	51.1299172511336	40.1431917568844	71.6327824068338	0	36.4758741686686	95.9387525481166	0	0	85.0006760094204	0	23.3953917313904	0.639516506136125	231.326851308709	22.5231820644179	13.6860492909702	62.8183280026089	213.57094390398	56.4899521554547	38.8198670881643	102.648650728375	2.76112592208105	21.4815305153547	0	36.9957598251323	94.8247193172902	0	4.26976981775468	360.617593629681	140.874770752725	130.290025602459	93.3106765754483	73.3925027285172	24.88018368976	354.498429256847	0	54.2411892545808	102.401447990147	86.8071979470994	205.73945151581	94.0973350028851	65.9899747934801	0	33.4053534972417	60.6055647923176	12.8726671558923	77.1451206689009	35.7734175220417	2.46366565893756	76.7721392617481	7.33247515573173	0	0	11.2465085174358	29.3537478935529	68.3782581807131	58.6876498875272	0	82.3719033904897	0	136.965718415199	0	53.726794490333	55.6762356560763	39.7875405457955	331.318418583831	7.63129345996492	108.250419293032	123.874862021977	125.176921271413	78.973952346031	11.1490912178253	0	143.158019295817	28.1891962998577	0	0	8.83974861261149	0	0	152.716806392714	66.005492221183	75.3016915764695	47.1256111221706	3.86439099465777	90.5693531656858	19.189778500248
1974.68406856791	29.4252540790656	0	97.1173022365288	7.42741976786607	94.6808213430704	77.900459279844	10.8059128062161	81.9511333844988	6.85551090366001	104.994074733557	110.414493812249	23.1843234597772	94.5871109425228	313.466785372936	96.0839997713492	46.5788678488216	90.4851453524704	12.6805985261781	46.3407557689025	101.620673346504	6.13512468566696	0	94.2506560749338	0	29.0610152414026	3.66742376519738	281.27264161763	23.816588691907	16.6217261353785	72.1949346808074	214.968912091576	64.1720529848635	46.3359899054698	125.496376588847	6.73016997336	32.8362919159732	0	45.747267495535	101.967563824331	4.03302636862552	8.6030854365874	364.660915129078	198.982960913106	199.391242176253	107.70074380384	90.2509396787978	37.4225096689133	417.963511150725	0	68.3322342402694	124.797541660366	135.949011080007	227.05681045617	101.374422681173	73.5042740553704	10.4647259429658	39.2155546168232	66.462077556441	20.4467572391241	93.0943333981637	44.1180225451764	10.2906678758939	87.7730101925762	9.77839555995443	0.968531226464346	0	27.5444776029402	44.0350807105893	74.231210280933	64.8239060716875	3.00688980634072	88.0617620870958	0	145.941559584432	0	88.7440591629334	60.8231249559039	46.0405795928376	337.416121993922	20.6381906175508	125.096688928332	143.648865219636	138.536884164807	90.7364605229395	15.5701556297448	0	157.134553639376	32.3135909431986	0	0	12.0449458933405	0	0	171.759605795405	68.6415301094923	83.3351948904206	50.5226238885052	14.5924392761409	102.85582417895	21.0049993694763
1975.08968926294	32.2682646420582	0	103.189181446836	11.1390758036423	107.973661021691	91.3078529646401	12.8373711187383	94.5030503016106	15.1785924962644	116.389007348	116.891707092122	55.8504184536242	107.291346136403	335.153055220913	143.84005709997	53.0152102354586	109.354306314559	36.8403732559669	56.2017980901858	116.931809001652	13.7007439579974	0	103.502100904469	2.61774109876268	34.726527756451	6.69578026291049	287.735656870362	28.5662704282023	19.5578235318897	81.5681103495261	216.366974033722	71.8570101416139	53.8520445337379	148.362982751689	10.6992167897905	44.1921595120529	0	131.258930090275	109.109374666633	9.526537107459	12.9363894246337	372.144629930519	256.915773964168	268.680615662455	122.096080006789	107.122459344919	49.9634380613627	481.42023307749	6.18697573741077	82.4232782067289	147.202946580093	180.706505466506	248.355289871492	108.65353803282	81.0171754751	29.3195262336318	45.0270877839043	72.3201728365696	28.0224806276571	118.071212556158	52.465958802097	18.1205375090247	98.7692995459571	12.6157845516056	9.95915204215447	0	43.8429294188647	58.7085133468869	80.0833396371655	105.466498010816	7.60326437540649	93.7516208539765	6.56805556060001	154.919918801931	0	172.541507985462	65.9704450603297	52.2925350578576	340.771367706299	33.6506048718115	141.955092978711	162.50996098748	151.889574231598	102.498035473413	19.9904550407662	15.419835495652	171.11996087544	36.4388187693733	0	25.3726773582317	15.2496528929757	0	0	190.807823197104	71.2772448525459	91.368907591928	53.9198050154737	25.3251488637941	116.982067933843	25.0746119587353
1975.49530995797	35.1109582533717	0	109.261089530158	14.8502093501828	121.794504382379	108.911047167781	14.868937273036	107.060092451916	23.5009356480621	127.784219578985	123.368514296692	159.274928951773	117.910148412365	341.036162064834	191.642621308398	59.4522180684386	128.279081122566	60.9726490988505	66.0589937639458	133.786627827554	15.9102761163755	0	112.755007823361	6.0144205542483	40.3919291515483	9.72458574736336	294.11260932936	35.2595418278083	22.4943412488257	90.9378486437677	217.765129705764	79.5448195594123	61.3680308742059	171.248384582636	14.6682663700742	55.5491272134975	11.3794040509132	242.205685083481	116.175491745823	15.0200278633522	17.2696817739145	380.644386848527	272.524562138423	330.157581965986	264.574962070221	124.007019638475	62.5029603017648	544.86848268335	28.4642389027482	96.5143211507055	169.617621227234	216.430861828264	269.634819174459	115.934678178245	88.5286769588454	48.1757860379341	50.8399514831853	78.1798488659322	35.5998349783992	144.722041851015	60.8172210454353	25.9532705675296	109.760997412451	16.1089556420762	18.9485487339935	0	59.4380185091172	73.3740228632337	86.914272500965	156.42683831734	12.1992844540402	99.4414796913681	14.2975110352941	164.585542177595	0	254.778081880752	71.1181955392882	58.5434056142211	344.126148006536	46.6685228683313	180.140539021515	181.387059939434	165.234972579642	114.258675008067	24.4099887833869	40.6651939111439	185.114219000803	40.5648791415382	2.25004944400374	59.3052909121394	18.4538693137248	0	0	209.861438457299	78.3466002161307	99.402829350888	57.3171543908229	36.0625099646374	146.250090546538	29.8212720401381
