node1,node2,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km,treeID
1,2,40.9432775779508,-73.7972974934222,41.3320233045504,-73.7284176369484,1.00752908966456,0,1999,2000.00752908966,43.6602915346929,-9999
2,5,41.3320233045504,-73.7284176369484,41.5164342229683,-73.7817810966559,1.13347022587277,1.00752908966456,2000.00752908966,2000.13347022587,21.0070446357608,-9999
5,6,41.5164342229683,-73.7817810966559,41.477014110869,-73.7557749053592,1.25667351129368,1.13347022587277,2000.13347022587,2000.25667351129,4.89490444972211,-9999
1,3,40.9432775779508,-73.7972974934222,40.6860839894995,-73.805213921176,1.42915811088301,0,1999,2000.42915811088,28.6395536535726,-9999
6,9,41.477014110869,-73.7557749053592,41.5599178975624,-73.5936028025567,2.02053388090349,1.25667351129368,2000.25667351129,2001.0205338809,16.3676668766529,-9999
9,13,41.5599178975624,-73.5936028025567,41.4957743924763,-73.7044383064926,2.23408624229978,2.02053388090349,2001.0205338809,2001.2340862423,11.675356954297,-9999
5,7,41.5164342229683,-73.7817810966559,41.4166091718403,-73.7522006542053,2.40383299110204,1.13347022587277,2000.13347022587,2001.4038329911,11.3835760419066,-9999
7,17,41.4166091718403,-73.7522006542053,41.4401143510138,-73.7622435376312,2.46132785763166,2.40383299110204,2001.4038329911,2001.46132785763,2.74768015335389,-9999
3,11,40.6860839894995,-73.805213921176,40.7963783272581,-73.8362527570667,2.63655030800828,1.42915811088301,2000.42915811088,2001.63655030801,12.554396971266,-9999
9,12,41.5599178975624,-73.5936028025567,41.8042311240046,-73.6615689528449,2.75154004106776,2.02053388090349,2001.0205338809,2001.75154004107,27.7787177168005,-9999
6,8,41.477014110869,-73.7557749053592,42.3068028668623,-74.5999695974091,3.16769336071184,1.25667351129368,2000.25667351129,2002.16769336071,115.875193161944,-9999
3,10,40.6860839894995,-73.805213921176,40.5360974767684,-73.8398357147636,3.17316906228621,1.42915811088301,2000.42915811088,2002.17316906229,16.9515032333153,-9999
17,19,41.4401143510138,-73.7622435376312,41.5146865953372,-73.8193984349181,3.17590691307328,2.46132785763166,2001.46132785763,2002.17590691307,9.57300690560087,-9999
7,16,41.4166091718403,-73.7522006542053,41.4489164630726,-73.7489128435758,3.21971252566732,2.40383299110204,2001.4038329911,2002.21971252567,3.60702604480241,-9999
17,18,41.4401143510138,-73.7622435376312,41.3858636996575,-73.4663616405188,3.26078028747429,2.46132785763166,2001.46132785763,2002.26078028747,25.4302927640753,-9999
8,22,42.3068028668623,-74.5999695974091,42.2018253718623,-74.6104796945571,3.29089664613275,3.16769336071184,2002.16769336071,2002.29089664613,11.7185446865738,-9999
13,14,41.4957743924763,-73.7044383064926,41.6868365756031,-73.4898794844911,3.29637234770712,2.23408624229978,2001.2340862423,2002.29637234771,27.7763069868567,-9999
18,24,41.3858636996575,-73.4663616405188,41.2653675243548,-73.4827813956828,3.38124572210813,3.26078028747429,2002.26078028747,2002.38124572211,13.4841541608251,-9999
22,27,42.2018253718623,-74.6104796945571,42.3662684755068,-74.6524517151329,3.63312799452433,3.29089664613275,2002.29089664613,2002.63312799452,18.6299554664005,-9999
24,29,41.2653675243548,-73.4827813956828,41.41871833029,-73.3058815320163,3.70157426420269,3.38124572210813,2002.38124572211,2002.7015742642,22.5841188899609,-9999
8,23,42.3068028668623,-74.5999695974091,42.0080888036242,-74.5500127537706,3.78097193702934,3.16769336071184,2002.16769336071,2002.78097193703,33.508584580278,-9999
18,25,41.3858636996575,-73.4663616405188,41.4077286564658,-73.7897070459053,3.95893223819303,3.26078028747429,2002.26078028747,2002.95893223819,27.1118466879718,-9999
29,32,41.41871833029,-73.3058815320163,41.3559399211964,-73.4062772012408,3.99726214921293,3.70157426420269,2002.7015742642,2002.99726214921,10.9157683971181,-9999
22,26,42.2018253718623,-74.6104796945571,42.063538154382,-74.5617364972233,4.02464065708409,3.29089664613275,2002.29089664613,2003.02464065708,15.9119175837675,-9999
2,4,41.3320233045504,-73.7284176369484,41.3317373401276,-74.38687087368,4.05201916495548,1.00752908966456,2000.00752908966,2003.05201916496,55.0417852431495,-9999
13,15,41.4957743924763,-73.7044383064926,42.041200489975,-73.7721438804221,4.21081451060923,2.23408624229978,2001.2340862423,2003.21081451061,60.9786177413935,-9999
24,28,41.2653675243548,-73.4827813956828,41.2060276864006,-73.4115239789266,4.34770704996572,3.38124572210813,2002.38124572211,2003.34770704997,8.9008032671877,-9999
27,31,42.3662684755068,-74.6524517151329,42.2805911569121,-74.2830434685663,4.39151266255999,3.63312799452433,2002.63312799452,2003.39151266256,31.8661021931516,-9999
27,30,42.3662684755068,-74.6524517151329,42.3161255846521,-74.6971168235389,4.54483230663936,3.63312799452433,2002.63312799452,2003.54483230664,6.68336341849744,-9999
32,35,41.3559399211964,-73.4062772012408,41.3651075813439,-73.3313430922454,4.55304585900058,3.99726214921293,2002.99726214921,2003.553045859,6.34382445661753,-9999
32,34,41.3559399211964,-73.4062772012408,41.6271509003767,-73.2939735701467,4.6132785763175,3.99726214921293,2002.99726214921,2003.61327857632,31.6112291761814,-9999
28,37,41.2060276864006,-73.4115239789266,41.0168658601776,-73.3666371022686,4.68720054757023,4.34770704996572,2003.34770704997,2003.68720054757,21.3921302921183,-9999
31,39,42.2805911569121,-74.2830434685663,42.2548583258574,-74.1750385072641,4.79397672826826,4.39151266255999,2003.39151266256,2003.79397672827,9.34732453259318,-9999
