time	95%HPD_lower_value	95%HPD_higher_value
1998.29728142358	NA	NA
1998.38903251646	0	0
1998.48078360934	0	0
1998.57253470223	0	0
1998.66428579511	0	0
1998.75603688799	0	13.5939491151669
1998.84778798087	0	74.4017673928141
1998.93953907375	0	130.616633550711
1999.03129016664	0	202.550500873932
1999.12304125952	0	231.510787158615
1999.2147923524	0	288.627483127215
1999.30654344528	0	357.471693919223
1999.39829453817	0	434.128573699604
1999.49004563105	0	507.655409267759
1999.58179672393	0	560.483687659808
1999.67354781681	0	588.1764562361
1999.76529890969	12.2560320418669	615.833902464172
1999.85705000258	56.9152478070959	643.455851905438
1999.94880109546	85.0931216450106	680.132768996876
2000.04055218834	105.218545731043	773.117211085696
2000.13230328122	118.231121010553	799.335966065601
2000.2240543741	140.784264030392	842.123478500018
2000.31580546699	142.549483818317	859.358173508358
2000.40755655987	144.314665984995	877.883286030284
2000.49930765275	147.075949728396	904.0290552011
2000.59105874563	169.346939752764	998.46535974099
2000.68280983851	193.032450792717	1085.53404302348
2000.7745609314	198.064096830049	1164.3200486119
2000.86631202428	218.670197634982	1261.97313450039
2000.95806311716	213.46205057502	1325.47371127983
2001.04981421004	226.348491802264	1440.544806625
2001.14156530293	462.926021739566	1803.34756406374
2001.23331639581	603.526302180344	2167.20144170583
2001.32506748869	627.630756594068	2327.45578471034
2001.41681858157	771.940182033116	2576.56364993616
2001.50856967445	901.049059466737	2912.055379205
2001.60032076734	840.631839307239	3058.72023956853
2001.69207186022	1155.04796149888	3585.97355604384
2001.7838229531	1231.03563265414	3924.01793830764
2001.87557404598	1589.52410475418	4337.12748925681
2001.96732513886	2350.08400592631	4601.31405760359
2002.05907623175	2756.92085239887	4592.56252427719
2002.15082732463	2756.92085239887	4843.90313795647
2002.24257841751	2781.35380978269	4987.77377902435
2002.33432951039	2756.92085239887	4988.52356260589
2002.42608060327	2781.35380978269	5000.96195308157
2002.51783169616	2847.41254189176	5013.39692975545
2002.60958278904	2971.4734848769	5025.82848314313
2002.70133388192	3316.48698749874	5148.97838457373
2002.7930849748	3725.30188263389	5610.72871520882
2002.88483606769	3786.86053654801	5634.44288799828
2002.97658716057	3789.75942641206	5671.78169606042
2003.06833825345	3789.75942641206	5722.24096827939
2003.16008934633	3884.3354485009	5835.09045869734
2003.25184043921	3876.23481261687	5855.37999992026
2003.3435915321	3903.71856895185	5921.83522053585
2003.43534262498	3958.11353545385	5988.21254645887
2003.52709371786	4004.2231244964	6054.51069595974
2003.61884481074	4014.44240279028	6120.72838042208
2003.71059590362	4014.44240279028	6186.86430414382
2003.80234699651	4062.67919214242	6300.3271036978
2003.89409808939	4086.29766385286	6318.8856499423
2003.98584918227	4101.47137632693	6384.76844340628
2004.07760027515	4101.47137632693	6384.76844340628
2004.16935136803	4101.47137632693	6384.76844340628
2004.26110246092	4113.54420939972	6384.76844340628
2004.3528535538	4167.99701758856	6384.76844340628
2004.44460464668	4222.4124055983	6384.76844340628
2004.53635573956	4262.09598835685	6388.77304352206
2004.62810683244	4297.7278950558	6399.54088168242
2004.71985792533	4307.80907602322	6410.31367215113
2004.81160901821	4317.89300056229	6421.0914046427
2004.90336011109	4327.979662851	6430.53880460391
2004.99511120397	4406.12552596389	6439.83572171225
2005.08686229686	4425.61650439488	6452.25590352461
2005.17861338974	4516.70414212778	6564.14972727635
2005.27036448262	4557.84133411085	6675.78213854385
2005.3621155755	4653.10565946451	6787.14599099441
2005.45386666838	4789.94149823235	6898.23407124167
2005.54561776127	4872.19912816123	7033.77751420694
2005.63736885415	4926.05797112205	7220.39476470304
2005.72911994703	4926.05797112205	7220.39476470304
2005.82087103991	4926.05797112205	7220.39476470304
2005.91262213279	4926.05797112205	7220.39476470304
2006.00437322568	4926.05797112205	7220.39476470304
2006.09612431856	4926.05797112205	7220.39476470304
2006.18787541144	4926.05797112205	7220.39476470304
2006.27962650432	4926.05797112205	7220.39476470304
2006.3713775972	4926.05797112205	7220.39476470304
2006.46312869009	4926.05797112205	7220.39476470304
2006.55487978297	4926.05797112205	7220.39476470304
2006.64663087585	4926.05797112205	7220.39476470304
2006.73838196873	4926.05797112205	7220.39476470304
2006.83013306162	5054.34105538307	7338.99202547646
2006.9218841545	5062.81682553254	7338.99202547646
2007.01363524738	5062.81682553254	7353.4276426979
2007.10538634026	4926.05797112205	7220.39476470304
2007.19713743314	4926.05797112205	7220.39476470304
2007.28888852603	4926.05797112205	7220.39476470304
2007.38063961891	4926.05797112205	7220.39476470304
2007.47239071179	4926.05797112205	7220.39476470304
2007.56414180467	4926.05797112205	7220.39476470304
2007.65589289755	4926.05797112205	7220.39476470304
2007.74764399044	4926.05797112205	7220.39476470304
2007.83939508332	4926.05797112205	7220.39476470304
2007.9311461762	4926.05797112205	7220.39476470304
2008.02289726908	4926.05797112205	7220.39476470304
2008.11464836196	4926.05797112205	7220.39476470304
2008.20639945485	4926.05797112205	7220.39476470304
2008.29815054773	4926.05797112205	7220.39476470304
2008.38990164061	4926.05797112205	7220.39476470304
2008.48165273349	4926.05797112205	7220.39476470304
2008.57340382638	4926.05797112205	7220.39476470304
2008.66515491926	4926.05797112205	7220.39476470304
2008.75690601214	4926.05797112205	7220.39476470304
2008.84865710502	4926.05797112205	7220.39476470304
