time	velocity	number_of_branches
1999.30235297019	395.992493713378	0.68
1999.38929606307	372.883046377552	0.8
1999.47623915595	552.841556307491	1.38
1999.56318224883	416.950931117496	2.12
1999.65012534172	487.558205804815	2.94
1999.7370684346	391.941355364594	4.34
1999.82401152748	369.910683375765	6.36
1999.91095462036	322.22281408466	7.85
1999.99789771324	284.689334512619	9.27
2000.08484080612	236.324251323945	10
2000.171783899	203.935662433887	10.31
2000.25872699188	192.19650563003	10.65
2000.34567008477	181.457168799349	11.11
2000.43261317765	171.574364096228	11.17
2000.51955627053	158.207084026002	11.38
2000.60649936341	156.426013205898	11.47
2000.69344245629	145.779960492228	11.24
2000.78038554917	139.167857755589	10.78
2000.86732864205	138.865668482528	9.59
2000.95427173493	146.845785958504	8.75
2001.04121482782	151.754594152766	7.68
2001.1281579207	144.606767109729	7.92
2001.21510101358	133.793146905896	9.93
2001.30204410646	152.626187658597	12.28
2001.38898719934	177.319300047265	14.59
2001.47593029222	202.914264761803	16.25
2001.5628733851	240.014969809618	19.43
2001.64981647798	271.192984532879	22.23
2001.73675957087	304.409074303798	24.49
2001.82370266375	342.243464738221	26.09
2001.91064575663	372.54359224653	27.12
2001.99758884951	403.871393088473	29.05
2002.08453194239	438.518972770886	34.05
2002.17147503527	466.593488244956	42.71
2002.25841812815	515.43512317985	66.97
2002.34536122103	521.600489283116	80.8
2002.43230431392	510.169300836354	88.67
2002.5192474068	488.889581222006	96.22
2002.60619049968	452.709791404081	101.59
2002.69313359256	420.668264068837	101.39
2002.78007668544	395.184165779178	100.24
2002.86701977832	376.055487977218	99.28
2002.9539628712	361.801326496343	98.64
2003.04090596408	349.065772981772	95.97
2003.12784905697	332.838733927297	92.38
2003.21479214985	348.132904149483	79.04
2003.30173524273	358.192217729616	61.74
2003.38867833561	379.704297935991	52.14
2003.47562142849	405.258243320143	48.55
2003.56256452137	463.948903155551	34.75
2003.64950761425	489.529697071242	31.08
2003.73645070713	484.274551382182	30.07
2003.82339380002	460.377044227649	30.18
2003.9103368929	436.49363363063	29.88
2003.99727998578	406.327332440379	29.71
2004.08422307866	301.992156029013	33.03
2004.17116617154	314.555452303548	42.98
2004.25810926442	298.514078437046	46.09
2004.3450523573	285.433756641249	43.52
2004.43199545018	280.11515670835	40.03
2004.51893854307	343.960842450512	37.54
2004.60588163595	335.986141785048	36.19
2004.69282472883	323.127613409883	35.93
2004.77976782171	308.489281702582	35.54
2004.86671091459	291.350746596077	35.47
2004.95365400747	278.425737967793	36.42
2005.04059710035	264.592102737478	40.17
2005.12754019323	199.528960693364	40.29
2005.21448328612	194.120729507225	27.61
2005.301426379	192.417114905706	26.13
2005.38836947188	184.279145541759	25.71
2005.47531256476	186.573355983314	22.25
2005.56225565764	187.338186352578	22.5
2005.64919875052	189.90357640018	22.43
2005.7361418434	193.847119089804	22.21
2005.82308493628	196.375359395408	22.07
2005.91002802917	196.990925464027	22.05
2005.99697112205	191.893020365613	23.03
2006.08391421493	146.190060068707	18.91
2006.17085730781	135.56849037203	16.81
2006.25780040069	137.899282679471	12.9
2006.34474349357	138.555430023003	12.74
2006.43168658645	140.034141591034	13.24
2006.51862967933	151.301973515924	15.06
2006.60557277222	154.369953751301	18.21
2006.6925158651	154.933417992285	19.6
2006.77945895798	152.949577064283	20.08
2006.86640205086	153.141789591748	19.26
2006.95334514374	159.464319248988	18.41
2007.04028823662	165.200405360719	13.44
2007.1272313295	143.618151489448	13.57
2007.21417442238	129.304905655721	13.53
2007.30111751527	131.880227407901	13.45
2007.38806060815	132.639512211683	13.14
2007.47500370103	133.292100167654	11.52
2007.56194679391	128.899328911592	9.05
2007.64888988679	132.911303918182	8.47
2007.73583297967	134.142160463772	7.85
2007.82277607255	131.647569267195	7.56
2007.90971916543	130.641466580351	8.07
