time	velocity	number_of_branches
1997.36929771989	191.384052827326	0
1997.46593031277	106.604047471557	0
1997.56256290566	144.844202900679	0
1997.65919549854	199.123192494778	0
1997.75582809142	222.588764348408	2
1997.8524606843	265.86360590144	6
1997.94909327719	205.963083955441	18
1998.04572587007	172.362854272508	22
1998.14235846295	162.64639130879	28
1998.23899105584	140.717306496965	32
1998.33562364872	128.119026365946	32
1998.4322562416	120.123866607684	34
1998.52888883448	114.915145384942	36
1998.62552142737	116.731672448387	37
1998.72215402025	114.515123344196	38
1998.81878661313	118.544827354883	39
1998.91541920602	128.301260186254	37
1999.0120517989	132.725362638947	32
1999.10868439178	140.453476243539	28
1999.20531698466	146.160696135037	26
1999.30194957755	142.981171283721	27
1999.39858217043	159.876296286099	35
1999.49521476331	179.027648191355	43.5
1999.59184735619	188.335396239238	52
1999.68847994908	200.396798719474	60.5
1999.78511254196	212.129042745159	63
1999.88174513484	225.581546710641	63.5
1999.97837772773	249.045958117267	64
2000.07501032061	250.108499864675	75.5
2000.17164291349	274.720921764492	89
2000.26827550637	298.761230714482	121
2000.36490809926	334.495867005747	226.5
2000.46154069214	350.862099336478	282.5
2000.55817328502	353.724696481381	357.5
2000.6548058779	356.807893794891	494.5
2000.75143847079	348.312156828392	516
2000.84807106367	346.157963782286	521.5
2000.94470365655	342.575478656765	528
2001.04133624944	338.744827801614	531
2001.13796884232	337.377634994425	525.5
2001.2346014352	336.603286725067	513
2001.33123402808	332.022946555699	486
2001.42786662097	339.074201902079	465
2001.52449921385	361.310813877133	452
2001.62113180673	399.930757718721	375
2001.71776439961	426.754899459715	333
2001.8143969925	411.671635767702	328
2001.91102958538	391.128056724355	324
2002.00766217826	368.474019750766	328
2002.10429477115	335.423197510551	329
2002.20092736403	310.982707699548	343.5
2002.29755995691	271.279618986031	476
2002.39419254979	271.97284910103	466
2002.49082514268	267.938407025165	420.5
2002.58745773556	288.807926146099	397.5
2002.68409032844	290.440435159298	375
2002.78072292133	289.2807021899	373
2002.87735551421	287.285551990956	370
2002.97398810709	283.212614950582	369
2003.07062069997	274.786812862199	374
2003.16725329286	275.216218640796	372
