time	distance
1997.49313355554	0
1997.58890538776	0
1997.68467721998	0
1997.78044905221	0
1997.87622088443	0
1997.97199271665	0
1998.06776454887	0
1998.1635363811	0
1998.25930821332	9.79871225176796
1998.35508004554	46.3126972121847
1998.45085187776	87.7567026198505
1998.54662370999	118.258205202221
1998.64239554221	147.389574135852
1998.73816737443	190.58111834168
1998.83393920665	232.568306117936
1998.92971103887	274.442594628033
1999.0254828711	317.922125019822
1999.12125470332	379.840095745442
1999.21702653554	431.122519640624
1999.31279836776	490.473443115845
1999.40857019999	542.843513358565
1999.50434203221	599.415159439807
1999.60011386443	657.133522453661
1999.69588569665	719.899905686575
1999.79165752888	771.520968356552
1999.8874293611	825.098869107316
1999.98320119332	865.683914360372
2000.07897302554	916.613925830687
2000.17474485776	1007.70779791613
2000.27051668999	1096.78858565661
2000.36628852221	1228.47279083382
2000.46206035443	1422.7442668725
2000.55783218665	1718.59499930489
2000.65360401888	1985.49050129627
2000.7493758511	2236.08825424957
2000.84514768332	2453.64399419575
2000.94091951554	2677.15314727796
2001.03669134777	2732.83620424408
2001.13246317999	2933.29336375295
2001.22823501221	3121.82048948759
2001.32400684443	3193.92738080261
2001.41977867665	3268.56690498382
2001.51555050888	3349.43171723367
2001.6113223411	3457.46002023476
2001.70709417332	3536.28433415928
2001.80286600554	3552.65601842786
2001.89863783777	3615.57202566976
2001.99440966999	3656.92400723992
2002.09018150221	3681.56805537427
2002.18595333443	3697.61082304061
2002.28172516665	3714.73068659365
2002.37749699888	3731.22057992596
2002.4732688311	3753.85274789583
2002.56904066332	3774.9940688905
2002.66481249554	3807.01148252704
2002.76058432777	3832.05061638578
2002.85635615999	3858.82908671193
2002.95212799221	3892.40440319428
2003.04789982443	3892.40440319428
2003.14367165666	3892.40440319428
2003.23944348888	3892.40440319428
2003.3352153211	3897.36928608449
2003.43098715332	3904.64944716221
2003.52675898554	3920.17479405192
2003.62253081777	3936.91951320908
2003.71830264999	3953.37623105111
2003.81407448221	3967.69736826264
2003.90984631443	3991.01818937927
2004.00561814666	3993.10546534433
2004.10138997888	3993.10546534433
2004.1971618111	4006.60663022665
2004.29293364332	4006.60663022665
2004.38870547555	4007.91754338207
2004.48447730777	4038.38017211617
2004.58024913999	4038.38017211617
2004.67602097221	4038.38017211617
2004.77179280443	4038.38017211617
2004.86756463666	4038.38017211617
2004.96333646888	4038.38017211617
2005.0591083011	4038.38017211617
2005.15488013332	4038.38017211617
2005.25065196555	4038.38017211617
2005.34642379777	4038.38017211617
2005.44219562999	4038.38017211617
2005.53796746221	4038.38017211617
2005.63373929444	4038.38017211617
2005.72951112666	4038.38017211617
2005.82528295888	4038.38017211617
2005.9210547911	4038.38017211617
2006.01682662332	4038.38017211617
2006.11259845555	4038.38017211617
2006.20837028777	4038.38017211617
2006.30414211999	4038.38017211617
2006.39991395221	4038.38017211617
2006.49568578444	4038.38017211617
2006.59145761666	4038.38017211617
2006.68722944888	4038.38017211617
2006.7830012811	4038.38017211617
2006.87877311333	4038.38017211617
2006.97454494555	4038.38017211617
2007.07031677777	4038.38017211617
2007.16608860999	4038.38017211617
2007.26186044221	4038.38017211617
2007.35763227444	4038.38017211617
2007.45340410666	4038.38017211617
2007.54917593888	4038.38017211617
2007.6449477711	4038.38017211617
2007.74071960333	4038.38017211617
2007.83649143555	4038.38017211617
2007.93226326777	4038.38017211617
2008.02803509999	4038.38017211617
2008.12380693222	4038.38017211617
2008.21957876444	4038.38017211617
2008.31535059666	4038.38017211617
2008.41112242888	4038.38017211617
2008.5068942611	4038.38017211617
2008.60266609333	4038.38017211617
2008.69843792555	4038.38017211617
2008.79420975777	4038.38017211617
2008.88998158999	4038.38017211617
2008.98575342222	4038.38017211617
2009.08152525444	4038.38017211617
2009.17729708666	4038.38017211617
2009.27306891888	4038.38017211617
2009.3688407511	4038.38017211617
2009.46461258333	4038.38017211617
2009.56038441555	4038.38017211617
2009.65615624777	4038.38017211617
2009.75192807999	4038.38017211617
2009.84769991222	4038.38017211617
2009.94347174444	4038.38017211617
2010.03924357666	4038.38017211617
2010.13501540888	4038.38017211617
2010.23078724111	4038.38017211617
2010.32655907333	4038.38017211617
2010.42233090555	4038.38017211617
2010.51810273777	4038.38017211617
2010.61387457	4038.38017211617
2010.70964640222	4038.38017211617
2010.80541823444	4038.38017211617
2010.90119006666	4038.38017211617
2010.99696189888	4038.38017211617
2011.09273373111	4038.38017211617
2011.18850556333	4038.38017211617
2011.28427739555	4038.38017211617
2011.38004922777	4038.38017211617
2011.47582106	4038.38017211617
2011.57159289222	4038.38017211617
2011.66736472444	4038.38017211617
2011.76313655666	4038.38017211617
2011.85890838889	4038.38017211617
2011.95468022111	4038.38017211617
2012.05045205333	4038.38017211617
2012.14622388555	4038.38017211617
2012.24199571777	4038.38017211617
2012.33776755	4038.38017211617
2012.43353938222	4038.38017211617
2012.52931121444	4038.38017211617
2012.62508304666	4038.38017211617
2012.72085487889	4038.38017211617
2012.81662671111	4038.38017211617
2012.91239854333	4038.38017211617
2013.00817037555	4038.38017211617
2013.10394220777	4038.38017211617
2013.19971404	4038.38017211617
2013.29548587222	4038.38017211617
2013.39125770444	4038.38017211617
2013.48702953666	4038.38017211617
2013.58280136889	4038.38017211617
2013.67857320111	4038.38017211617
2013.77434503333	4038.38017211617
2013.87011686555	4038.38017211617
2013.96588869778	4038.38017211617
2014.06166053	4038.38017211617
2014.15743236222	4038.38017211617
2014.25320419444	4038.38017211617
2014.34897602666	4038.38017211617
2014.44474785889	4038.38017211617
2014.54051969111	4038.38017211617
