time	velocity	number_of_branches
1997.36929771989	305.232604885342	0
1997.46593031277	325.057318039548	0
1997.56256290566	317.369101078154	0
1997.65919549854	345.889916068278	0
1997.75582809142	497.324843671073	2
1997.8524606843	528.702852232724	6
1997.94909327719	607.916045791287	16
1998.04572587007	664.734344089263	24
1998.14235846295	642.065896434857	28
1998.23899105584	611.56352578853	30
1998.33562364872	609.098695577184	31
1998.4322562416	592.028484344696	34
1998.52888883448	554.253498717641	36
1998.62552142737	518.681354145661	36
1998.72215402025	513.213989480703	36
1998.81878661313	486.745531438978	36
1998.91541920602	355.06845142829	35
1999.0120517989	301.375079252063	29
1999.10868439178	249.586786966326	23
1999.20531698466	255.922028032005	25
1999.30194957755	259.758089975079	26.5
1999.39858217043	280.053225059716	34
1999.49521476331	282.183229435208	40
1999.59184735619	313.160119873265	48
1999.68847994908	349.123899635581	54
1999.78511254196	356.973850601408	55
1999.88174513484	371.581317314934	57
1999.97837772773	379.980728638055	59
2000.07501032061	384.496321739611	69
2000.17164291349	405.587706892516	88.5
2000.26827550637	646.385275991973	110
2000.36490809926	714.930054777258	206
2000.46154069214	696.695050550215	242
2000.55817328502	689.235383422164	287
2000.6548058779	683.936279770302	374
2000.75143847079	667.937912098906	386
2000.84807106367	657.477729490293	388.5
2000.94470365655	654.266799675711	389
2001.04133624944	645.007585830097	387.5
2001.13796884232	645.099447490298	381
2001.2346014352	666.324716535564	369.5
2001.33123402808	627.614604028533	317.5
2001.42786662097	606.693516344153	292
2001.52449921385	576.490379446571	286.5
2001.62113180673	539.215435325147	218
2001.71776439961	531.434440908277	196
2001.8143969925	550.147431856743	193.5
2001.91102958538	555.640818014712	190
2002.00766217826	555.489040722201	191
2002.10429477115	555.37031615322	193
2002.20092736403	512.831293680194	212
2002.29755995691	459.861894257903	282
2002.39419254979	463.871151749917	285
2002.49082514268	459.323913388164	260
2002.58745773556	441.803564818467	249
2002.68409032844	449.592264470245	240
2002.78072292133	437.907226202124	238
2002.87735551421	437.633150143733	239
2002.97398810709	439.21149638425	239
2003.07062069997	445.703968067609	238.5
2003.16725329286	461.923087619197	233
2003.26388588574	436.964007582027	176.5
2003.36051847862	439.879782813131	149
2003.4571510715	433.326321440397	160
2003.55378366439	284.644393322169	147
2003.65041625727	284.749012611334	156
2003.74704885015	288.362631245153	154.5
2003.84368144304	284.433467886492	153
2003.94031403592	278.422088141233	160.5
2004.0369466288	248.084721862364	158.5
2004.13357922168	220.930519499167	145
2004.23021181457	218.591235188907	136
2004.32684440745	218.671064550313	108
2004.42347700033	206.878121193855	96
2004.52010959321	174.348134838418	87
2004.6167421861	199.015631563105	110.5
2004.71337477898	208.276398059931	130
2004.81000737186	211.406362003818	135
2004.90663996475	213.933136723313	133
2005.00327255763	202.182657028796	126
2005.09990515051	218.06295587952	121
2005.19653774339	216.142288281671	120.5
2005.29317033628	217.701991229596	119
2005.38980292916	223.114773701723	120
2005.48643552204	233.975157657889	120.5
2005.58306811493	229.367426813244	111
2005.67970070781	216.236494987037	95
2005.77633330069	202.855323133293	90.5
2005.87296589357	226.185147295662	89
2005.96959848646	228.585897313214	88.5
2006.06623107934	246.023398667033	85
2006.16286367222	264.686140400647	85
2006.2594962651	288.19240311844	73.5
2006.35612885799	299.449162815154	68.5
2006.45276145087	293.556738883241	69.5
2006.54939404375	301.409759006228	69.5
2006.64602663664	301.021597034907	68
2006.74265922952	298.587827629736	68.5
2006.8392918224	302.560018414833	76
2006.93592441528	313.90640193884	84
2007.03255700817	322.734761952309	90
2007.12918960105	224.780204030947	87.5
2007.22582219393	223.272341817699	83
2007.32245478681	236.305449364034	92
2007.4190873797	233.719448042532	97
2007.51571997258	224.162085311709	97.5
2007.61235256546	230.25278934456	98
2007.70898515835	226.860333734929	97
2007.80561775123	227.701433016913	94
2007.90225034411	222.929045262379	85.5
2007.99888293699	209.875905469533	77
2008.09551552988	199.015874620253	68
2008.19214812276	215.501331751733	57
2008.28878071564	235.691240778832	47.5
2008.38541330852	258.375803758338	42
2008.48204590141	258.972114496296	33
2008.57867849429	300.473801860342	32
2008.67531108717	303.599386833587	32
2008.77194368006	302.433154915518	37
2008.86857627294	311.272949678928	46
2008.96520886582	307.378843836289	57.5
2009.0618414587	306.784967281348	59
2009.15847405159	263.672009089681	57.5
2009.25510664447	263.720826163592	65.5
2009.35173923735	293.38035999104	72
2009.44837183023	284.760569892949	78.5
2009.54500442312	275.706179640467	84
2009.641637016	285.320174521987	86
2009.73826960888	299.736819749994	87
2009.83490220177	279.036020723378	88
2009.93153479465	274.820817268819	86.5
2010.02816738753	273.827627186582	90
2010.12479998041	287.691236615764	97
2010.2214325733	307.92092326543	87
2010.31806516618	298.438298749731	88
2010.41469775906	284.505260569166	88
2010.51133035195	266.602867330406	89
2010.60796294483	255.079084496496	103.5
2010.70459553771	242.972887440775	113
2010.80122813059	232.068599140786	115.5
2010.89786072348	227.116751033335	115
2010.99449331636	227.008307869821	115.5
2011.09112590924	231.470463317574	107
2011.18775850212	229.536966273378	106
2011.28439109501	216.231648269448	103
2011.38102368789	206.863098941118	99
2011.47765628077	198.277892533441	93
2011.57428887366	195.896998859882	81
2011.67092146654	175.989904214097	68.5
2011.76755405942	169.108324125577	54.5
2011.8641866523	171.380693489701	49
2011.96081924519	177.724924340577	47
2012.05745183807	178.000995441261	58
2012.15408443095	189.690122757104	63
2012.25071702383	164.569446907499	62
2012.34734961672	165.09075732588	59
2012.4439822096	165.953179801301	58
2012.54061480248	168.356439868654	55.5
2012.63724739537	169.958858462482	54
2012.73387998825	171.649426601468	53
2012.83051258113	173.488723218211	53
2012.92714517401	167.316452753844	51
2013.0237777669	175.009678214539	38
2013.12041035978	117.062060275152	31
2013.21704295266	51.7805172295136	24
2013.31367554555	50.9835115930729	24
2013.41030813843	50.9851308893978	24
2013.50694073131	50.9867433987014	24
2013.60357332419	50.9883491236198	24
2013.70020591708	50.9899480650942	24
2013.79683850996	50.9915402270567	24
2013.89347110284	50.9931256102361	24
2013.99010369572	51.9345596664508	25
2014.08673628861	58.7086202155027	19
2014.18336888149	52.1054258628342	11
2014.28000147437	42.1211226452325	5
2014.37663406726	42.119011141838	5
2014.47326666014	42.1168963796932	5
2014.56989925302	42.1147783566594	5
2014.6665318459	42.1126570705726	5
