mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS	isolation_by_distance_signal_rP1	isolation_by_distance_signal_rP2
599.356811021057	171.69299689333	3.86033496445229	81331.2704188663	51106.1845459025	7.35604499193187	0.0114008144023284	-0.00347072694364187	0.0273517362932151
594.940709650367	176.283082977767	3.31957224556088	92602.9268560248	52503.7637619187	8.14228055101188	0.0289088195701507	0.0152745348740773	0.039972560247734
550.175754927867	174.8841230847	3.4262374306882	84628.5034545261	56034.6008064213	10.8998382682444	0.0159775491402094	-0.0017453257810904	0.0299859900161292
723.058068202315	175.792318467126	5.45626592778828	122833.490464673	54540.9951263277	13.4511956450255	0.0300135229479386	0.0142982314621865	0.0432411059562232
573.585354317334	173.925279057142	3.80314156807606	102249.428092236	57190.9850755012	9.73871967924551	0.0299885186920916	0.0163483969303853	0.0443428261322628
743.97468485537	172.290745564506	4.63431338728052	84191.3684854755	54287.9121214186	6.01562978328187	0.00465366759683513	-0.00921939339306312	0.0170512748469914
652.763236463215	167.268372765956	3.97939932494494	81491.3877708181	51722.3910524773	6.73622881714596	0.0575209987217419	0.0444516731579259	0.0658265454134296
576.598364013755	178.044443088195	4.46894373935428	103549.41921543	54318.4185778819	10.5824405214524	0.00576225541815659	-0.00639925421156994	0.0186798858303955
674.556256233398	172.76892820779	5.86277130043195	73265.3205003585	53840.8111134251	4.79901206680926	0.019739948262684	0.00495263816229155	0.0341165665257845
568.072874259872	169.782001779864	3.91548491443798	106908.206198061	54149.7670189138	11.4716942306012	-0.0158169840619072	-0.0332385606304197	-0.0036930133782616
628.328202909106	184.80611571267	4.10890636012168	99933.3443833875	51672.0789113338	10.5325503847406	0.00576225541815659	-0.00639925421156994	0.0186798858303955
695.437436496785	178.257432319048	3.32198493757104	83770.5843389095	56858.6888363482	5.60292765668022	0.0575209987217419	0.0444516731579259	0.0658265454134296
541.833736569544	174.788722572858	3.79167834089556	101336.407611092	55439.595912957	9.3311357805297	0.00321896209018563	-0.0102637146333973	0.016546237201465
676.735057733475	173.321804047866	10.0774561536147	71672.6033387449	53858.9020825739	7.90711617892009	0.0190817440520439	0.00100319495350728	0.0328020944933901
563.032163015441	173.302030345112	3.64918794356749	74191.0187828319	57855.9683424897	5.1490484994907	0.0121671090434104	-0.0030282266265307	0.0262709143856461
633.356139328237	184.728853836645	2.52158964861104	85199.4667423026	59970.7732118827	7.80401454383278	0.016372033570804	0.00388867690753817	0.0298778484136929
659.974238639845	172.620984975242	4.22131857047788	102845.038476895	53852.0448204127	11.5806008529001	0.00592101060158466	-0.011374397355484	0.0191082167046365
645.451411884084	177.28653854749	4.18139612991864	95058.5216406295	56123.9294905542	11.6685539713086	0.0158258569415154	0.00091348523146487	0.0284503890812131
589.120210786556	177.191408979792	4.29289923620063	70679.2891076077	58247.9900552377	5.07271295254025	0.0399757465291935	0.0269286616225895	0.0504077738870473
458.371351844214	176.311971122052	2.0997722796668	62079.8272227942	54161.6089800075	4.60820376023301	0.00925150386638642	-0.00315383397672649	0.0236071528283196
664.281554428076	171.429803342043	4.88755750091128	72656.0936278135	54314.7656753888	6.03623565224589	0.0226067097254751	0.00844034145249976	0.0374881307064474
634.351156566983	165.136409052404	4.48077828373454	96442.6559606358	49110.4205310443	9.95353962394265	0.0195837725408782	0.00287842521979201	0.0314686391078558
603.194950004269	177.445818823997	4.56206714016629	96967.4869392853	57294.1009665369	10.3477825137743	0.0232222056450002	0.0112499848262761	0.0354158826136268
482.60967798124	171.226457983367	3.29482696203875	73701.8412676715	53969.5651744767	5.72112834440862	0.018331541880818	0.00206032019774482	0.0291240404549736
932.631723483126	172.624865857459	9.68659702081201	87033.6842888177	52541.9287384491	6.53307838379674	0.0132282622521959	-0.0012924437789015	0.0267120383770346
704.831829485923	165.937310738139	8.92055026254538	78402.5474801427	52026.3168238558	7.75085513876757	0.0164309423365365	-0.00151856272266598	0.0276153515977949
681.454578184027	169.500625237583	5.77384338615329	147502.918933663	55044.7203840763	12.7394760420531	0.0105446786767385	-0.00682057811747856	0.0242400807819363
605.67891597667	176.152193227717	3.76504544783353	97218.5971423648	56078.0875998431	11.80875391296	0.018260752468176	0.00882769617200601	0.0317072574453497
735.699524943335	185.526481080039	4.98427078610259	129890.607699342	56269.7155022547	11.2634632724952	0.0254513989518453	0.011811463744543	0.0378277241697108
596.72456031554	182.080704896697	3.1614188114278	86522.7782532369	53519.238131124	10.3430819349174	0.018260752468176	0.00882769617200601	0.0317072574453497
494.434645586668	167.436281768211	3.3455547751089	82072.2977187275	53586.2182867409	9.08409641282842	-0.00273538144845707	-0.0151934091364689	0.00973424702964575
676.37837129291	168.294623225934	7.33553008934089	77448.3494317418	54799.1209696222	6.62097234491317	0.0027586457540229	-0.00915236224590197	0.0153767505667426
548.0612146924	167.17190752997	3.51749171162782	90441.3604299185	54418.5456652234	8.79351496477059	0.019304461289568	0.00567959337601165	0.0326926482233563
654.56413138805	171.878186131184	8.14252588512831	165988.181646734	53601.9438292736	21.8698604928525	0.014804948089882	-0.00234839334007809	0.0284912852231764
603.832990758408	180.441616724949	3.89357047610108	80562.151498555	54794.3362910193	9.11988228922756	0.0112267508252668	-0.00642996764107426	0.0235315649794588
562.332259581875	177.221516509022	3.90585328762887	84844.7498563351	54778.0569310902	6.60545635992113	0.018331541880818	0.00206032019774482	0.0291240404549736
622.610848710502	172.610930864598	3.18260258454292	78280.5839106594	52503.1713441303	5.53126454976661	0.0080857399671365	-0.00725151893978208	0.0200469395349058
643.687164067923	172.714075635386	5.86676459405766	112357.67066033	54187.918575669	15.4598165731579	0.014804948089882	-0.00234839334007809	0.0284912852231764
909.886732179222	172.379440125496	8.93128178680152	135331.909723286	53366.8528303259	13.7335820021697	0.0241473038752333	0.0102336252025786	0.0395008475890911
745.674643756435	181.685669614378	3.51650734052002	90599.2686926179	56758.7400361464	6.52385648985901	0.00809231094822602	-0.00211374156814435	0.0203388657103116
