time	velocity	number_of_branches
1998.71369600734	481.42781482718	1.26
1998.80358976169	585.013314823093	2.72
1998.89348351604	567.311820994076	3.62
1998.98337727039	664.250008136746	5.2
1999.07327102474	936.707332863009	7.44
1999.16316477909	943.804308665711	11.6
1999.25305853344	920.21828232726	14.31
1999.34295228779	929.482487272229	16.34
1999.43284604214	877.161311310427	17.74
1999.52273979649	851.875547061616	18.3
1999.61263355084	858.508791053829	18.56
1999.70252730519	846.101749407913	18.87
1999.79242105953	770.85195259638	18.58
1999.88231481388	730.844028986272	18.62
1999.97220856823	707.176174525889	18.69
2000.06210232258	560.484139135719	18.08
2000.15199607693	415.921395079801	15.4
2000.24188983128	355.374629806272	13.77
2000.33178358563	266.723604647917	11.91
2000.42167733998	230.746199753521	12.3
2000.51157109433	287.125329252246	13.98
2000.60146484868	344.483745974674	16.75
2000.69135860303	392.147093604598	20
2000.78125235738	489.32377560739	23.77
2000.87114611172	575.583425985311	28.35
2000.96103986607	602.731974645659	31.15
2001.05093362042	629.682000606457	33.11
2001.14082737477	636.02858084265	35.48
2001.23072112912	634.341297906984	38.01
2001.32061488347	647.229177278641	45.06
2001.41050863782	692.665319075679	57.63
2001.50040239217	1117.62990253517	105.22
2001.59029614652	1079.82970216873	143.42
2001.68018990087	1007.54494925666	172.77
2001.77008365522	978.494601639024	197.53
2001.85997740956	917.493834746095	242.5
2001.94987116391	887.122941461836	253.8
2002.03976491826	877.584297197525	255.37
2002.12965867261	872.545150330068	255.4
2002.21955242696	871.573346437031	254.7
2002.30944618131	873.481467147616	251.86
2002.39933993566	860.546845767172	245.21
2002.48923369001	766.688758425322	225.41
2002.57912744436	638.909699980572	199.25
2002.66902119871	621.92210309304	191.17
2002.75891495306	624.592246244222	185.4
2002.84880870741	582.10934305506	142.76
2002.93870246175	591.286865799446	129.04
2003.0285962161	595.72752857632	125.51
2003.11848997045	599.834549721035	123.88
2003.2083837248	601.294368627287	123.15
2003.29827747915	602.724228154597	123.17
2003.3881712335	561.759885392718	134.4
2003.47806498785	524.52073212889	158.76
2003.5679587422	479.080401067859	160.92
2003.65785249655	437.288158860025	143.09
2003.7477462509	432.572010218986	126.27
2003.83764000525	430.685547755698	118.68
2003.9275337596	424.385179936799	115.74
2004.01742751394	425.947103641905	114.99
2004.10732126829	425.697825735846	114.67
2004.19721502264	424.549295101097	114.62
2004.28710877699	425.800995154226	115.31
2004.37700253134	429.032668675371	114.13
2004.46689628569	415.132841892076	88.61
2004.55679004004	396.05951177066	73.84
2004.64668379439	380.370575735877	77.28
2004.73657754874	253.425818435921	68.14
2004.82647130309	246.591402412579	70.27
2004.91636505744	245.142791194709	72.29
2005.00625881179	246.004481018772	72.3
2005.09615256613	242.882878810444	73.46
2005.18604632048	242.24192513088	76.41
