node1,node2,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km,treeID
1,2,40.9432775779508,-73.7972974934222,39.9945767929309,-73.8719790045302,4.23271731690625,0,1999,2003.23271731691,105.802247304067,-9999
1,3,40.9432775779508,-73.7972974934222,40.7325561441378,-73.6966023525236,1.51676933607109,0,1999,2000.51676933607,24.9443046684939,-9999
3,4,40.7325561441378,-73.6966023525236,40.7010122874722,-73.7765637076224,2.16563997262142,1.51676933607109,2000.51676933607,2001.16563997262,7.60605423790836,-9999
3,5,40.7325561441378,-73.6966023525236,40.1239150477425,-73.7685923630415,4.27378507871322,1.51676933607109,2000.51676933607,2003.27378507871,68.030358650477,-9999
2,6,39.9945767929309,-73.8719790045302,40.1426443460654,-73.5502234666764,5.12525667351133,4.23271731690625,2003.23271731691,2004.12525667351,31.9857396799248,-9999
2,7,39.9945767929309,-73.8719790045302,39.9053081252203,-73.813175827723,5.19096509240239,4.23271731690625,2003.23271731691,2004.1909650924,11.1329418863214,-9999
6,8,40.1426443460654,-73.5502234666764,39.9211729135606,-73.3762628100162,6.50513347022593,5.12525667351133,2004.12525667351,2005.50513347023,28.7706147818683,-9999
7,10,39.9053081252203,-73.813175827723,40.0783706251225,-73.5973833381311,6.5462012320329,5.19096509240239,2004.1909650924,2005.54620123203,26.6441929082406,-9999
8,12,39.9211729135606,-73.3762628100162,39.9221640461768,-73.3047263323384,6.59274469541401,6.50513347022593,2005.50513347023,2005.59274469541,6.10855073258473,-9999
10,14,40.0783706251225,-73.5973833381311,40.0012161499982,-73.6030362637908,6.61464750171126,6.5462012320329,2005.54620123203,2005.61464750171,8.60263705245704,-9999
12,16,39.9221640461768,-73.3047263323384,39.7969981711263,-73.3343097888585,6.71594798083515,6.59274469541401,2005.59274469541,2005.71594798084,14.1614222488451,-9999
14,18,40.0012161499982,-73.6030362637908,40.0633698814073,-73.2685624528388,7.07186858316231,6.61464750171126,2005.61464750171,2006.07186858316,29.3376951149675,-9999
12,17,39.9221640461768,-73.3047263323384,39.9957641451441,-73.0896948542321,7.21697467488025,6.59274469541401,2005.59274469541,2006.21697467488,20.0949444390389,-9999
14,19,40.0012161499982,-73.6030362637908,40.0936287051489,-73.6232297585803,7.22792607802876,6.61464750171126,2005.61464750171,2006.22792607803,10.4306613791015,-9999
19,24,40.0936287051489,-73.6232297585803,40.1087183118222,-73.6823083909805,7.24709103353871,7.22792607802876,2006.22792607803,2006.24709103354,5.30374765020975,-9999
18,20,40.0633698814073,-73.2685624528388,39.9577323322842,-73.3929673597868,7.26351813826136,7.07186858316231,2006.07186858316,2006.26351813826,15.8371680800167,-9999
10,15,40.0783706251225,-73.5973833381311,39.9175044582024,-73.5755706009092,7.40314852840515,6.5462012320329,2005.54620123203,2006.40314852841,18.0046008691919,-9999
8,13,39.9211729135606,-73.3762628100162,40.0401669807811,-73.5411415485515,7.40588637919222,6.50513347022593,2005.50513347023,2006.40588637919,19.3208373533525,-9999
20,29,39.9577323322842,-73.3929673597868,39.795519630327,-73.3018180491861,7.40862422997952,7.26351813826136,2006.26351813826,2006.40862422998,19.6656105344032,-9999
7,11,39.9053081252203,-73.813175827723,39.5493331336486,-73.9582751849141,7.46338124572208,5.19096509240239,2004.1909650924,2006.46338124572,41.5301534650852,-9999
11,35,39.5493331336486,-73.9582751849141,39.554162691884,-73.8968643302353,7.55099247091039,7.46338124572208,2006.46338124572,2006.55099247091,5.29862484869753,-9999
13,32,40.0401669807811,-73.5411415485515,40.2406738379626,-73.3900122741631,7.67693360711837,7.40588637919222,2006.40588637919,2006.67693360712,25.7615322097669,-9999
32,37,40.2406738379626,-73.3900122741631,40.0638199262785,-73.2813272109515,7.94524298425745,7.67693360711837,2006.67693360712,2006.94524298426,21.7518380233869,-9999
17,23,39.9957641451441,-73.0896948542321,39.8177922133142,-73.1690850756165,7.95619438740596,7.21697467488025,2006.21697467488,2006.95619438741,20.9403529364325,-9999
17,22,39.9957641451441,-73.0896948542321,40.0554981440918,-73.2311115276298,8.09582477754952,7.21697467488025,2006.21697467488,2007.09582477755,13.7677694657507,-9999
11,34,39.5493331336486,-73.9582751849141,39.5525623418993,-74.0994272206611,8.09582477754952,7.46338124572208,2006.46338124572,2007.09582477755,12.1214313488137,-9999
13,33,40.0401669807811,-73.5411415485515,39.7164642669509,-73.614110165632,8.10130047912389,7.40588637919222,2006.40588637919,2007.10130047912,36.5710440541229,-9999
15,30,39.9175044582024,-73.5755706009092,39.7101517811557,-73.5371184527822,8.13141683778235,7.40314852840515,2006.40314852841,2007.13141683778,23.3163105166902,-9999
18,21,40.0633698814073,-73.2685624528388,40.3043198561818,-73.2450655322509,8.15879534565374,7.07186858316231,2006.07186858316,2007.15879534565,26.8978221746328,-9999
6,9,40.1426443460654,-73.5502234666764,39.8505864487523,-73.9367066638608,8.17796030116369,5.12525667351133,2004.12525667351,2007.17796030116,46.2977843910801,-9999
9,42,39.8505864487523,-73.9367066638608,39.7744567817985,-74.0561280213714,8.33949349760428,8.17796030116369,2007.17796030116,2007.3394934976,13.2707296302264,-9999
19,25,40.0936287051489,-73.6232297585803,39.7995924184235,-73.9081273996754,8.44353182751547,7.22792607802876,2006.22792607803,2007.44353182752,40.7758536057708,-9999
32,36,40.2406738379626,-73.3900122741631,40.7212856874963,-73.5362355836521,8.47364818617393,7.67693360711837,2006.67693360712,2007.47364818617,54.9174928546591,-9999
