500_tips,450_tips,400_tips,350_tips,300_tips,250_tips,200_tips,150_tips,100_tips,50_tips
53.0091338870445,54.3014260906861,53.6371603227229,47.8510114658736,47.0897358073692,44.4876044239508,51.060881892439,48.6174027077679,42.2940373045897,49.7490551113678
39.277238235395,46.3711763483625,45.7769692660841,43.4391770633751,40.3412031381671,42.6850673364919,33.6954143659877,34.8695861548761,32.0134737224791,30.2445362255085
50.4199021094785,50.0696744213908,49.7701356128452,49.2622625356389,48.5825813644837,47.1000938044782,52.1420300642242,46.9158008217384,40.750367069692,45.2221968071742
54.4344260339064,46.1847575313455,50.6467977545169,43.9044852116691,45.6974693224886,43.5825875764165,44.8223169128819,43.9825027162969,36.5965110440243,33.4390576814575
53.2962712278045,55.3176106532504,55.140838751874,54.5642172354152,52.0120266943577,51.6594612572959,49.3545938999837,49.861494777746,51.4722202002425,47.5146860982609
57.9309749518395,53.9208017513252,54.9448520242214,52.4445359584368,50.4117462568505,45.5784306999029,42.7893352248219,53.4704956735211,48.2340964251356,36.0528281907573
49.393492955773,50.7395179224843,49.1432939456976,50.5248384983024,49.7084362119566,47.6849290432339,48.7547938348455,45.4963754674567,43.4822148608948,50.9688884501659
52.4769095768785,52.0687958830706,48.697177192187,50.8874431840485,51.637726940656,53.2745353005845,48.1513499319452,53.8636999660591,49.2144029010299,56.5345510679055
48.4781608773601,43.4782678329069,43.9726972387623,40.043745708328,42.9124510359551,42.4850427054265,41.5047734712199,40.2441236616101,36.546499524671,38.5048269463671
50.5161116406357,51.8245005052298,51.7675396089838,48.7237660574337,52.3993469892287,52.2769456278906,53.5886203219814,52.6379508643689,49.6307696016843,38.249472358172
48.4911714537209,49.591134148803,47.3230975961432,43.7577105968149,44.5833640846648,42.3469052578412,39.604057337399,40.3607009032988,36.6684083802306,37.8580780079383
51.65307037235,51.2186322423026,52.2841242208159,48.0851487271486,52.1513967599257,47.3843694183765,43.14022106187,45.4500791512848,38.4494620006652,43.7054035281439
50.239256438976,49.4436841742054,49.5135200850698,49.9927508682196,40.8723431494597,49.3069598805996,50.7600342705525,44.0427554442938,61.0265480332904,39.7564950944027
51.5865715909578,48.6370164086247,49.2047206021853,46.2426652248035,47.1838561885951,49.2252398231824,47.6368329784023,43.3380495524731,47.9031080511394,41.862853840215
55.1356312483894,55.7348502371591,52.2104904737573,52.6726496428461,53.3428098402799,54.4936432417592,49.7001418987851,57.702281229985,50.6828318609323,43.3030927240949
