500_tips,450_tips,400_tips,350_tips,300_tips,250_tips,200_tips,150_tips,100_tips,50_tips
26.6279302103326,26.0168808316559,24.8222142365634,24.9584700558486,23.0406817717573,23.1779509818721,22.2026648323581,20.2957742387562,20.0515865036066,16.2597499288089
27.2448939051616,26.5481762111945,25.7041958133765,24.9898506092502,24.4697656179898,23.2517122984355,23.3278662896376,21.1431734767029,19.2100411678772,17.5356718445085
26.188241471584,26.0146636312613,25.2868017557689,24.3679225215989,23.9808792449355,22.3949480997783,22.2247060709093,19.5895788723138,19.2246850492597,17.0164078775314
21.2068337146477,20.7354220321887,20.458153437597,19.3546549197636,18.7818107816678,18.0942844181189,17.3529176133134,16.115053146307,15.3623568457434,12.978568350775
23.9475206480483,22.2876459947315,21.9771864520903,21.5536038906192,21.1243837647269,20.9153423022427,20.0696454259879,18.0353671110314,17.3153553241543,15.026572008648
20.0694822878726,19.3703314740055,19.0073654870531,18.7317529047193,18.2648638494129,17.0587454256716,16.4887237558142,16.2300167113893,15.9647781033417,14.1351449884171
22.5437297303959,22.4912008046254,22.1584850329444,21.54693990947,21.0472610031387,19.3948468831759,18.8930383155347,18.192923811361,16.896868951365,15.2918978038606
24.3055762969069,22.6438572163117,21.7515721743628,22.2689447893769,21.5104559836276,20.7808718269726,19.5438713049803,18.118698656115,16.2621879748826,15.452824337172
27.2500487275524,26.4316471584635,25.7676322945757,25.1796366944178,23.3918591363883,22.6772546347208,21.6952575801947,20.6585842850701,19.1921702736779,18.6352612292635
24.0042440560714,23.507618176234,22.7272566343258,21.6192021616747,21.5548834317568,20.7113564842596,19.0593007425701,18.4532134620439,17.4325501543725,14.4463973214299
24.3490072533451,23.9290238877664,22.3633127475005,23.1093340315452,21.0240455433927,20.6026643495607,19.9628118970504,19.2992284102622,16.9628889874674,17.4127742490039
23.7906187849127,23.3435845911966,23.3119409216806,22.2562570175797,21.0525091045422,21.7905377841925,20.0267052261503,18.0633780376512,16.6585846296249,15.818256247959
25.5426455410349,25.0723588850495,25.4102282280002,23.5715305365264,23.0954041034534,22.0885025337915,20.8869507252163,20.1858853163667,18.0740187181203,15.6975849742479
22.2274849580539,21.0714837871517,21.6774443215061,20.7646644706758,19.9074406782564,19.2717056361828,18.6840113243246,17.383243374965,15.8969228216578,13.9480767580688
