node1,node2,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km,treeID
1,2,40.9432775779508,-73.7972974934222,41.155585928449,-73.7344256234168,0.210814510609225,0,1999,1999.21081451061,24.2172161089979,-9999
2,4,41.155585928449,-73.7344256234168,41.1767953157303,-73.7694419003726,0.262833675564707,0.210814510609225,1999.21081451061,1999.26283367556,3.7664789950121,-9999
4,7,41.1767953157303,-73.7694419003726,41.2044487677392,-73.7491732077258,0.312114989733118,0.262833675564707,1999.26283367556,1999.31211498973,3.51571427051665,-9999
7,8,41.2044487677392,-73.7491732077258,41.1374876325672,-73.7601947492048,0.939082819986197,0.312114989733118,1999.31211498973,1999.93908281999,7.51137121415339,-9999
2,5,41.155585928449,-73.7344256234168,41.1681550459864,-73.9371491731321,0.952772073922006,0.210814510609225,1999.21081451061,1999.95277207392,17.0478823405301,-9999
4,6,41.1767953157303,-73.7694419003726,41.0661450503964,-73.7337456705507,0.974674880219027,0.262833675564707,1999.26283367556,1999.97467488022,12.6765502923302,-9999
5,12,41.1681550459864,-73.9371491731321,41.4630495717785,-73.9642058132008,1.44284736481859,0.952772073922006,1999.95277207392,2000.44284736482,32.9066575397152,-9999
6,15,41.0661450503964,-73.7337456705507,40.9795870482292,-73.7304004328011,1.45927446954147,0.974674880219027,1999.97467488022,2000.45927446954,9.64006707561745,-9999
6,14,41.0661450503964,-73.7337456705507,41.0967914607032,-73.8905779253868,1.6673511293634,0.974674880219027,1999.97467488022,2000.66735112936,13.5953347564061,-9999
8,11,41.1374876325672,-73.7601947492048,41.2732613824173,-73.731941402231,1.68651608487335,0.939082819986197,1999.93908281999,2000.68651608487,15.2989740032797,-9999
8,10,41.1374876325672,-73.7601947492048,41.2107200521848,-73.8523610032019,1.73579739904176,0.939082819986197,1999.93908281999,2000.73579739904,11.2298327365922,-9999
1,3,40.9432775779508,-73.7972974934222,40.7285369874515,-74.0067775622427,1.86721423682411,0,1999,2000.86721423682,29.7116626189313,-9999
7,9,41.2044487677392,-73.7491732077258,41.7458604144273,-73.7735959596916,2.01232032854205,0.312114989733118,1999.31211498973,2001.01232032854,60.3064542536978,-9999
11,23,41.2732613824173,-73.731941402231,41.4585740037921,-73.6128441512748,2.18754277891844,1.68651608487335,2000.68651608487,2001.18754277892,22.9040753952122,-9999
15,19,40.9795870482292,-73.7304004328011,40.6978979590324,-73.9263376054375,2.20396988364132,1.45927446954147,2000.45927446954,2001.20396988364,35.4357643057068,-9999
14,21,41.0967914607032,-73.8905779253868,41.0674058411173,-73.7020609071696,2.26694045174531,1.6673511293634,2000.66735112936,2001.26694045175,16.1536323521916,-9999
3,27,40.7285369874515,-74.0067775622427,40.7318595307882,-73.8367081772494,2.28062970568112,1.86721423682411,2000.86721423682,2001.28062970568,14.351848141271,-9999
10,25,41.2107200521848,-73.8523610032019,41.3549611249631,-74.0025433813883,2.5462012320329,1.73579739904176,2000.73579739904,2001.54620123203,20.3883856406602,-9999
12,16,41.4630495717785,-73.9642058132008,41.6304948075393,-73.9120075941487,2.56536618754285,1.44284736481859,2000.44284736482,2001.56536618754,19.1412481561459,-9999
16,34,41.6304948075393,-73.9120075941487,41.6085952608778,-73.913322835471,2.60095824777545,2.56536618754285,2001.56536618754,2001.60095824778,2.44039827813069,-9999
16,35,41.6304948075393,-73.9120075941487,41.596353685041,-73.9520960311882,2.62559890485977,2.56536618754285,2001.56536618754,2001.62559890486,5.05749399469912,-9999
21,33,41.0674058411173,-73.7020609071696,41.3450191200501,-73.7608180474107,2.66392881587944,2.26694045174531,2001.26694045175,2001.66392881588,31.2943364309727,-9999
5,13,41.1681550459864,-73.9371491731321,41.334538261883,-74.4150967212512,2.80355920602324,0.952772073922006,1999.95277207392,2001.80355920602,44.0823774722748,-9999
19,30,40.6978979590324,-73.9263376054375,40.7024500218163,-73.7593738593312,2.93771389459266,2.20396988364132,2001.20396988364,2001.93771389459,14.1005512800486,-9999
34,36,41.6085952608778,-73.913322835471,41.6644218438864,-73.5774725263173,2.96509240246405,2.60095824777545,2001.60095824778,2001.96509240246,28.6257309884037,-9999
23,29,41.4585740037921,-73.6128441512748,41.8087633697998,-73.709125845133,2.97056810403842,2.18754277891844,2001.18754277892,2001.97056810404,39.7990270898698,-9999
19,31,40.6978979590324,-73.9263376054375,40.790741859976,-73.8796982361071,3.04449007529092,2.20396988364132,2001.20396988364,2002.04449007529,11.0589928982151,-9999
23,28,41.4585740037921,-73.6128441512748,41.4539560410788,-73.3113539253057,3.06365503080087,2.18754277891844,2001.18754277892,2002.0636550308,25.1594538161586,-9999
15,18,40.9795870482292,-73.7304004328011,41.1305622534914,-73.608665486266,3.16221765913747,1.45927446954147,2000.45927446954,2002.16221765914,19.670117392927,-9999
