node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km,treeID
82,1,29.1517897797914,-10.7147330652042,-74.3370524594056,-11.08619,-74.57057,29.1517897797914,0,1975.18154494242,2004.33333472221,48.5964691583174,40180000
82,83,1.16576939777698,-10.7147330652042,-74.3370524594056,-10.6219453426452,-74.3498179015754,1.16576939777698,0,1975.18154494242,1976.3473143402,10.4234659636658,40180000
83,119,5.22663383394954,-10.6219453426452,-74.3498179015754,-10.001060818111,-74.796694583463,6.39240323172653,1.16576939777698,1976.3473143402,1981.57394817415,84.6936709865657,40180000
83,84,0.490387627794078,-10.6219453426452,-74.3498179015754,-10.6206646018631,-74.3493308575605,1.65615702557106,1.16576939777698,1976.3473143402,1976.83770196799,0.152210729913647,40180000
84,37,23.9956285875884,-10.6206646018631,-74.3493308575605,-10.07908,-73.97162,25.6517856131595,1.65615702557106,1976.83770196799,2000.83333055558,73.1164293105694,40180000
84,85,3.41128005916271,-10.6206646018631,-74.3493308575605,-6.99265099955754,-76.7963760147982,5.06743708473377,1.65615702557106,1976.83770196799,1980.24898202715,485.352147855358,40180000
85,2,30.8343547783737,-6.99265099955754,-76.7963760147982,-7.37245,-76.8218,35.9017918631075,5.06743708473377,1980.24898202715,2011.08333680553,42.373842196081,40180000
85,86,2.81884195442998,-6.99265099955754,-76.7963760147982,-6.86356374061181,-76.7203512058878,7.88627903916375,5.06743708473377,1980.24898202715,1983.06782398158,16.6462481861585,40180000
86,108,4.79489797040457,-6.86356374061181,-76.7203512058878,-6.71960265269759,-76.7704992283429,12.6811770095683,7.88627903916375,1983.06782398158,1987.86272195199,16.9579722865427,40180000
86,87,4.64803826071457,-6.86356374061181,-76.7203512058878,-6.88478146110558,-76.3877245016216,12.5343172998783,7.88627903916375,1983.06782398158,1987.7158622423,36.838905259931,40180000
87,88,3.74393357503639,-6.88478146110558,-76.3877245016216,-6.91162344608223,-76.294040464528,16.2782508749147,12.5343172998783,1987.7158622423,1991.45979581733,10.7763483300835,40180000
87,24,12.2008009521759,-6.88478146110558,-76.3877245016216,-6.89391,-76.33832,24.7351182520542,12.5343172998783,1987.7158622423,1999.91666319447,5.55395161744087,40180000
88,94,2.22032899337796,-6.91162344608223,-76.294040464528,-5.77437745344405,-78.0121886743628,18.4985798682927,16.2782508749147,1991.45979581733,1993.68012481071,228.396532201352,40180000
88,89,4.5801815225066,-6.91162344608223,-76.294040464528,-8.39207017537504,-75.5334279709359,20.8584323974213,16.2782508749147,1991.45979581733,1996.03997733984,184.943871395255,40180000
89,93,11.3173318592497,-8.39207017537504,-75.5334279709359,-8.80016067384808,-74.2081253448242,32.175764256671,20.8584323974213,1996.03997733984,2007.35730919909,152.790360971598,40180000
89,90,4.00792675949213,-8.39207017537504,-75.5334279709359,-9.0054599334284,-76.0967937741258,24.8663591569134,20.8584323974213,1996.03997733984,2000.04790409933,92.2286676166263,40180000
90,92,0.0899363292429669,-9.0054599334284,-76.0967937741258,-9.00637394979681,-76.1151607717688,24.9562954861564,24.8663591569134,2000.04790409933,2000.13784042858,2.02204054286516,40180000
90,91,7.32679925238027,-9.0054599334284,-76.0967937741258,-9.13487433838607,-75.9814051838582,32.1931584092937,24.8663591569134,2000.04790409933,2007.37470335171,19.1954514310474,40180000
91,4,1.29196192607655,-9.13487433838607,-75.9814051838582,-9.01992,-76.08683,33.4851203353703,32.1931584092937,2007.37470335171,2008.66666527779,17.2649796300236,40180000
91,3,1.12529664828712,-9.13487433838607,-75.9814051838582,-9.05828,-76.0758,33.3184550575808,32.1931584092937,2007.37470335171,2008.5,13.4302711005153,40180000
92,6,0.612157488108343,-9.00637394979681,-76.1151607717688,-8.98836,-76.09174,25.5684529742648,24.9562954861564,2000.13784042858,2000.74999791668,3.26393385173129,40180000
92,5,0.612157488108343,-9.00637394979681,-76.1151607717688,-9.04006,-75.91713,25.5684529742648,24.9562954861564,2000.13784042858,2000.74999791668,22.0933237014539,40180000
93,7,1.30935607869923,-8.80016067384808,-74.2081253448242,-8.68558,-74.93097,33.4851203353703,32.175764256671,2007.35730919909,2008.66666527779,80.5511705608031,40180000
93,8,1.47602135648844,-8.80016067384808,-74.2081253448242,-8.78978,-74.2101,33.6517856131595,32.175764256671,2007.35730919909,2008.83333055558,1.17585886290662,40180000
94,97,6.71848429853114,-5.77437745344405,-78.0121886743628,-6.00075182964653,-77.9332723789636,25.2170641668238,18.4985798682927,1993.68012481071,2000.39860910924,26.6730702477562,40180000
94,95,14.5528410669068,-5.77437745344405,-78.0121886743628,-5.14998604674749,-78.9451937434483,33.0514209351995,18.4985798682927,1993.68012481071,2008.23296587762,124.58661524158,40180000
95,9,1.10036884459192,-5.14998604674749,-78.9451937434483,-5.16694,-79.06331,34.1517897797914,33.0514209351995,2008.23296587762,2009.33333472221,13.2312082030037,40180000
95,96,0.200116529934857,-5.14998604674749,-78.9451937434483,-5.12649428569884,-78.9980926813452,33.2515374651343,33.0514209351995,2008.23296587762,2008.43308240755,6.42186858897425,40180000
96,10,0.816919675762341,-5.12649428569884,-78.9980926813452,-5.14799,-79.00485,34.0684571408967,33.2515374651343,2008.43308240755,2009.25000208332,2.5075340410173,40180000
96,11,0.316915509130416,-5.12649428569884,-78.9980926813452,-5.10997,-78.9412,33.5684529742648,33.2515374651343,2008.43308240755,2008.74999791668,6.57100297894412,40180000
97,23,11.6013867241251,-6.00075182964653,-77.9332723789636,-5.92172,-77.2943,36.8184508909489,25.2170641668238,2000.39860910924,2011.99999583337,71.2931717246296,40180000
