node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km,tipLabel
802,803,0.00949430617479052,40.9183074082279,-73.9050996618988,40.9270549310831,-73.9301812030088,0.00949430617479052,0,1998.3517085481,1998.36120285427,2.3236502257438,NA
803,804,0.00641574776657095,40.9270549310831,-73.9301812030088,40.9312081257588,-73.9161103956152,0.0159100539413615,0.00949430617479052,1998.36120285427,1998.36761860204,1.27056862960151,NA
804,805,0.00733017213877574,40.9312081257588,-73.9161103956152,40.9306478370134,-73.9423427222993,0.0232402260801372,0.0159100539413615,1998.36761860204,1998.37494877418,2.20715598511799,NA
805,806,0.144848732878202,40.9306478370134,-73.9423427222993,40.9238618676434,-73.9903605353846,0.168088958958339,0.0232402260801372,1998.37494877418,1998.51979750706,4.10881521841773,NA
806,762,1.217202492946,40.9238618676434,-73.9903605353846,40.8148952601459,-73.538775736053,1.38529145190434,0.168088958958339,1998.51979750706,1999.737,39.9043995305659,HM488128_1999.737_USA_CT_Fairfield_-73.611878_40.989086
806,807,0.477419826638499,40.9238618676434,-73.9903605353846,40.9467041143007,-74.0385436229398,0.645508785596839,0.168088958958339,1998.51979750706,1998.99721733369,4.78397718554494,NA
807,801,1.527382666307,40.9467041143007,-74.0385436229398,41.0761739104414,-74.292938440157,2.17289145190384,0.645508785596839,1998.99721733369,2000.5246,25.7760636080757,KX547353_2000.5246_USA_NY_Suffolk_-73.029237_40.958582
807,808,0.02283096020534,40.9467041143007,-74.0385436229398,40.966583196844,-74.0077454475372,0.668339745802179,0.645508785596839,1998.99721733369,1999.0200482939,3.40614149632589,NA
808,809,0.895358851437699,40.966583196844,-74.0077454475372,40.8020198226878,-73.8680226189424,1.56369859723988,0.668339745802179,1999.0200482939,1999.91540714534,21.7693936937724,NA
809,765,0.8031928546638,40.8020198226878,-73.8680226189424,40.7254337597041,-73.9466637395466,2.36689145190368,1.56369859723988,1999.91540714534,2000.7186,10.8008418819853,HM488132_2000.7186_USA_CT_Fairfield_-73.657938_40.982695
809,810,0.112810094145601,40.8020198226878,-73.8680226189424,40.785876375377,-73.9001864982534,1.67650869138548,1.56369859723988,1999.91540714534,2000.02821723948,3.25237046721915,NA
810,766,0.638482760518299,40.785876375377,-73.9001864982534,40.9075785227379,-74.1840952723708,2.31499145190378,1.67650869138548,2000.02821723948,2000.6667,27.4805012323631,KX547519_2000.6667_USA_NY_Westchester_-73.701869_40.944266
810,811,0.161857317692299,40.785876375377,-73.9001864982534,39.7529169668414,-77.8966412472654,1.83836600907778,1.67650869138548,2000.02821723948,2000.19007455717,358.372431245075,NA
811,763,1.522225442826,39.7529169668414,-77.8966412472654,39.9528329393609,-78.5070225046203,3.36059145190378,1.83836600907778,2000.19007455717,2001.7123,56.713678402749,KJ501288_2001.7123_USA_DC_DistrictofColumbia_-76.948839_38.919233
811,764,1.560625442826,39.7529169668414,-77.8966412472654,39.2682756476326,-76.881826762733,3.39899145190378,1.83836600907778,2000.19007455717,2001.7507,102.505593976453,KJ501289_2001.7507_USA_DC_DistrictofColumbia_-76.989687_38.864771
808,9,1.701251706102,40.966583196844,-74.0077454475372,40.585352035039,-74.8554809377782,2.36959145190418,0.668339745802179,1999.0200482939,2000.7213,83.1170205177298,HM488131_2000.7213_USA_CT_NewHaven_-72.653052_41.213122
805,812,0.160960933597202,40.9306478370134,-73.9423427222993,40.9575986192406,-74.0238842855134,0.18420115967734,0.0232402260801372,1998.37494877418,1998.53590970777,7.48437650422931,NA
812,2,0.464090292226398,40.9575986192406,-74.0238842855134,41.0381602512484,-74.2230884573982,0.648291451903738,0.18420115967734,1998.53590970777,1999,18.9885093890701,FJ151394_1999_USA_NY_NewYork_-73.939366_40.791554
812,1,1.118890292226,40.9575986192406,-74.0238842855134,45.8976513406632,-79.4348592669887,1.30309145190334,0.18420115967734,1998.53590970777,1999.6548,702.362925653944,AF202541_1999.6548_USA_NY_Madison_-75.354501_42.860541
804,813,0.00192933528170158,40.9312081257588,-73.9161103956152,40.8950375026852,-73.9235161888488,0.0178393892230631,0.0159100539413615,1998.36761860204,1998.36954793732,4.07456885464518,NA
813,814,0.707541110375502,40.8950375026852,-73.9235161888488,40.7960434219686,-73.6037413148533,0.725380499598565,0.0178393892230631,1998.36954793732,1999.0770890477,29.0971336999272,NA
814,815,1.096878138506,40.7960434219686,-73.6037413148533,40.9198705094513,-73.2466306225821,1.82225863810456,0.725380499598565,1999.0770890477,2000.1739671862,33.077277475025,NA
815,796,1.4507328138,40.9198705094513,-73.2466306225821,41.1105409667749,-73.8309695207035,3.27299145190456,1.82225863810456,2000.1739671862,2001.6247,53.4761003187922,KX547210_2001.6247_USA_NY_Nassau_-73.458287_40.616522
815,816,0.5951998658538,40.9198705094513,-73.2466306225821,40.8365651537022,-73.1767722077439,2.41745850395836,1.82225863810456,2000.1739671862,2000.76916705206,10.9809274290071,NA
816,797,0.9103329479456,40.8365651537022,-73.1767722077439,40.293116833138,-73.0352237355628,3.32779145190396,2.41745850395836,2000.76916705206,2001.6795,61.6716706870074,HM488135_2001.6795_USA_CT_Fairfield_-73.482443_41.60001
816,798,0.934932947945599,40.8365651537022,-73.1767722077439,40.8320874464611,-73.037655457799,3.35239145190396,2.41745850395836,2000.76916705206,2001.7041,11.7281259515754,AF533540_2001.7041_USA_NY_Nassau_-73.452677_40.617391
814,817,0.8325879314202,40.7960434219686,-73.6037413148533,41.0230989389144,-73.8642970219908,1.55796843101876,0.725380499598565,1999.0770890477,1999.90967697912,33.4581325886879,NA
817,799,0.8116230208849,41.0230989389144,-73.8642970219908,41.1857371959221,-75.054373954665,2.36959145190366,1.55796843101876,1999.90967697912,2000.7213,101.456066984943,HM488129_2000.7213_USA_CT_NewHaven_-72.756853_41.254273
817,800,0.0903230208849592,41.0230989389144,-73.8642970219908,41.4153013370924,-74.2176704030093,1.64829145190372,1.55796843101876,1999.90967697912,2000,52.7438142081981,AF404754_2000_USA_NJ_Bergen_-73.937065_40.92864
813,818,0.765730997981201,40.8950375026852,-73.9235161888488,41.1119180159811,-73.397728971338,0.783570387204264,0.0178393892230631,1998.36954793732,1999.1352789353,50.3404164163062,NA
818,788,0.864721064699498,41.1119180159811,-73.397728971338,41.0125115162767,-73.2915586614682,1.64829145190376,0.783570387204264,1999.1352789353,2000,14.2085112379437,AF404756_2000_USA_NY_Rockland_-74.05963_41.260923
818,819,0.674522208900498,41.1119180159811,-73.397728971338,41.0127283815295,-73.533410093228,1.45809259610476,0.783570387204264,1999.1352789353,1999.8098011442,15.8629555484552,NA
819,820,0.2704652061425,41.0127283815295,-73.533410093228,40.9288873211795,-72.6234911796122,1.72855780224726,1.45809259610476,1999.8098011442,2000.08026635034,77.0497163010747,NA
820,821,0.0496515667136705,40.9288873211795,-72.6234911796122,40.8238758776533,-72.8868863000191,1.77820936896093,1.72855780224726,2000.08026635034,2000.12991791706,25.0643711580157,NA
821,787,1.513882082943,40.8238758776533,-72.8868863000191,44.7388276589933,-77.0160394261095,3.29209145190393,1.77820936896093,2000.12991791706,2001.6438,550.988698258702,KJ501465_2001.6438_USA_MI_Oakland_-83.424862_42.6377
821,822,0.0599362053237122,40.8238758776533,-72.8868863000191,40.8228332249691,-72.8815989631097,1.83814557428465,1.77820936896093,2000.12991791706,2000.18985412238,0.460291025960041,NA
822,823,0.626483261896098,40.8228332249691,-72.8815989631097,42.1314112289112,-71.4169083055106,2.46462883618074,1.83814557428465,2000.18985412238,2000.81633738428,190.113221831781,NA
823,824,0.0210810884816208,42.1314112289112,-71.4169083055106,42.2354855423752,-71.3560693553637,2.48570992466236,2.46462883618074,2000.81633738428,2000.83741847276,12.6262126361018,NA
824,825,0.0111782027775202,42.2354855423752,-71.3560693553637,41.4785691648718,-69.5549310990223,2.49688812743988,2.48570992466236,2000.83741847276,2000.84859667554,171.468243080752,NA
825,781,1.825403324464,41.4785691648718,-69.5549310990223,41.4576836933467,-70.2457837522238,4.32229145190388,2.49688812743988,2000.84859667554,2002.674,57.6760497775378,KX547261_2002.674_USA_NY_Queens_-73.806226_40.714337
825,826,0.2724805961857,41.4785691648718,-69.5549310990223,41.4780441411625,-69.4152173749033,2.76936872362558,2.49688812743988,2000.84859667554,2001.12107727172,11.6529088967315,NA
826,784,0.7255227282783,41.4780441411625,-69.4152173749033,41.5134110981417,-69.4168793102319,3.49489145190388,2.76936872362558,2001.12107727172,2001.8466,3.93962451936207,KJ501374_2001.8466_USA_NJ_Union_-74.210328_40.595849
826,827,0.05209726024645,41.4780441411625,-69.4152173749033,41.1122734315813,-69.5421750910718,2.82146598387203,2.76936872362558,2001.12107727172,2001.17317453197,42.0808018810323,NA
827,783,1.440525468032,41.1122734315813,-69.5421750910718,40.9742935049103,-69.3452319289749,4.26199145190403,2.82146598387203,2001.17317453197,2002.6137,22.5693131128009,KX547509_2002.6137_USA_NY_Westchester_-73.768378_40.884952
827,782,1.522725468032,41.1122734315813,-69.5421750910718,41.0652320026398,-69.6296877839969,4.34419145190403,2.82146598387203,2001.17317453197,2002.6959,9.01881873981201,KX547554_2002.6959_USA_NY_Bronx_-73.896075_40.90517
824,828,0.155495724133699,42.2354855423752,-71.3560693553637,42.2639391086352,-71.40082276633,2.64120564879606,2.48570992466236,2000.83741847276,2000.99291419689,4.86146697510021,NA
828,829,2.006490097619,42.2639391086352,-71.40082276633,42.4640095901463,-72.5309110607143,4.64769574641506,2.64120564879606,2000.99291419689,2002.99940429451,95.5855502557282,NA
829,777,0.630695705489199,42.4640095901463,-72.5309110607143,40.5002784508344,-70.3284046114967,5.27839145190426,4.64769574641506,2002.99940429451,2003.6301,285.515136677601,HM488175_2003.6301_USA_CT_Hartford_-72.865584_41.552126
829,778,0.6498957054892,42.4640095901463,-72.5309110607143,43.130042476785,-72.6232019460248,5.29759145190426,4.64769574641506,2002.99940429451,2003.6493,74.5276194936896,HM756653_2003.6493_USA_CT_Middlesex_-72.527395_41.265419
828,830,1.00858583515,42.2639391086352,-71.40082276633,42.2315143677115,-71.8566625022925,3.64979148394606,2.64120564879606,2000.99291419689,2002.00150003204,37.7373324931982,NA
830,779,0.7189999679581,42.2315143677115,-71.8566625022925,42.6509312232848,-72.0350204645215,4.36879145190416,3.64979148394606,2002.00150003204,2002.7205,48.9362809359554,KX547194_2002.7205_USA_NY_NewYork_-73.951119_40.785201
830,780,0.9984999679582,42.2315143677115,-71.8566625022925,41.7952684116921,-73.0865869432619,4.64829145190426,3.64979148394606,2002.00150003204,2003,112.725993396854,DQ164188_2003_USA_NY_Westchester_-73.684134_40.946696
